Provincia_ID,Provincia,Año,As,BaP,Cd,Ni,PM10,PM25,Pb
34,Palencia,2012,0.4654,0.1264,0.1242,2.6689,13.5484,12.0044,0.0046
34,Palencia,2013,0.0461,0.0973,0.0404,1.1686,14.1071,10.3196,0.0019
34,Palencia,2014,0.1398,0.0835,0.0446,1.3096,14.6659,10.5768,0.002
34,Palencia,2015,0.2334,0.0959,0.0488,1.4506,15.2246,11.9113,0.0021
34,Palencia,2016,0.3271,0.107,0.053,1.5916,15.7834,9.9329,0.0022
34,Palencia,2017,0.4208,0.1135,0.0572,1.7326,16.3421,5.4331,0.0023
34,Palencia,2018,0.5144,0.1022,0.0615,1.8737,12.3315,4.6228,0.0024
34,Palencia,2019,0.6081,0.0927,0.0657,2.0147,12.2901,4.6228,0.0025
34,Palencia,2020,0.7017,0.1045,0.0699,2.1557,12.2488,4.6228,0.0026
34,Palencia,2021,0.7954,0.1261,0.0741,2.2967,12.2074,4.6228,0.0027
35,Las Palmas,2012,0.4654,0.1264,0.1242,2.6689,19.2809,12.0044,0.0046
35,Las Palmas,2013,0.373,0.0973,0.131,2.2899,16.4569,10.3196,0.0039
35,Las Palmas,2014,0.4214,0.0835,0.1288,2.4495,18.1328,10.5768,0.0034
35,Las Palmas,2015,0.4262,0.0959,0.1279,2.3283,20.093,11.9113,0.0042
35,Las Palmas,2016,0.3548,0.107,0.0951,1.8518,17.1089,9.9329,0.004
35,Las Palmas,2017,0.4529,0.1135,0.13,2.1162,30.4743,8.7936,0.004
35,Las Palmas,2018,0.3482,0.1022,0.1128,1.8498,25.2846,7.6056,0.0026
35,Las Palmas,2019,0.4173,0.0927,0.1184,2.0242,25.2846,7.6056,0.0042
35,Las Palmas,2020,0.416,0.1045,0.1219,2.011,25.2846,7.6056,0.0034
35,Las Palmas,2021,0.2111,0.364,0.1825,3.9071,25.2846,7.6056,0.0014
36,Pontevedra,2012,0.4654,0.1264,0.1242,2.6689,19.2809,12.0044,0.0046
36,Pontevedra,2013,0.373,0.0973,0.131,2.2899,16.4569,10.3196,0.0039
36,Pontevedra,2014,0.3954,0.0779,0.1035,3.2344,18.1328,10.5768,0.0053
36,Pontevedra,2015,1.0477,0.0641,1.0578,5.7672,20.093,11.9113,0.0566
36,Pontevedra,2016,1.7,0.1321,2.0121,8.3,17.1089,9.9329,0.108
36,Pontevedra,2017,1.75,0.2006,1.706,8.3,21.7971,12.7901,0.084
36,Pontevedra,2018,1.8,0.269,1.4,8.3,18.2592,11.6151,0.06
36,Pontevedra,2019,1.8,0.2066,1.4,8.3,18.2592,11.6151,0.06
36,Pontevedra,2020,1.8,0.1281,1.4,8.3,18.2592,11.6151,0.06
36,Pontevedra,2021,1.8,0.1335,1.4,8.3,18.2592,11.6151,0.104
37,Salamanca,2012,0.4654,0.1264,0.1242,2.6689,19.2809,12.0044,0.0046
37,Salamanca,2013,0.373,0.0973,0.131,2.2899,16.4569,10.3196,0.0039
37,Salamanca,2014,0.3487,0.0835,0.0242,1.0676,18.1328,10.5768,0.0022
37,Salamanca,2015,0.9971,0.0959,0.0469,0.9243,15.3613,11.9113,0.11
37,Salamanca,2016,0.8868,0.107,0.0596,0.9262,8.0323,9.9329,0.0884
37,Salamanca,2017,0.7766,0.1135,0.0723,0.928,19.0328,10.099,0.0668
37,Salamanca,2018,0.6663,0.1022,0.085,0.9299,18.2917,10.0119,0.0453
37,Salamanca,2019,0.5561,0.0927,0.0977,0.9317,18.2917,10.1008,0.0237
37,Salamanca,2020,0.4458,0.1045,0.1104,0.9336,18.2917,9.2795,0.0021
37,Salamanca,2021,0.4458,0.1261,0.1104,0.9336,18.2917,8.9434,0.0021
38,Santa Cruz de Tenerife,2012,0.4654,0.1264,0.1242,2.6689,19.2809,12.0044,0.0046
38,Santa Cruz de Tenerife,2013,0.373,0.0973,0.131,2.2899,16.4569,10.3196,0.0039
38,Santa Cruz de Tenerife,2014,1.25,0.0327,0.1295,2.8444,18.1328,10.5768,0.003
38,Santa Cruz de Tenerife,2015,0.2577,0.0876,0.148,3.7793,20.093,11.9113,0.0022
38,Santa Cruz de Tenerife,2016,0.2074,0.0885,0.1481,3.122,17.1089,9.9329,0.0019
38,Santa Cruz de Tenerife,2017,0.2383,0.0803,0.14,2.9627,25.4994,9.8036,0.0015
38,Santa Cruz de Tenerife,2018,0.1401,0.08,0.14,6.123,21.656,8.428,0.001
38,Santa Cruz de Tenerife,2019,0.1847,0.08,0.14,2.551,21.656,8.428,0.0016
38,Santa Cruz de Tenerife,2020,0.3061,0.3653,0.18,2.2708,21.656,8.428,0.0019
38,Santa Cruz de Tenerife,2021,0.3061,0.3653,0.18,2.2708,21.656,8.428,0.0019
39,Cantabria,2012,0.239,0.2693,0.2137,2.4345,19.2809,11.6095,0.0162
39,Cantabria,2013,0.3139,0.2295,0.1857,1.6817,16.4569,9.9966,0.0126
39,Cantabria,2014,0.3421,0.1846,0.2007,3.1393,18.1328,9.2826,0.0079
39,Cantabria,2015,0.2647,0.421,0.5191,2.2723,20.093,9.8909,0.0108
39,Cantabria,2016,0.2388,0.1659,0.2543,1.5082,17.1089,8.8622,0.0073
39,Cantabria,2017,0.2944,0.1135,0.2194,2.1162,20.252,9.9667,0.009
39,Cantabria,2018,0.2142,0.0883,0.1128,1.2858,19.4616,9.9247,0.0066
39,Cantabria,2019,0.2711,0.1537,0.7645,2.369,19.4616,9.0517,0.013
39,Cantabria,2020,0.183,0.0949,0.5335,2.6751,19.4616,10.3318,0.0057
39,Cantabria,2021,0.2199,0.1224,0.2216,1.441,19.4616,8.7481,0.0047
40,Segovia,2012,0.4654,0.1264,0.1242,2.6689,19.2809,12.0044,0.0046
40,Segovia,2013,0.373,0.0973,0.131,2.2899,16.4569,10.3196,0.0039
40,Segovia,2014,0.4214,0.0835,0.1288,2.4495,18.1328,10.5768,0.0034
40,Segovia,2015,0.4262,0.0959,0.1279,2.3283,20.093,11.9113,0.0042
40,Segovia,2016,0.0895,0.107,0.0454,0.7721,23.6048,9.9329,0.0016
40,Segovia,2017,0.091,0.1135,0.0538,0.7423,11.552,10.099,0.0015
40,Segovia,2018,0.0924,0.1022,0.0622,0.7124,13.4462,10.0119,0.0014
40,Segovia,2019,0.0938,0.0927,0.0707,0.6826,15.5643,10.1008,0.0013
40,Segovia,2020,0.0953,0.1045,0.0791,0.6528,17.6824,9.2795,0.0012
40,Segovia,2021,0.2212,0.1261,0.0914,1.0774,19.8005,8.9434,0.0016
41,Sevilla,2012,0.8611,0.1264,0.2314,2.6927,28.9829,14.2155,0.0068
41,Sevilla,2013,0.6361,0.0292,0.1642,2.3835,24.7135,13.1585,0.0049
41,Sevilla,2014,0.6549,0.0868,0.1358,2.1019,21.5675,11.978,0.0048
41,Sevilla,2015,0.7932,0.2183,0.1583,2.6005,26.497,15.3674,0.0068
41,Sevilla,2016,0.62,0.1227,0.085,1.3845,24.5003,10.8597,0.0044
41,Sevilla,2017,0.8719,0.1205,0.1003,2.0655,30.1661,18.8221,0.0053
41,Sevilla,2018,0.413,0.0834,0.0611,1.0093,24.5793,15.224,0.0026
41,Sevilla,2019,0.7775,0.0927,0.0998,2.9345,22.6352,10.8037,0.0048
41,Sevilla,2020,0.7058,0.0985,0.0855,2.702,22.6769,10.1222,0.0042
41,Sevilla,2021,0.6664,0.1825,0.1817,2.5194,25.1946,10.4775,0.0057
42,Soria,2012,0.1575,0.1264,0.0863,1.3876,20.1048,12.0044,0.0019
42,Soria,2013,0.03,0.0973,0.0484,1.1465,19.2453,10.3196,0.0026
42,Soria,2014,0.0451,0.0835,0.0497,1.1751,18.3859,10.5768,0.0025
42,Soria,2015,0.0601,0.0959,0.051,1.2037,17.5264,11.9113,0.0025
42,Soria,2016,0.0752,0.107,0.0523,1.2323,16.667,9.9329,0.0024
42,Soria,2017,0.0902,0.1135,0.0536,1.261,15.8075,10.099,0.0023
42,Soria,2018,0.1053,0.1022,0.0549,1.2896,12.114,10.0119,0.0022
42,Soria,2019,0.1203,0.0927,0.0562,1.3182,10.7238,10.1008,0.0022
42,Soria,2020,0.1354,0.1045,0.0575,1.3468,9.3337,9.2795,0.0021
42,Soria,2021,0.2354,0.1261,0.2355,1.7443,7.9435,8.9434,0.0021
43,Tarragona,2012,0.5462,0.134,0.1166,3.6942,21.0039,13.0082,0.0038
43,Tarragona,2013,0.5838,0.1304,0.1153,3.8048,16.1933,11.0415,0.0036
43,Tarragona,2014,0.5933,0.1717,0.12,3.1702,19.9282,10.5598,0.0036
43,Tarragona,2015,0.5952,0.1599,0.1139,3.7695,23.9742,12.6973,0.0039
43,Tarragona,2016,0.5872,0.1483,0.1231,3.0493,18.4981,9.7662,0.003
43,Tarragona,2017,0.5792,0.1481,0.1168,3.3936,19.0479,10.2276,0.0026
43,Tarragona,2018,0.5729,0.147,0.115,3.0993,18.3206,8.8133,0.0025
43,Tarragona,2019,0.5746,0.1496,0.1184,2.9201,19.5354,8.6045,0.0025
43,Tarragona,2020,0.5796,0.155,0.1132,2.4026,18.0603,7.7088,0.0022
43,Tarragona,2021,0.9916,0.1506,0.1291,2.4102,16.8323,8.0122,0.0023
44,Teruel,2012,0.4654,0.1264,0.1242,2.6689,19.7185,10.5968,0.0046
44,Teruel,2013,0.373,0.0973,0.131,2.2899,15.5877,8.1048,0.0039
44,Teruel,2014,0.4214,0.0835,0.1288,2.4495,17.3152,8.3016,0.0034
44,Teruel,2015,0.4262,0.0959,0.1279,2.3283,17.2548,8.4984,0.0042
44,Teruel,2016,0.3548,0.107,0.0951,1.8518,16.6075,4.9503,0.004
44,Teruel,2017,0.4529,0.1135,0.13,2.1162,17.7608,5.2688,0.004
44,Teruel,2018,0.3482,0.1022,0.1128,1.8498,14.4323,6.0666,0.0026
44,Teruel,2019,0.4173,0.0927,0.1184,2.0242,15.0582,6.7332,0.0042
44,Teruel,2020,0.416,0.1045,0.1219,2.011,14.2159,6.9509,0.0034
44,Teruel,2021,0.3667,0.1261,0.1327,2.0412,15.9673,7.3622,0.0036
45,Toledo,2012,0.4972,0.1009,0.2103,2.2187,11.7823,5.5551,0.0025
45,Toledo,2013,0.7,0.0648,0.7,0.7068,9.8777,5.3548,0.0013
45,Toledo,2014,0.4796,0.0337,0.1016,1.216,11.2527,5.2863,0.0014
45,Toledo,2015,0.204,0.0278,0.0516,0.9531,13.4691,6.5981,0.0021
45,Toledo,2016,0.2222,0.0725,0.0126,0.194,12.5484,5.4825,0.0004
45,Toledo,2017,0.6878,0.1106,0.186,0.6563,25.6049,9.1069,0.0016
45,Toledo,2018,0.2485,0.0374,0.1695,0.4834,21.6109,9.9979,0.0014
45,Toledo,2019,0.304,0.0247,0.0304,0.5585,10.496,6.2151,0.0013
45,Toledo,2020,0.3123,0.0354,0.0299,0.5697,11.4472,5.6965,0.0011
45,Toledo,2021,0.3307,0.0053,0.0324,0.5974,13.0672,6.9368,0.0016
46,Valencia,2012,0.401,0.141,0.1114,2.4445,22.3915,12.0044,0.0034
46,Valencia,2013,0.3523,0.1122,0.077,2.8017,16.7353,9.3867,0.0019
46,Valencia,2014,0.3264,0.0795,0.0681,2.5864,19.3018,10.7997,0.0018
46,Valencia,2015,0.4365,0.1392,0.0823,2.4324,21.6018,12.1532,0.0155
46,Valencia,2016,0.2845,0.0988,0.0533,2.0514,18.5564,10.9926,0.0266
46,Valencia,2017,0.3062,0.094,0.0835,2.6771,17.0101,9.2328,0.012
46,Valencia,2018,0.3087,0.1051,0.092,2.1097,16.0908,9.6185,0.0103
46,Valencia,2019,0.2776,0.0526,0.0735,1.9857,19.6899,10.6988,0.0102
46,Valencia,2020,0.3013,0.148,0.0673,1.2448,19.0637,11.494,0.0103
46,Valencia,2021,0.2704,0.0893,0.0627,1.2734,17.2705,9.7203,0.0099
47,Valladolid,2012,0.0698,0.1264,0.0385,0.995,14.0081,12.0044,0.0101
47,Valladolid,2013,0.1998,0.0973,0.0749,1.346,16.4569,10.3196,0.0585
47,Valladolid,2014,0.3297,0.0835,0.1113,1.697,18.9057,10.5768,0.0355
47,Valladolid,2015,0.2291,0.0959,0.1852,0.7712,21.3545,11.9113,0.0336
47,Valladolid,2016,0.035,0.107,0.0453,0.4713,14.2903,9.9329,0.0043
47,Valladolid,2017,0.1076,0.1135,0.0653,0.9466,17.7003,11.9791,0.0031
47,Valladolid,2018,0.1376,0.1022,0.107,1.2798,16.6428,10.6588,0.0078
47,Valladolid,2019,0.1675,0.1254,0.1486,1.613,16.5156,10.6588,0.0124
47,Valladolid,2020,0.1532,0.0581,0.2366,1.0095,16.3885,10.6588,0.0229
47,Valladolid,2021,0.2436,0.0606,0.1621,1.8955,16.2613,10.6588,0.023
48,Bizkaia,2012,0.7331,0.1629,1.2957,8.418,19.2809,11.9422,0.0498
48,Bizkaia,2013,0.6597,0.344,0.8359,8.1352,16.4569,12.9973,0.0375
48,Bizkaia,2014,0.6507,0.0987,0.6943,6.428,18.1328,9.3374,0.0351
48,Bizkaia,2015,0.7061,0.088,0.8914,5.3647,20.093,11.1304,0.0349
48,Bizkaia,2016,0.3923,0.1325,0.746,5.9944,17.1089,8.7855,0.0247
48,Bizkaia,2017,0.5794,0.1671,0.9283,6.5358,17.9426,10.099,0.0228
48,Bizkaia,2018,0.5011,0.1432,0.7323,6.0758,16.5731,9.5565,0.0209
48,Bizkaia,2019,0.4817,0.0795,0.7323,5.6062,17.0803,11.4073,0.0189
48,Bizkaia,2020,0.3959,0.0951,0.576,4.9519,17.5875,10.9919,0.014
48,Bizkaia,2021,0.5618,0.094,0.6921,5.088,18.2621,11.2742,0.02
49,Zamora,2012,0.1291,0.1264,0.0555,1.3364,11.2732,4.4812,0.0018
49,Zamora,2013,0.1338,0.0973,0.0568,1.3772,8.0054,4.5269,0.0018
49,Zamora,2014,0.1385,0.0835,0.0581,1.4179,8.4556,4.504,0.0018
49,Zamora,2015,0.1432,0.0959,0.0594,1.4587,9.1532,5.7204,0.0018
49,Zamora,2016,0.1479,0.107,0.0607,1.4994,7.5013,4.0954,0.0018
49,Zamora,2017,0.1527,0.1135,0.062,1.5402,15.1522,4.8965,0.0018
49,Zamora,2018,0.1574,0.1022,0.0633,1.5809,10.6912,4.2097,0.0018
49,Zamora,2019,0.1621,0.0927,0.0646,1.6217,7.1465,3.9415,0.0018
49,Zamora,2020,0.1668,0.1045,0.0659,1.6624,7.7199,3.8328,0.0018
49,Zamora,2021,0.1715,0.1261,0.0672,1.7032,9.1712,4.3051,0.0018
50,Zaragoza,2012,0.4654,0.1264,0.1242,2.6689,18.7762,12.3014,0.0046
50,Zaragoza,2013,0.2798,0.0973,0.058,1.1802,13.9919,10.1915,0.0025
50,Zaragoza,2014,0.3661,0.0835,0.0713,1.1707,17.6801,11.5736,0.0034
50,Zaragoza,2015,0.3605,0.0959,0.0722,1.2333,19.7688,13.1337,0.003
50,Zaragoza,2016,0.3438,0.1161,0.0802,1.2923,18.207,11.5679,0.0029
50,Zaragoza,2017,0.3728,0.1672,0.1754,2.2716,18.708,13.496,0.0036
50,Zaragoza,2018,0.4018,0.2183,0.2705,3.2508,13.9106,10.2728,0.0042
50,Zaragoza,2019,0.4309,0.2695,0.3657,4.2301,16.4758,10.3165,0.0048
50,Zaragoza,2020,0.4599,0.3206,0.4609,5.2094,12.1989,10.8327,0.0055
50,Zaragoza,2021,0.5665,0.3717,0.4441,3.1546,13.2917,10.8091,0.0045
