,Año,Emisión,Emisión_ID,Provincia,Provincia_ID,Emisión Anual
166,2012,PM25,6,Girona,17,10.4802
167,2012,Pb,7,Granada,18,0.0041
168,2012,As,1,Guadalajara,19,0.4654
169,2012,BaP,2,Gipuzkoa,20,0.1264
170,2012,Cd,3,Huelva,21,0.4467
171,2012,Ni,4,Huesca,22,2.6689
172,2012,PM10,5,Jaén,23,31.7135
173,2012,PM25,6,León,24,12.0044
174,2012,Pb,7,Lleida,25,0.0036
175,2012,As,1,La Rioja,26,0.4654
176,2012,BaP,2,Lugo,27,0.1264
177,2012,Cd,3,Madrid,28,0.1802
178,2012,Ni,4,Málaga,29,3.1443
179,2012,PM10,5,Murcia,30,19.2809
180,2012,PM25,6,Navarra,31,12.023
181,2012,Pb,7,Ourense,32,0.0046
182,2012,As,1,Asturias,33,0.1432
183,2012,BaP,2,Palencia,34,0.1264
184,2012,Cd,3,Las Palmas,35,0.1242
185,2012,Ni,4,Pontevedra,36,2.6689
186,2012,PM10,5,Salamanca,37,19.2809
187,2012,PM25,6,Santa Cruz de Tenerife,38,12.0044
188,2012,Pb,7,Cantabria,39,0.0162
189,2012,As,1,Segovia,40,0.4654
190,2012,BaP,2,Sevilla,41,0.1264
191,2012,Cd,3,Soria,42,0.0863
192,2012,Ni,4,Tarragona,43,3.6942
193,2012,PM10,5,Teruel,44,19.7185
194,2012,PM25,6,Toledo,45,5.5551
195,2012,Pb,7,Valencia,46,0.0034
196,2012,As,1,Valladolid,47,0.0698
197,2012,BaP,2,Bizkaia,48,0.1629
198,2012,Cd,3,Zamora,49,0.0555
199,2012,Ni,4,Zaragoza,50,2.6689
200,2012,PM10,5,Álava,1,10.6331
201,2012,PM25,6,Albacete,2,12.0044
202,2012,Pb,7,Alicante,3,0.0019
203,2012,As,1,Almería,4,0.5523
204,2012,BaP,2,Ávila,5,0.1264
205,2012,Cd,3,Badajoz,6,0.0606
206,2012,Ni,4,Islas Baleares,7,3.8986
207,2012,PM10,5,Barcelona,8,26.5121
208,2012,PM25,6,Burgos,9,9.7809
209,2012,Pb,7,Cáceres,10,0.0023
210,2012,As,1,Cádiz,11,0.9225
211,2012,BaP,2,Castellón,12,0.0854
212,2012,Cd,3,Ciudad Real,13,0.0824
213,2012,Ni,4,Córdoba,14,2.1564
214,2012,PM10,5,A Coruña,15,7.9886
215,2012,PM25,6,Cuenca,16,12.0044
216,2012,Pb,7,Girona,17,0.0094
217,2012,As,1,Granada,18,0.4263
218,2012,BaP,2,Guadalajara,19,0.1264
219,2012,Cd,3,Gipuzkoa,20,0.1242
220,2012,Ni,4,Huelva,21,2.6026
221,2012,PM10,5,Huesca,22,18.5602
222,2012,PM25,6,Jaén,23,15.3858
223,2012,Pb,7,León,24,0.0031
224,2012,As,1,Lleida,25,0.5632
225,2012,BaP,2,La Rioja,26,0.1264
226,2012,Cd,3,Lugo,27,0.1242
227,2012,Ni,4,Madrid,28,3.3918
228,2012,PM10,5,Málaga,29,24.2584
229,2012,PM25,6,Murcia,30,14.6374
230,2012,Pb,7,Navarra,31,0.0046
231,2012,As,1,Ourense,32,0.4654
232,2012,BaP,2,Asturias,33,0.0469
233,2012,Cd,3,Palencia,34,0.1242
234,2012,Ni,4,Las Palmas,35,2.6689
235,2012,PM10,5,Pontevedra,36,19.2809
236,2012,PM25,6,Salamanca,37,12.0044
237,2012,Pb,7,Santa Cruz de Tenerife,38,0.0046
238,2012,As,1,Cantabria,39,0.239
239,2012,BaP,2,Segovia,40,0.1264
240,2012,Cd,3,Sevilla,41,0.2314
241,2012,Ni,4,Soria,42,1.3876
242,2012,PM10,5,Tarragona,43,21.0039
243,2012,PM25,6,Teruel,44,10.5968
244,2012,Pb,7,Toledo,45,0.0025
245,2012,As,1,Valencia,46,0.401
246,2012,BaP,2,Valladolid,47,0.1264
247,2012,Cd,3,Bizkaia,48,1.2957
248,2012,Ni,4,Zamora,49,1.3364
249,2012,PM10,5,Zaragoza,50,18.7762
250,2012,PM25,6,Álava,1,12.0044
251,2012,Pb,7,Albacete,2,0.0046
252,2012,As,1,Alicante,3,0.2681
253,2012,BaP,2,Almería,4,0.1264
254,2012,Cd,3,Ávila,5,0.1242
255,2012,Ni,4,Badajoz,6,4.7741
256,2012,PM10,5,Islas Baleares,7,19.2809
257,2012,PM25,6,Barcelona,8,15.9203
258,2012,Pb,7,Burgos,9,0.0046
259,2012,As,1,Cáceres,10,0.2121
260,2012,BaP,2,Cádiz,11,0.1264
261,2012,Cd,3,Castellón,12,0.2805
262,2012,Ni,4,Ciudad Real,13,3.607
263,2012,PM10,5,Córdoba,14,24.9661
264,2012,PM25,6,A Coruña,15,20.0925
265,2012,Pb,7,Cuenca,16,0.0046
266,2012,As,1,Girona,17,0.5862
267,2012,BaP,2,Granada,18,0.0845
268,2012,Cd,3,Guadalajara,19,0.1242
269,2012,Ni,4,Gipuzkoa,20,2.6689
270,2012,PM10,5,Huelva,21,26.486
271,2012,PM25,6,Huesca,22,8.9954
272,2012,Pb,7,Jaén,23,0.0099
273,2012,As,1,León,24,0.252
274,2012,BaP,2,Lleida,25,0.5552
275,2012,Cd,3,La Rioja,26,0.1242
276,2012,Ni,4,Lugo,27,2.6689
277,2012,PM10,5,Madrid,28,19.2809
278,2012,PM25,6,Málaga,29,10.271
279,2012,Pb,7,Murcia,30,0.0065
280,2012,As,1,Navarra,31,0.4654
281,2012,BaP,2,Ourense,32,0.1264
282,2012,Cd,3,Asturias,33,0.0644
283,2012,Ni,4,Palencia,34,2.6689
284,2012,PM10,5,Las Palmas,35,19.2809
285,2012,PM25,6,Pontevedra,36,12.0044
286,2012,Pb,7,Salamanca,37,0.0046
287,2012,As,1,Santa Cruz de Tenerife,38,0.4654
288,2012,BaP,2,Cantabria,39,0.2693
289,2012,Cd,3,Segovia,40,0.1242
290,2012,Ni,4,Sevilla,41,2.6927
291,2012,PM10,5,Soria,42,20.1048
292,2012,PM25,6,Tarragona,43,13.0082
293,2012,Pb,7,Teruel,44,0.0046
294,2012,As,1,Toledo,45,0.4972
295,2012,BaP,2,Valencia,46,0.141
296,2012,Cd,3,Valladolid,47,0.0385
297,2012,Ni,4,Bizkaia,48,8.418
298,2012,PM10,5,Zamora,49,11.2732
299,2012,PM25,6,Zaragoza,50,12.3014
300,2012,Pb,7,Álava,1,0.016
301,2012,As,1,Albacete,2,0.4654
302,2012,BaP,2,Alicante,3,0.0902
303,2012,Cd,3,Almería,4,0.0843
304,2012,Ni,4,Ávila,5,2.6689
305,2012,PM10,5,Badajoz,6,14.9272
306,2012,PM25,6,Islas Baleares,7,10.1899
307,2012,Pb,7,Barcelona,8,0.0121
308,2012,As,1,Burgos,9,0.4654
309,2012,BaP,2,Cáceres,10,0.039
310,2012,Cd,3,Cádiz,11,0.1749
311,2012,Ni,4,Castellón,12,2.2073
312,2012,PM10,5,Ciudad Real,13,19.2809
313,2012,PM25,6,Córdoba,14,10.9992
314,2012,Pb,7,A Coruña,15,0.0046
315,2012,As,1,Cuenca,16,0.4654
316,2012,BaP,2,Girona,17,0.3516
317,2012,Cd,3,Granada,18,0.1063
318,2012,Ni,4,Guadalajara,19,2.6689
319,2012,PM10,5,Gipuzkoa,20,15.8938
320,2012,PM25,6,Huelva,21,19.3283
321,2012,Pb,7,Huesca,22,0.0046
322,2012,As,1,Jaén,23,0.4337
323,2012,BaP,2,León,24,0.1264
324,2012,Cd,3,Lleida,25,0.1321
325,2012,Ni,4,La Rioja,26,2.6689
326,2012,PM10,5,Lugo,27,10.7016
327,2012,PM25,6,Madrid,28,13.1063
328,2012,Pb,7,Málaga,29,0.0036
329,2012,As,1,Murcia,30,0.2315
330,2012,BaP,2,Navarra,31,0.1264
331,2012,Cd,3,Ourense,32,0.1242
332,2012,Ni,4,Asturias,33,1.0045
333,2012,PM10,5,Palencia,34,13.5484
334,2012,PM25,6,Las Palmas,35,12.0044
335,2012,Pb,7,Pontevedra,36,0.0046
336,2012,As,1,Salamanca,37,0.4654
337,2012,BaP,2,Santa Cruz de Tenerife,38,0.1264
338,2012,Cd,3,Cantabria,39,0.2137
339,2012,Ni,4,Segovia,40,2.6689
340,2012,PM10,5,Sevilla,41,28.9829
341,2012,PM25,6,Soria,42,12.0044
342,2012,Pb,7,Tarragona,43,0.0038
343,2012,As,1,Teruel,44,0.4654
344,2012,BaP,2,Toledo,45,0.1009
345,2012,Cd,3,Valencia,46,0.1114
346,2012,Ni,4,Valladolid,47,0.995
347,2012,PM10,5,Bizkaia,48,19.2809
348,2012,PM25,6,Zamora,49,4.4812
349,2012,Pb,7,Zaragoza,50,0.0046
350,2013,As,1,Álava,1,0.2968
351,2013,BaP,2,Albacete,2,0.14
352,2013,Cd,3,Alicante,3,0.0636
353,2013,Ni,4,Almería,4,5.0544
354,2013,PM10,5,Ávila,5,16.4569
355,2013,PM25,6,Badajoz,6,7.7015
356,2013,Pb,7,Islas Baleares,7,0.0012
357,2013,As,1,Barcelona,8,0.997
358,2013,BaP,2,Burgos,9,0.0973
359,2013,Cd,3,Cáceres,10,0.1085
360,2013,Ni,4,Cádiz,11,10.0149
361,2013,PM10,5,Castellón,12,15.6428
362,2013,PM25,6,Ciudad Real,13,10.3196
363,2013,Pb,7,Córdoba,14,0.0201
364,2013,As,1,A Coruña,15,0.373
365,2013,BaP,2,Cuenca,16,0.0973
366,2013,Cd,3,Girona,17,0.1608
367,2013,Ni,4,Granada,18,6.0222
368,2013,PM10,5,Guadalajara,19,6.168
369,2013,PM25,6,Gipuzkoa,20,10.4476
370,2013,Pb,7,Huelva,21,0.0072
371,2013,As,1,Huesca,22,0.373
372,2013,BaP,2,Jaén,23,0.2025
373,2013,Cd,3,León,24,0.0629
374,2013,Ni,4,Lleida,25,2.2899
375,2013,PM10,5,La Rioja,26,16.4569
376,2013,PM25,6,Lugo,27,6.5363
377,2013,Pb,7,Madrid,28,0.0041
378,2013,As,1,Málaga,29,0.373
379,2013,BaP,2,Murcia,30,0.0973
380,2013,Cd,3,Navarra,31,0.131
381,2013,Ni,4,Ourense,32,2.2899
382,2013,PM10,5,Asturias,33,15.5228
383,2013,PM25,6,Palencia,34,10.3196
384,2013,Pb,7,Las Palmas,35,0.0039
385,2013,As,1,Pontevedra,36,0.373
386,2013,BaP,2,Salamanca,37,0.0973
387,2013,Cd,3,Santa Cruz de Tenerife,38,0.131
388,2013,Ni,4,Cantabria,39,1.6817
389,2013,PM10,5,Segovia,40,16.4569
390,2013,PM25,6,Sevilla,41,13.1585
391,2013,Pb,7,Soria,42,0.0026
392,2013,As,1,Tarragona,43,0.5838
393,2013,BaP,2,Teruel,44,0.0973
394,2013,Cd,3,Toledo,45,0.7
395,2013,Ni,4,Valencia,46,2.8017
396,2013,PM10,5,Valladolid,47,16.4569
397,2013,PM25,6,Bizkaia,48,12.9973
398,2013,Pb,7,Zamora,49,0.0018
399,2013,As,1,Zaragoza,50,0.2798
400,2013,BaP,2,Álava,1,0.1169
401,2013,Cd,3,Albacete,2,0.8535
402,2013,Ni,4,Alicante,3,2.3022
403,2013,PM10,5,Almería,4,24.1902
404,2013,PM25,6,Ávila,5,10.3196
405,2013,Pb,7,Badajoz,6,0.0024
406,2013,As,1,Islas Baleares,7,0.6363
407,2013,BaP,2,Barcelona,8,0.2774
408,2013,Cd,3,Burgos,9,0.039
409,2013,Ni,4,Cáceres,10,1.7845
410,2013,PM10,5,Cádiz,11,24.5592
411,2013,PM25,6,Castellón,12,13.393
412,2013,Pb,7,Ciudad Real,13,0.0028
413,2013,As,1,Córdoba,14,0.4868
414,2013,BaP,2,A Coruña,15,0.4706
415,2013,Cd,3,Cuenca,16,0.131
416,2013,Ni,4,Girona,17,2.3929
417,2013,PM10,5,Granada,18,23.9126
418,2013,PM25,6,Guadalajara,19,4.6048
419,2013,Pb,7,Gipuzkoa,20,0.0107
420,2013,As,1,Huelva,21,2.4273
421,2013,BaP,2,Huesca,22,0.0973
422,2013,Cd,3,Jaén,23,0.1035
423,2013,Ni,4,León,24,1.1012
424,2013,PM10,5,Lleida,25,17.1944
425,2013,PM25,6,La Rioja,26,8.9828
426,2013,Pb,7,Lugo,27,0.0039
427,2013,As,1,Madrid,28,1.073
428,2013,BaP,2,Málaga,29,0.0209
429,2013,Cd,3,Murcia,30,0.1492
430,2013,Ni,4,Navarra,31,2.2899
431,2013,PM10,5,Ourense,32,16.4569
432,2013,PM25,6,Asturias,33,9.357
433,2013,Pb,7,Palencia,34,0.0019
434,2013,As,1,Las Palmas,35,0.373
435,2013,BaP,2,Pontevedra,36,0.0973
436,2013,Cd,3,Salamanca,37,0.131
437,2013,Ni,4,Santa Cruz de Tenerife,38,2.2899
438,2013,PM10,5,Cantabria,39,16.4569
439,2013,PM25,6,Segovia,40,10.3196
440,2013,Pb,7,Sevilla,41,0.0049
441,2013,As,1,Soria,42,0.03
442,2013,BaP,2,Tarragona,43,0.1304
443,2013,Cd,3,Teruel,44,0.131
444,2013,Ni,4,Toledo,45,0.7068
445,2013,PM10,5,Valencia,46,16.7353
446,2013,PM25,6,Valladolid,47,10.3196
447,2013,Pb,7,Bizkaia,48,0.0375
448,2013,As,1,Zamora,49,0.1338
449,2013,BaP,2,Zaragoza,50,0.0973
450,2013,Cd,3,Álava,1,0.2
451,2013,Ni,4,Albacete,2,2.8306
452,2013,PM10,5,Alicante,3,18.4981
453,2013,PM25,6,Almería,4,11.3938
454,2013,Pb,7,Ávila,5,0.0039
455,2013,As,1,Badajoz,6,0.3231
456,2013,BaP,2,Islas Baleares,7,0.0599
457,2013,Cd,3,Barcelona,8,0.362
458,2013,Ni,4,Burgos,9,1.3817
459,2013,PM10,5,Cáceres,10,10.7754
460,2013,PM25,6,Cádiz,11,12.8098
461,2013,Pb,7,Castellón,12,0.0291
462,2013,As,1,Ciudad Real,13,1.3347
463,2013,BaP,2,Córdoba,14,0.037
464,2013,Cd,3,A Coruña,15,0.131
465,2013,Ni,4,Cuenca,16,2.2899
466,2013,PM10,5,Girona,17,19.9685
467,2013,PM25,6,Granada,18,13.6286
468,2013,Pb,7,Guadalajara,19,0.0039
469,2013,As,1,Gipuzkoa,20,0.2466
470,2013,BaP,2,Huelva,21,0.0217
471,2013,Cd,3,Huesca,22,0.131
472,2013,Ni,4,Jaén,23,3.6982
473,2013,PM10,5,León,24,17.2347
474,2013,PM25,6,Lleida,25,11.6
475,2013,Pb,7,La Rioja,26,0.0039
476,2013,As,1,Lugo,27,0.373
477,2013,BaP,2,Madrid,28,0.1397
478,2013,Cd,3,Málaga,29,0.1069
479,2013,Ni,4,Murcia,30,1.5724
480,2013,PM10,5,Navarra,31,16.4569
481,2013,PM25,6,Ourense,32,10.3196
482,2013,Pb,7,Asturias,33,0.0204
483,2013,As,1,Palencia,34,0.0461
484,2013,BaP,2,Las Palmas,35,0.0973
485,2013,Cd,3,Pontevedra,36,0.131
486,2013,Ni,4,Salamanca,37,2.2899
487,2013,PM10,5,Santa Cruz de Tenerife,38,16.4569
488,2013,PM25,6,Cantabria,39,9.9966
489,2013,Pb,7,Segovia,40,0.0039
490,2013,As,1,Sevilla,41,0.6361
491,2013,BaP,2,Soria,42,0.0973
492,2013,Cd,3,Tarragona,43,0.1153
493,2013,Ni,4,Teruel,44,2.2899
494,2013,PM10,5,Toledo,45,9.8777
495,2013,PM25,6,Valencia,46,9.3867
496,2013,Pb,7,Valladolid,47,0.0585
497,2013,As,1,Bizkaia,48,0.6597
498,2013,BaP,2,Zamora,49,0.0973
499,2013,Cd,3,Zaragoza,50,0.058
500,2013,Ni,4,Álava,1,2.2728
501,2013,PM10,5,Albacete,2,16.4569
502,2013,PM25,6,Alicante,3,12.5175
503,2013,Pb,7,Almería,4,0.0049
504,2013,As,1,Ávila,5,0.373
505,2013,BaP,2,Badajoz,6,0.0971
506,2013,Cd,3,Islas Baleares,7,0.0901
507,2013,Ni,4,Barcelona,8,3.8493
508,2013,PM10,5,Burgos,9,16.4569
509,2013,PM25,6,Cáceres,10,8.9177
510,2013,Pb,7,Cádiz,11,0.0057
511,2013,As,1,Castellón,12,0.7898
512,2013,BaP,2,Ciudad Real,13,0.14
513,2013,Cd,3,Córdoba,14,1.3132
514,2013,Ni,4,A Coruña,15,2.2899
515,2013,PM10,5,Cuenca,16,16.4569
516,2013,PM25,6,Girona,17,10.1249
517,2013,Pb,7,Granada,18,0.0034
518,2013,As,1,Guadalajara,19,0.373
519,2013,BaP,2,Gipuzkoa,20,0.0975
520,2013,Cd,3,Huelva,21,0.4189
521,2013,Ni,4,Huesca,22,2.2899
522,2013,PM10,5,Jaén,23,27.776
523,2013,PM25,6,León,24,10.828
524,2013,Pb,7,Lleida,25,0.003
525,2013,As,1,La Rioja,26,0.373
526,2013,BaP,2,Lugo,27,0.0973
527,2013,Cd,3,Madrid,28,0.1526
528,2013,Ni,4,Málaga,29,4.2575
529,2013,PM10,5,Murcia,30,16.4569
530,2013,PM25,6,Navarra,31,8.4966
531,2013,Pb,7,Ourense,32,0.0039
532,2013,As,1,Asturias,33,0.1608
533,2013,BaP,2,Palencia,34,0.0973
534,2013,Cd,3,Las Palmas,35,0.131
535,2013,Ni,4,Pontevedra,36,2.2899
536,2013,PM10,5,Salamanca,37,16.4569
537,2013,PM25,6,Santa Cruz de Tenerife,38,10.3196
538,2013,Pb,7,Cantabria,39,0.0126
539,2013,As,1,Segovia,40,0.373
540,2013,BaP,2,Sevilla,41,0.0292
541,2013,Cd,3,Soria,42,0.0484
542,2013,Ni,4,Tarragona,43,3.8048
543,2013,PM10,5,Teruel,44,15.5877
544,2013,PM25,6,Toledo,45,5.3548
545,2013,Pb,7,Valencia,46,0.0019
546,2013,As,1,Valladolid,47,0.1998
547,2013,BaP,2,Bizkaia,48,0.344
548,2013,Cd,3,Zamora,49,0.0568
549,2013,Ni,4,Zaragoza,50,1.1802
550,2013,PM10,5,Álava,1,8.6599
551,2013,PM25,6,Albacete,2,10.3196
552,2013,Pb,7,Alicante,3,0.001
553,2013,As,1,Almería,4,0.4211
554,2013,BaP,2,Ávila,5,0.0973
555,2013,Cd,3,Badajoz,6,0.1444
556,2013,Ni,4,Islas Baleares,7,1.7568
557,2013,PM10,5,Barcelona,8,22.2544
558,2013,PM25,6,Burgos,9,8.8666
559,2013,Pb,7,Cáceres,10,0.0019
560,2013,As,1,Cádiz,11,0.4949
561,2013,BaP,2,Castellón,12,0.087
562,2013,Cd,3,Ciudad Real,13,0.7
563,2013,Ni,4,Córdoba,14,3.0035
564,2013,PM10,5,A Coruña,15,6.5665
565,2013,PM25,6,Cuenca,16,10.3196
566,2013,Pb,7,Girona,17,0.0076
567,2013,As,1,Granada,18,0.3619
568,2013,BaP,2,Guadalajara,19,0.0973
569,2013,Cd,3,Gipuzkoa,20,0.203
570,2013,Ni,4,Huelva,21,2.488
571,2013,PM10,5,Huesca,22,12.8226
572,2013,PM25,6,Jaén,23,15.2379
573,2013,Pb,7,León,24,0.0017
574,2013,As,1,Lleida,25,0.567
575,2013,BaP,2,La Rioja,26,0.0973
576,2013,Cd,3,Lugo,27,0.131
577,2013,Ni,4,Madrid,28,3.1872
578,2013,PM10,5,Málaga,29,23.3613
579,2013,PM25,6,Murcia,30,9.5336
580,2013,Pb,7,Navarra,31,0.0039
581,2013,As,1,Ourense,32,0.373
582,2013,BaP,2,Asturias,33,0.0407
583,2013,Cd,3,Palencia,34,0.0404
584,2013,Ni,4,Las Palmas,35,2.2899
585,2013,PM10,5,Pontevedra,36,16.4569
586,2013,PM25,6,Salamanca,37,10.3196
587,2013,Pb,7,Santa Cruz de Tenerife,38,0.0039
588,2013,As,1,Cantabria,39,0.3139
589,2013,BaP,2,Segovia,40,0.0973
590,2013,Cd,3,Sevilla,41,0.1642
591,2013,Ni,4,Soria,42,1.1465
592,2013,PM10,5,Tarragona,43,16.1933
593,2013,PM25,6,Teruel,44,8.1048
594,2013,Pb,7,Toledo,45,0.0013
595,2013,As,1,Valencia,46,0.3523
