,Año,Emisión,Emisión_ID,Provincia,Provincia_ID,Emisión Anual
596,2013,BaP,2,Valladolid,47,0.0973
597,2013,Cd,3,Bizkaia,48,0.8359
598,2013,Ni,4,Zamora,49,1.3772
599,2013,PM10,5,Zaragoza,50,13.9919
600,2013,PM25,6,Álava,1,10.3196
601,2013,Pb,7,Albacete,2,0.0045
602,2013,As,1,Alicante,3,0.1855
603,2013,BaP,2,Almería,4,0.0317
604,2013,Cd,3,Ávila,5,0.131
605,2013,Ni,4,Badajoz,6,1.5328
606,2013,PM10,5,Islas Baleares,7,17.3629
607,2013,PM25,6,Barcelona,8,13.5736
608,2013,Pb,7,Burgos,9,0.0009
609,2013,As,1,Cáceres,10,0.2218
610,2013,BaP,2,Cádiz,11,0.0179
611,2013,Cd,3,Castellón,12,0.1261
612,2013,Ni,4,Ciudad Real,13,3.8389
613,2013,PM10,5,Córdoba,14,19.2452
614,2013,PM25,6,A Coruña,15,14.9728
615,2013,Pb,7,Cuenca,16,0.0039
616,2013,As,1,Girona,17,0.6832
617,2013,BaP,2,Granada,18,0.093
618,2013,Cd,3,Guadalajara,19,0.131
619,2013,Ni,4,Gipuzkoa,20,2.1344
620,2013,PM10,5,Huelva,21,23.4634
621,2013,PM25,6,Huesca,22,10.8581
622,2013,Pb,7,Jaén,23,0.0136
623,2013,As,1,León,24,5.7452
624,2013,BaP,2,Lleida,25,0.465
625,2013,Cd,3,La Rioja,26,0.131
626,2013,Ni,4,Lugo,27,2.2899
627,2013,PM10,5,Madrid,28,16.4569
628,2013,PM25,6,Málaga,29,12.6873
629,2013,Pb,7,Murcia,30,0.0039
630,2013,As,1,Navarra,31,0.373
631,2013,BaP,2,Ourense,32,0.0973
632,2013,Cd,3,Asturias,33,0.0759
633,2013,Ni,4,Palencia,34,1.1686
634,2013,PM10,5,Las Palmas,35,16.4569
635,2013,PM25,6,Pontevedra,36,10.3196
636,2013,Pb,7,Salamanca,37,0.0039
637,2013,As,1,Santa Cruz de Tenerife,38,0.373
638,2013,BaP,2,Cantabria,39,0.2295
639,2013,Cd,3,Segovia,40,0.131
640,2013,Ni,4,Sevilla,41,2.3835
641,2013,PM10,5,Soria,42,19.2453
642,2013,PM25,6,Tarragona,43,11.0415
643,2013,Pb,7,Teruel,44,0.0039
644,2013,As,1,Toledo,45,0.7
645,2013,BaP,2,Valencia,46,0.1122
646,2013,Cd,3,Valladolid,47,0.0749
647,2013,Ni,4,Bizkaia,48,8.1352
648,2013,PM10,5,Zamora,49,8.0054
649,2013,PM25,6,Zaragoza,50,10.1915
650,2013,Pb,7,Álava,1,0.0116
651,2013,As,1,Albacete,2,0.7
652,2013,BaP,2,Alicante,3,0.0601
653,2013,Cd,3,Almería,4,0.0801
654,2013,Ni,4,Ávila,5,2.2899
655,2013,PM10,5,Badajoz,6,13.4768
656,2013,PM25,6,Islas Baleares,7,8.6332
657,2013,Pb,7,Barcelona,8,0.0138
658,2013,As,1,Burgos,9,0.03
659,2013,BaP,2,Cáceres,10,0.0211
660,2013,Cd,3,Cádiz,11,0.3752
661,2013,Ni,4,Castellón,12,1.8105
662,2013,PM10,5,Ciudad Real,13,16.4569
663,2013,PM25,6,Córdoba,14,8.2377
664,2013,Pb,7,A Coruña,15,0.0039
665,2013,As,1,Cuenca,16,0.373
666,2013,BaP,2,Girona,17,0.2595
667,2013,Cd,3,Granada,18,0.131
668,2013,Ni,4,Guadalajara,19,2.2899
669,2013,PM10,5,Gipuzkoa,20,12.6761
670,2013,PM25,6,Huelva,21,15.6055
671,2013,Pb,7,Huesca,22,0.0039
672,2013,As,1,Jaén,23,0.3464
673,2013,BaP,2,León,24,0.0973
674,2013,Cd,3,Lleida,25,0.1345
675,2013,Ni,4,La Rioja,26,2.2899
676,2013,PM10,5,Lugo,27,9.6035
677,2013,PM25,6,Madrid,28,10.5336
678,2013,Pb,7,Málaga,29,0.0033
679,2013,As,1,Murcia,30,0.1628
680,2013,BaP,2,Navarra,31,0.0973
681,2013,Cd,3,Ourense,32,0.131
682,2013,Ni,4,Asturias,33,1.1326
683,2013,PM10,5,Palencia,34,14.1071
684,2013,PM25,6,Las Palmas,35,10.3196
685,2013,Pb,7,Pontevedra,36,0.0039
686,2013,As,1,Salamanca,37,0.373
687,2013,BaP,2,Santa Cruz de Tenerife,38,0.0973
688,2013,Cd,3,Cantabria,39,0.1857
689,2013,Ni,4,Segovia,40,2.2899
690,2013,PM10,5,Sevilla,41,24.7135
691,2013,PM25,6,Soria,42,10.3196
692,2013,Pb,7,Tarragona,43,0.0036
693,2013,As,1,Teruel,44,0.373
694,2013,BaP,2,Toledo,45,0.0648
695,2013,Cd,3,Valencia,46,0.077
696,2013,Ni,4,Valladolid,47,1.346
697,2013,PM10,5,Bizkaia,48,16.4569
698,2013,PM25,6,Zamora,49,4.5269
699,2013,Pb,7,Zaragoza,50,0.0025
700,2014,As,1,Álava,1,0.2861
701,2014,BaP,2,Albacete,2,0.0958
702,2014,Cd,3,Alicante,3,0.0607
703,2014,Ni,4,Almería,4,4.5535
704,2014,PM10,5,Ávila,5,18.1328
705,2014,PM25,6,Badajoz,6,7.7509
706,2014,Pb,7,Islas Baleares,7,0.0023
707,2014,As,1,Barcelona,8,0.9665
708,2014,BaP,2,Burgos,9,0.0835
709,2014,Cd,3,Cáceres,10,0.4177
710,2014,Ni,4,Cádiz,11,12.1078
711,2014,PM10,5,Castellón,12,17.8711
712,2014,PM25,6,Ciudad Real,13,10.5768
713,2014,Pb,7,Córdoba,14,0.022
714,2014,As,1,A Coruña,15,0.3002
715,2014,BaP,2,Cuenca,16,0.0835
716,2014,Cd,3,Girona,17,0.1652
717,2014,Ni,4,Granada,18,5.6386
718,2014,PM10,5,Guadalajara,19,8.3723
719,2014,PM25,6,Gipuzkoa,20,7.4906
720,2014,Pb,7,Huelva,21,0.0059
721,2014,As,1,Huesca,22,0.4214
722,2014,BaP,2,Jaén,23,0.2464
723,2014,Cd,3,León,24,0.0591
724,2014,Ni,4,Lleida,25,2.4585
725,2014,PM10,5,La Rioja,26,18.1328
726,2014,PM25,6,Lugo,27,7.2581
727,2014,Pb,7,Madrid,28,0.0046
728,2014,As,1,Málaga,29,0.4765
729,2014,BaP,2,Murcia,30,0.0835
730,2014,Cd,3,Navarra,31,0.1952
731,2014,Ni,4,Ourense,32,2.4495
732,2014,PM10,5,Asturias,33,16.7218
733,2014,PM25,6,Palencia,34,10.5768
734,2014,Pb,7,Las Palmas,35,0.0034
735,2014,As,1,Pontevedra,36,0.3954
736,2014,BaP,2,Salamanca,37,0.0835
737,2014,Cd,3,Santa Cruz de Tenerife,38,0.1295
738,2014,Ni,4,Cantabria,39,3.1393
739,2014,PM10,5,Segovia,40,18.1328
740,2014,PM25,6,Sevilla,41,11.978
741,2014,Pb,7,Soria,42,0.0025
742,2014,As,1,Tarragona,43,0.5933
743,2014,BaP,2,Teruel,44,0.0835
744,2014,Cd,3,Toledo,45,0.1016
745,2014,Ni,4,Valencia,46,2.5864
746,2014,PM10,5,Valladolid,47,18.9057
747,2014,PM25,6,Bizkaia,48,9.3374
748,2014,Pb,7,Zamora,49,0.0018
749,2014,As,1,Zaragoza,50,0.3661
750,2014,BaP,2,Álava,1,0.0712
751,2014,Cd,3,Albacete,2,0.5705
752,2014,Ni,4,Alicante,3,3.5916
753,2014,PM10,5,Almería,4,22.5959
754,2014,PM25,6,Ávila,5,10.5768
755,2014,Pb,7,Badajoz,6,0.0019
756,2014,As,1,Islas Baleares,7,0.7009
757,2014,BaP,2,Barcelona,8,0.2042
758,2014,Cd,3,Burgos,9,0.0289
759,2014,Ni,4,Cáceres,10,0.6993
760,2014,PM10,5,Cádiz,11,22.5251
761,2014,PM25,6,Castellón,12,11.797
762,2014,Pb,7,Ciudad Real,13,0.0019
763,2014,As,1,Córdoba,14,0.4952
764,2014,BaP,2,A Coruña,15,0.2934
765,2014,Cd,3,Cuenca,16,0.1288
766,2014,Ni,4,Girona,17,2.5136
767,2014,PM10,5,Granada,18,22.5237
768,2014,PM25,6,Guadalajara,19,4.5806
769,2014,Pb,7,Gipuzkoa,20,0.0103
770,2014,As,1,Huelva,21,2.1113
771,2014,BaP,2,Huesca,22,0.0835
772,2014,Cd,3,Jaén,23,0.0797
773,2014,Ni,4,León,24,1.2248
774,2014,PM10,5,Lleida,25,18.1328
775,2014,PM25,6,La Rioja,26,13.7763
776,2014,Pb,7,Lugo,27,0.005
777,2014,As,1,Madrid,28,0.6434
778,2014,BaP,2,Málaga,29,0.0475
779,2014,Cd,3,Murcia,30,0.1389
780,2014,Ni,4,Navarra,31,1.0484
781,2014,PM10,5,Ourense,32,18.1328
782,2014,PM25,6,Asturias,33,9.2388
783,2014,Pb,7,Palencia,34,0.002
784,2014,As,1,Las Palmas,35,0.4214
785,2014,BaP,2,Pontevedra,36,0.0779
786,2014,Cd,3,Salamanca,37,0.0242
787,2014,Ni,4,Santa Cruz de Tenerife,38,2.8444
788,2014,PM10,5,Cantabria,39,18.1328
789,2014,PM25,6,Segovia,40,10.5768
790,2014,Pb,7,Sevilla,41,0.0048
791,2014,As,1,Soria,42,0.0451
792,2014,BaP,2,Tarragona,43,0.1717
793,2014,Cd,3,Teruel,44,0.1288
794,2014,Ni,4,Toledo,45,1.216
795,2014,PM10,5,Valencia,46,19.3018
796,2014,PM25,6,Valladolid,47,10.5768
797,2014,Pb,7,Bizkaia,48,0.0351
798,2014,As,1,Zamora,49,0.1385
799,2014,BaP,2,Zaragoza,50,0.0835
800,2014,Cd,3,Álava,1,0.2174
801,2014,Ni,4,Albacete,2,1.9759
802,2014,PM10,5,Alicante,3,20.181
803,2014,PM25,6,Almería,4,11.461
804,2014,Pb,7,Ávila,5,0.0034
805,2014,As,1,Badajoz,6,0.1131
806,2014,BaP,2,Islas Baleares,7,0.0316
807,2014,Cd,3,Barcelona,8,0.3384
808,2014,Ni,4,Burgos,9,1.3246
809,2014,PM10,5,Cáceres,10,11.7784
810,2014,PM25,6,Cádiz,11,12.4739
811,2014,Pb,7,Castellón,12,0.0086
812,2014,As,1,Ciudad Real,13,0.4609
813,2014,BaP,2,Córdoba,14,0.0596
814,2014,Cd,3,A Coruña,15,0.1845
815,2014,Ni,4,Cuenca,16,2.4495
816,2014,PM10,5,Girona,17,19.9314
817,2014,PM25,6,Granada,18,12.9238
818,2014,Pb,7,Guadalajara,19,0.0032
819,2014,As,1,Gipuzkoa,20,0.2322
820,2014,BaP,2,Huelva,21,0.0443
821,2014,Cd,3,Huesca,22,0.1288
822,2014,Ni,4,Jaén,23,2.8526
823,2014,PM10,5,León,24,15.2303
824,2014,PM25,6,Lleida,25,10.5808
825,2014,Pb,7,La Rioja,26,0.0034
826,2014,As,1,Lugo,27,0.5008
827,2014,BaP,2,Madrid,28,0.0942
828,2014,Cd,3,Málaga,29,0.0681
829,2014,Ni,4,Murcia,30,1.5144
830,2014,PM10,5,Navarra,31,18.1328
831,2014,PM25,6,Ourense,32,10.5768
832,2014,Pb,7,Asturias,33,0.0125
833,2014,As,1,Palencia,34,0.1398
834,2014,BaP,2,Las Palmas,35,0.0835
835,2014,Cd,3,Pontevedra,36,0.1035
836,2014,Ni,4,Salamanca,37,1.0676
837,2014,PM10,5,Santa Cruz de Tenerife,38,18.1328
838,2014,PM25,6,Cantabria,39,9.2826
839,2014,Pb,7,Segovia,40,0.0034
840,2014,As,1,Sevilla,41,0.6549
841,2014,BaP,2,Soria,42,0.0835
842,2014,Cd,3,Tarragona,43,0.12
843,2014,Ni,4,Teruel,44,2.4495
844,2014,PM10,5,Toledo,45,11.2527
845,2014,PM25,6,Valencia,46,10.7997
846,2014,Pb,7,Valladolid,47,0.0355
847,2014,As,1,Bizkaia,48,0.6507
848,2014,BaP,2,Zamora,49,0.0835
849,2014,Cd,3,Zaragoza,50,0.0713
850,2014,Ni,4,Álava,1,2.1991
851,2014,PM10,5,Albacete,2,18.1328
852,2014,PM25,6,Alicante,3,11.4374
853,2014,Pb,7,Almería,4,0.0046
854,2014,As,1,Ávila,5,0.4214
855,2014,BaP,2,Badajoz,6,0.0451
856,2014,Cd,3,Islas Baleares,7,0.1136
857,2014,Ni,4,Barcelona,8,3.7687
858,2014,PM10,5,Burgos,9,18.1328
859,2014,PM25,6,Cáceres,10,8.4156
860,2014,Pb,7,Cádiz,11,0.0063
861,2014,As,1,Castellón,12,0.5789
862,2014,BaP,2,Ciudad Real,13,0.1785
863,2014,Cd,3,Córdoba,14,0.9062
864,2014,Ni,4,A Coruña,15,3.1974
865,2014,PM10,5,Cuenca,16,18.1328
866,2014,PM25,6,Girona,17,9.8665
867,2014,Pb,7,Granada,18,0.0045
868,2014,As,1,Guadalajara,19,0.2506
869,2014,BaP,2,Gipuzkoa,20,0.0676
870,2014,Cd,3,Huelva,21,0.1751
871,2014,Ni,4,Huesca,22,2.4495
872,2014,PM10,5,Jaén,23,27.1366
873,2014,PM25,6,León,24,10.4974
874,2014,Pb,7,Lleida,25,0.0029
875,2014,As,1,La Rioja,26,0.4214
876,2014,BaP,2,Lugo,27,0.3233
877,2014,Cd,3,Madrid,28,0.2005
878,2014,Ni,4,Málaga,29,4.1031
879,2014,PM10,5,Murcia,30,18.1328
880,2014,PM25,6,Navarra,31,10.5293
881,2014,Pb,7,Ourense,32,0.0034
882,2014,As,1,Asturias,33,0.4824
883,2014,BaP,2,Palencia,34,0.0835
884,2014,Cd,3,Las Palmas,35,0.1288
885,2014,Ni,4,Pontevedra,36,3.2344
886,2014,PM10,5,Salamanca,37,18.1328
887,2014,PM25,6,Santa Cruz de Tenerife,38,10.5768
888,2014,Pb,7,Cantabria,39,0.0079
889,2014,As,1,Segovia,40,0.4214
890,2014,BaP,2,Sevilla,41,0.0868
891,2014,Cd,3,Soria,42,0.0497
892,2014,Ni,4,Tarragona,43,3.1702
893,2014,PM10,5,Teruel,44,17.3152
894,2014,PM25,6,Toledo,45,5.2863
895,2014,Pb,7,Valencia,46,0.0018
896,2014,As,1,Valladolid,47,0.3297
897,2014,BaP,2,Bizkaia,48,0.0987
898,2014,Cd,3,Zamora,49,0.0581
899,2014,Ni,4,Zaragoza,50,1.1707
900,2014,PM10,5,Álava,1,9.1116
901,2014,PM25,6,Albacete,2,10.5768
902,2014,Pb,7,Alicante,3,0.0015
903,2014,As,1,Almería,4,0.4462
904,2014,BaP,2,Ávila,5,0.0835
905,2014,Cd,3,Badajoz,6,0.2007
906,2014,Ni,4,Islas Baleares,7,3.6785
907,2014,PM10,5,Barcelona,8,23.1492
908,2014,PM25,6,Burgos,9,7.1026
909,2014,Pb,7,Cáceres,10,0.0008
910,2014,As,1,Cádiz,11,0.4376
911,2014,BaP,2,Castellón,12,0.0802
912,2014,Cd,3,Ciudad Real,13,0.1281
913,2014,Ni,4,Córdoba,14,1.8348
914,2014,PM10,5,A Coruña,15,5.9516
915,2014,PM25,6,Cuenca,16,10.5768
916,2014,Pb,7,Girona,17,0.0082
917,2014,As,1,Granada,18,0.4053
918,2014,BaP,2,Guadalajara,19,0.0835
919,2014,Cd,3,Gipuzkoa,20,0.2033
920,2014,Ni,4,Huelva,21,2.6089
921,2014,PM10,5,Huesca,22,16.8306
922,2014,PM25,6,Jaén,23,17.6075
923,2014,Pb,7,León,24,0.0022
924,2014,As,1,Lleida,25,0.7808
925,2014,BaP,2,La Rioja,26,0.0835
926,2014,Cd,3,Lugo,27,0.167
927,2014,Ni,4,Madrid,28,2.811
928,2014,PM10,5,Málaga,29,24.1398
929,2014,PM25,6,Murcia,30,10.5727
930,2014,Pb,7,Navarra,31,0.0034
931,2014,As,1,Ourense,32,0.4214
932,2014,BaP,2,Asturias,33,0.2675
933,2014,Cd,3,Palencia,34,0.0446
934,2014,Ni,4,Las Palmas,35,2.4495
935,2014,PM10,5,Pontevedra,36,18.1328
936,2014,PM25,6,Salamanca,37,10.5768
937,2014,Pb,7,Santa Cruz de Tenerife,38,0.003
938,2014,As,1,Cantabria,39,0.3421
939,2014,BaP,2,Segovia,40,0.0835
940,2014,Cd,3,Sevilla,41,0.1358
941,2014,Ni,4,Soria,42,1.1751
942,2014,PM10,5,Tarragona,43,19.9282
943,2014,PM25,6,Teruel,44,8.3016
944,2014,Pb,7,Toledo,45,0.0014
945,2014,As,1,Valencia,46,0.3264
946,2014,BaP,2,Valladolid,47,0.0835
947,2014,Cd,3,Bizkaia,48,0.6943
948,2014,Ni,4,Zamora,49,1.4179
949,2014,PM10,5,Zaragoza,50,17.6801
950,2014,PM25,6,Álava,1,10.5768
951,2014,Pb,7,Albacete,2,0.0032
952,2014,As,1,Alicante,3,0.3165
953,2014,BaP,2,Almería,4,0.053
954,2014,Cd,3,Ávila,5,0.1288
955,2014,Ni,4,Badajoz,6,1.0155
956,2014,PM10,5,Islas Baleares,7,18.8132
957,2014,PM25,6,Barcelona,8,13.2404
958,2014,Pb,7,Burgos,9,0.0023
959,2014,As,1,Cáceres,10,0.2004
960,2014,BaP,2,Cádiz,11,0.0419
961,2014,Cd,3,Castellón,12,0.1008
962,2014,Ni,4,Ciudad Real,13,2.4405
963,2014,PM10,5,Córdoba,14,21.5423
964,2014,PM25,6,A Coruña,15,12.5665
965,2014,Pb,7,Cuenca,16,0.0034
966,2014,As,1,Girona,17,0.635
967,2014,BaP,2,Granada,18,0.2184
968,2014,Cd,3,Guadalajara,19,0.5025
969,2014,Ni,4,Gipuzkoa,20,2.0233
970,2014,PM10,5,Huelva,21,21.6106
971,2014,PM25,6,Huesca,22,11.3162
972,2014,Pb,7,Jaén,23,0.0113
973,2014,As,1,León,24,3.8856
974,2014,BaP,2,Lleida,25,0.3667
975,2014,Cd,3,La Rioja,26,0.1288
976,2014,Ni,4,Lugo,27,5.2479
977,2014,PM10,5,Madrid,28,18.1328
978,2014,PM25,6,Málaga,29,11.7818
979,2014,Pb,7,Murcia,30,0.0024
980,2014,As,1,Navarra,31,0.273
981,2014,BaP,2,Ourense,32,0.0835
982,2014,Cd,3,Asturias,33,0.2696
983,2014,Ni,4,Palencia,34,1.3096
984,2014,PM10,5,Las Palmas,35,18.1328
985,2014,PM25,6,Pontevedra,36,10.5768
986,2014,Pb,7,Salamanca,37,0.0022
987,2014,As,1,Santa Cruz de Tenerife,38,1.25
988,2014,BaP,2,Cantabria,39,0.1846
989,2014,Cd,3,Segovia,40,0.1288
990,2014,Ni,4,Sevilla,41,2.1019
991,2014,PM10,5,Soria,42,18.3859
992,2014,PM25,6,Tarragona,43,10.5598
993,2014,Pb,7,Teruel,44,0.0034
994,2014,As,1,Toledo,45,0.4796
995,2014,BaP,2,Valencia,46,0.0795
996,2014,Cd,3,Valladolid,47,0.1113
997,2014,Ni,4,Bizkaia,48,6.428
998,2014,PM10,5,Zamora,49,8.4556
999,2014,PM25,6,Zaragoza,50,11.5736
1000,2014,Pb,7,Álava,1,0.0119
1001,2014,As,1,Albacete,2,0.495
1002,2014,BaP,2,Alicante,3,0.0565
1003,2014,Cd,3,Almería,4,0.066
1004,2014,Ni,4,Ávila,5,2.4495
1005,2014,PM10,5,Badajoz,6,13.5569
1006,2014,PM25,6,Islas Baleares,7,9.7614
1007,2014,Pb,7,Barcelona,8,0.0125
1008,2014,As,1,Burgos,9,0.03
1009,2014,BaP,2,Cáceres,10,0.0216
1010,2014,Cd,3,Cádiz,11,0.1957
1011,2014,Ni,4,Castellón,12,1.7134
1012,2014,PM10,5,Ciudad Real,13,18.1328
1013,2014,PM25,6,Córdoba,14,10.7111
1014,2014,Pb,7,A Coruña,15,0.0026
1015,2014,As,1,Cuenca,16,0.4214
1016,2014,BaP,2,Girona,17,0.295
1017,2014,Cd,3,Granada,18,0.095
1018,2014,Ni,4,Guadalajara,19,0.5549
1019,2014,PM10,5,Gipuzkoa,20,11.7177
1020,2014,PM25,6,Huelva,21,11.5359
1021,2014,Pb,7,Huesca,22,0.0034
1022,2014,As,1,Jaén,23,0.3788
1023,2014,BaP,2,León,24,0.0835
1024,2014,Cd,3,Lleida,25,0.123
1025,2014,Ni,4,La Rioja,26,2.4495
1026,2014,PM10,5,Lugo,27,9.6694
1027,2014,PM25,6,Madrid,28,11.0987
1028,2014,Pb,7,Málaga,29,0.0033
1029,2014,As,1,Murcia,30,0.1551
1030,2014,BaP,2,Navarra,31,0.2207
1031,2014,Cd,3,Ourense,32,0.1288
1032,2014,Ni,4,Asturias,33,3.2152
1033,2014,PM10,5,Palencia,34,14.6659
1034,2014,PM25,6,Las Palmas,35,10.5768
1035,2014,Pb,7,Pontevedra,36,0.0053
1036,2014,As,1,Salamanca,37,0.3487
1037,2014,BaP,2,Santa Cruz de Tenerife,38,0.0327
1038,2014,Cd,3,Cantabria,39,0.2007
1039,2014,Ni,4,Segovia,40,2.4495
1040,2014,PM10,5,Sevilla,41,21.5675
1041,2014,PM25,6,Soria,42,10.5768
1042,2014,Pb,7,Tarragona,43,0.0036
1043,2014,As,1,Teruel,44,0.4214
1044,2014,BaP,2,Toledo,45,0.0337
1045,2014,Cd,3,Valencia,46,0.0681
1046,2014,Ni,4,Valladolid,47,1.697
1047,2014,PM10,5,Bizkaia,48,18.1328
1048,2014,PM25,6,Zamora,49,4.504
1049,2014,Pb,7,Zaragoza,50,0.0034
1050,2015,As,1,Álava,1,0.3708
1051,2015,BaP,2,Albacete,2,0.0516
1052,2015,Cd,3,Alicante,3,0.0626
1053,2015,Ni,4,Almería,4,4.9267
1054,2015,PM10,5,Ávila,5,12.8774
1055,2015,PM25,6,Badajoz,6,8.5684
1056,2015,Pb,7,Islas Baleares,7,0.0034
1057,2015,As,1,Barcelona,8,0.9519
1058,2015,BaP,2,Burgos,9,0.0959
1059,2015,Cd,3,Cáceres,10,0.1065
1060,2015,Ni,4,Cádiz,11,10.3231
1061,2015,PM10,5,Castellón,12,20.5805
1062,2015,PM25,6,Ciudad Real,13,11.9113
1063,2015,Pb,7,Córdoba,14,0.0315
1064,2015,As,1,A Coruña,15,1.0262
1065,2015,BaP,2,Cuenca,16,0.0959
1066,2015,Cd,3,Girona,17,0.2043
1067,2015,Ni,4,Granada,18,7.613
1068,2015,PM10,5,Guadalajara,19,9.0901
1069,2015,PM25,6,Gipuzkoa,20,8.5484
1070,2015,Pb,7,Huelva,21,0.006
1071,2015,As,1,Huesca,22,0.4262
1072,2015,BaP,2,Jaén,23,0.2992
1073,2015,Cd,3,León,24,0.0554
1074,2015,Ni,4,Lleida,25,2.4169
1075,2015,PM10,5,La Rioja,26,20.093
1076,2015,PM25,6,Lugo,27,8.3952
1077,2015,Pb,7,Madrid,28,0.0063
1078,2015,As,1,Málaga,29,0.3712
1079,2015,BaP,2,Murcia,30,0.0959
1080,2015,Cd,3,Navarra,31,0.0705
1081,2015,Ni,4,Ourense,32,2.3283
1082,2015,PM10,5,Asturias,33,16.4167
1083,2015,PM25,6,Palencia,34,11.9113
1084,2015,Pb,7,Las Palmas,35,0.0042
1085,2015,As,1,Pontevedra,36,1.0477
1086,2015,BaP,2,Salamanca,37,0.0959
1087,2015,Cd,3,Santa Cruz de Tenerife,38,0.148
1088,2015,Ni,4,Cantabria,39,2.2723
1089,2015,PM10,5,Segovia,40,20.093
1090,2015,PM25,6,Sevilla,41,15.3674
1091,2015,Pb,7,Soria,42,0.0025
1092,2015,As,1,Tarragona,43,0.5952
1093,2015,BaP,2,Teruel,44,0.0959
1094,2015,Cd,3,Toledo,45,0.0516
1095,2015,Ni,4,Valencia,46,2.4324
1096,2015,PM10,5,Valladolid,47,21.3545
1097,2015,PM25,6,Bizkaia,48,11.1304
1098,2015,Pb,7,Zamora,49,0.0018
1099,2015,As,1,Zaragoza,50,0.3605
1100,2015,BaP,2,Álava,1,0.1018
1101,2015,Cd,3,Albacete,2,0.2876
1102,2015,Ni,4,Alicante,3,2.6108
1103,2015,PM10,5,Almería,4,22.333
1104,2015,PM25,6,Ávila,5,11.9113
1105,2015,Pb,7,Badajoz,6,0.0019
1106,2015,As,1,Islas Baleares,7,0.6643
1107,2015,BaP,2,Barcelona,8,0.2571
1108,2015,Cd,3,Burgos,9,0.0455
1109,2015,Ni,4,Cáceres,10,0.7067
1110,2015,PM10,5,Cádiz,11,24.4084
1111,2015,PM25,6,Castellón,12,17.0709
1112,2015,Pb,7,Ciudad Real,13,0.0012
1113,2015,As,1,Córdoba,14,0.6454
1114,2015,BaP,2,A Coruña,15,0.1413
1115,2015,Cd,3,Cuenca,16,0.1279
1116,2015,Ni,4,Girona,17,2.5955
1117,2015,PM10,5,Granada,18,28.5369
1118,2015,PM25,6,Guadalajara,19,4.7487
1119,2015,Pb,7,Gipuzkoa,20,0.0104
1120,2015,As,1,Huelva,21,2.0621
1121,2015,BaP,2,Huesca,22,0.0959
1122,2015,Cd,3,Jaén,23,0.0994
1123,2015,Ni,4,León,24,1.3483
1124,2015,PM10,5,Lleida,25,22.2235
1125,2015,PM25,6,La Rioja,26,12.0484
1126,2015,Pb,7,Lugo,27,0.0233
1127,2015,As,1,Madrid,28,0.5797
1128,2015,BaP,2,Málaga,29,0.0375
1129,2015,Cd,3,Murcia,30,0.138
1130,2015,Ni,4,Navarra,31,1.577
1131,2015,PM10,5,Ourense,32,20.093
1132,2015,PM25,6,Asturias,33,10.0048
1133,2015,Pb,7,Palencia,34,0.0021
1134,2015,As,1,Las Palmas,35,0.4262
1135,2015,BaP,2,Pontevedra,36,0.0641
1136,2015,Cd,3,Salamanca,37,0.0469
1137,2015,Ni,4,Santa Cruz de Tenerife,38,3.7793
1138,2015,PM10,5,Cantabria,39,20.093
1139,2015,PM25,6,Segovia,40,11.9113
1140,2015,Pb,7,Sevilla,41,0.0068
1141,2015,As,1,Soria,42,0.0601
1142,2015,BaP,2,Tarragona,43,0.1599
1143,2015,Cd,3,Teruel,44,0.1279
1144,2015,Ni,4,Toledo,45,0.9531
1145,2015,PM10,5,Valencia,46,21.6018
1146,2015,PM25,6,Valladolid,47,11.9113
1147,2015,Pb,7,Bizkaia,48,0.0349
1148,2015,As,1,Zamora,49,0.1432
1149,2015,BaP,2,Zaragoza,50,0.0959
1150,2015,Cd,3,Álava,1,0.226
1151,2015,Ni,4,Albacete,2,1.1213
1152,2015,PM10,5,Alicante,3,20.5398
1153,2015,PM25,6,Almería,4,11.3795
1154,2015,Pb,7,Ávila,5,0.0014
1155,2015,As,1,Badajoz,6,0.0726
1156,2015,BaP,2,Islas Baleares,7,0.0268
1157,2015,Cd,3,Barcelona,8,0.3456
1158,2015,Ni,4,Burgos,9,1.2887
1159,2015,PM10,5,Cáceres,10,13.5596
1160,2015,PM25,6,Cádiz,11,14.4039
1161,2015,Pb,7,Castellón,12,0.0204
1162,2015,As,1,Ciudad Real,13,0.259
1163,2015,BaP,2,Córdoba,14,0.075
1164,2015,Cd,3,A Coruña,15,0.8198
1165,2015,Ni,4,Cuenca,16,2.3283
1166,2015,PM10,5,Girona,17,24.4904
1167,2015,PM25,6,Granada,18,17.0063
1168,2015,Pb,7,Guadalajara,19,0.0026
1169,2015,As,1,Gipuzkoa,20,0.2835
1170,2015,BaP,2,Huelva,21,0.0425
1171,2015,Cd,3,Huesca,22,0.1279
1172,2015,Ni,4,Jaén,23,4.1476
1173,2015,PM10,5,León,24,13.2258
1174,2015,PM25,6,Lleida,25,12.673
1175,2015,Pb,7,La Rioja,26,0.0042
1176,2015,As,1,Lugo,27,0.9339
1177,2015,BaP,2,Madrid,28,0.1031
1178,2015,Cd,3,Málaga,29,0.0684
1179,2015,Ni,4,Murcia,30,1.4968
1180,2015,PM10,5,Navarra,31,20.093
1181,2015,PM25,6,Ourense,32,11.9113
1182,2015,Pb,7,Asturias,33,0.0064
1183,2015,As,1,Palencia,34,0.2334
1184,2015,BaP,2,Las Palmas,35,0.0959
1185,2015,Cd,3,Pontevedra,36,1.0578
1186,2015,Ni,4,Salamanca,37,0.9243
