Año,Provincia,Provincia_ID,Sexo,Habitantes
2015,Toledo,45,Mujeres,343039
2014,Toledo,45,Mujeres,344299
2013,Toledo,45,Mujeres,346708
2012,Toledo,45,Mujeres,347143
2021,Valencia,46,Mujeres,1322582
2020,Valencia,46,Mujeres,1318144
2019,Valencia,46,Mujeres,1302399
2018,Valencia,46,Mujeres,1295406
2017,Valencia,46,Mujeres,1288917
2016,Valencia,46,Mujeres,1285162
2015,Valencia,46,Mujeres,1285233
2014,Valencia,46,Mujeres,1285949
2013,Valencia,46,Mujeres,1292282
2012,Valencia,46,Mujeres,1296975
2021,Valladolid,47,Mujeres,266381
2020,Valladolid,47,Mujeres,267046
2019,Valladolid,47,Mujeres,266548
2018,Valladolid,47,Mujeres,266694
2017,Valladolid,47,Mujeres,267368
2016,Valladolid,47,Mujeres,268146
2015,Valladolid,47,Mujeres,269139
2014,Valladolid,47,Mujeres,269538
2013,Valladolid,47,Mujeres,270655
2012,Valladolid,47,Mujeres,271394
2021,Zamora,49,Mujeres,85341
2020,Zamora,49,Mujeres,86465
2019,Zamora,49,Mujeres,87495
2018,Zamora,49,Mujeres,88633
2017,Zamora,49,Mujeres,89857
2016,Zamora,49,Mujeres,91270
2015,Zamora,49,Mujeres,92632
2014,Zamora,49,Mujeres,93712
2013,Zamora,49,Mujeres,95044
2012,Zamora,49,Mujeres,96244
2021,Zaragoza,50,Mujeres,497020
2020,Zaragoza,50,Mujeres,497106
2019,Zaragoza,50,Mujeres,492924
2018,Zaragoza,50,Mujeres,488739
2017,Zaragoza,50,Mujeres,488850
2016,Zaragoza,50,Mujeres,488542
2015,Zaragoza,50,Mujeres,490055
2014,Zaragoza,50,Mujeres,491074
2013,Zaragoza,50,Mujeres,492530
2012,Zaragoza,50,Mujeres,493351
