Edad simple;Sexo;Provincias;Periodo;Total
Todas las edades;Hombres;30 Murcia;1 de enero de 2012;737.239
Todas las edades;Hombres;31 Navarra;1 de enero de 2021;327.940
Todas las edades;Hombres;31 Navarra;1 de enero de 2020;326.911
Todas las edades;Hombres;31 Navarra;1 de enero de 2019;323.191
Todas las edades;Hombres;31 Navarra;1 de enero de 2018;320.190
Todas las edades;Hombres;31 Navarra;1 de enero de 2017;318.413
Todas las edades;Hombres;31 Navarra;1 de enero de 2016;317.113
Todas las edades;Hombres;31 Navarra;1 de enero de 2015;316.363
Todas las edades;Hombres;31 Navarra;1 de enero de 2014;316.505
Todas las edades;Hombres;31 Navarra;1 de enero de 2013;317.993
Todas las edades;Hombres;31 Navarra;1 de enero de 2012;319.090
Todas las edades;Hombres;32 Ourense;1 de enero de 2021;146.630
Todas las edades;Hombres;32 Ourense;1 de enero de 2020;147.337
Todas las edades;Hombres;32 Ourense;1 de enero de 2019;147.899
Todas las edades;Hombres;32 Ourense;1 de enero de 2018;148.852
Todas las edades;Hombres;32 Ourense;1 de enero de 2017;149.987
Todas las edades;Hombres;32 Ourense;1 de enero de 2016;151.484
Todas las edades;Hombres;32 Ourense;1 de enero de 2015;153.495
Todas las edades;Hombres;32 Ourense;1 de enero de 2014;155.177
Todas las edades;Hombres;32 Ourense;1 de enero de 2013;157.066
Todas las edades;Hombres;32 Ourense;1 de enero de 2012;158.517
Todas las edades;Hombres;34 Palencia;1 de enero de 2021;78.883
Todas las edades;Hombres;34 Palencia;1 de enero de 2020;79.522
Todas las edades;Hombres;34 Palencia;1 de enero de 2019;79.880
Todas las edades;Hombres;34 Palencia;1 de enero de 2018;80.396
Todas las edades;Hombres;34 Palencia;1 de enero de 2017;80.906
Todas las edades;Hombres;34 Palencia;1 de enero de 2016;81.539
Todas las edades;Hombres;34 Palencia;1 de enero de 2015;82.124
Todas las edades;Hombres;34 Palencia;1 de enero de 2014;82.823
Todas las edades;Hombres;34 Palencia;1 de enero de 2013;83.596
Todas las edades;Hombres;34 Palencia;1 de enero de 2012;84.416
Todas las edades;Hombres;35 Palmas, Las;1 de enero de 2021;563.160
Todas las edades;Hombres;35 Palmas, Las;1 de enero de 2020;563.662
Todas las edades;Hombres;35 Palmas, Las;1 de enero de 2019;559.292
Todas las edades;Hombres;35 Palmas, Las;1 de enero de 2018;554.682
Todas las edades;Hombres;35 Palmas, Las;1 de enero de 2017;552.051
Todas las edades;Hombres;35 Palmas, Las;1 de enero de 2016;549.583
Todas las edades;Hombres;35 Palmas, Las;1 de enero de 2015;548.902
Todas las edades;Hombres;35 Palmas, Las;1 de enero de 2014;547.826
Todas las edades;Hombres;35 Palmas, Las;1 de enero de 2013;548.570
Todas las edades;Hombres;35 Palmas, Las;1 de enero de 2012;546.215
Todas las edades;Hombres;36 Pontevedra;1 de enero de 2021;457.497
Todas las edades;Hombres;36 Pontevedra;1 de enero de 2020;457.659
Todas las edades;Hombres;36 Pontevedra;1 de enero de 2019;456.458
Todas las edades;Hombres;36 Pontevedra;1 de enero de 2018;456.565
Todas las edades;Hombres;36 Pontevedra;1 de enero de 2017;457.791
Todas las edades;Hombres;36 Pontevedra;1 de enero de 2016;458.858
Todas las edades;Hombres;36 Pontevedra;1 de enero de 2015;460.251
Todas las edades;Hombres;36 Pontevedra;1 de enero de 2014;461.327
Todas las edades;Hombres;36 Pontevedra;1 de enero de 2013;462.880
Todas las edades;Hombres;36 Pontevedra;1 de enero de 2012;463.897
Todas las edades;Hombres;26 Rioja, La;1 de enero de 2021;157.763
Todas las edades;Hombres;26 Rioja, La;1 de enero de 2020;157.336
Todas las edades;Hombres;26 Rioja, La;1 de enero de 2019;155.955
Todas las edades;Hombres;26 Rioja, La;1 de enero de 2018;155.582
Todas las edades;Hombres;26 Rioja, La;1 de enero de 2017;155.178
Todas las edades;Hombres;26 Rioja, La;1 de enero de 2016;155.204
Todas las edades;Hombres;26 Rioja, La;1 de enero de 2015;155.527
Todas las edades;Hombres;26 Rioja, La;1 de enero de 2014;156.519
Todas las edades;Hombres;26 Rioja, La;1 de enero de 2013;158.669
Todas las edades;Hombres;26 Rioja, La;1 de enero de 2012;160.318
Todas las edades;Hombres;37 Salamanca;1 de enero de 2021;159.202
Todas las edades;Hombres;37 Salamanca;1 de enero de 2020;160.896
Todas las edades;Hombres;37 Salamanca;1 de enero de 2019;161.557
Todas las edades;Hombres;37 Salamanca;1 de enero de 2018;162.338
Todas las edades;Hombres;37 Salamanca;1 de enero de 2017;163.671
Todas las edades;Hombres;37 Salamanca;1 de enero de 2016;164.995
Todas las edades;Hombres;37 Salamanca;1 de enero de 2015;166.791
Todas las edades;Hombres;37 Salamanca;1 de enero de 2014;168.139
Todas las edades;Hombres;37 Salamanca;1 de enero de 2013;169.856
Todas las edades;Hombres;37 Salamanca;1 de enero de 2012;171.226
Todas las edades;Hombres;38 Santa Cruz de Tenerife;1 de enero de 2021;514.700
Todas las edades;Hombres;38 Santa Cruz de Tenerife;1 de enero de 2020;514.087
Todas las edades;Hombres;38 Santa Cruz de Tenerife;1 de enero de 2019;508.238
Todas las edades;Hombres;38 Santa Cruz de Tenerife;1 de enero de 2018;502.805
Todas las edades;Hombres;38 Santa Cruz de Tenerife;1 de enero de 2017;498.376
Todas las edades;Hombres;38 Santa Cruz de Tenerife;1 de enero de 2016;495.737
Todas las edades;Hombres;38 Santa Cruz de Tenerife;1 de enero de 2015;496.494
Todas las edades;Hombres;38 Santa Cruz de Tenerife;1 de enero de 2014;496.827
Todas las edades;Hombres;38 Santa Cruz de Tenerife;1 de enero de 2013;496.580
Todas las edades;Hombres;38 Santa Cruz de Tenerife;1 de enero de 2012;494.731
Todas las edades;Hombres;40 Segovia;1 de enero de 2021;77.152
Todas las edades;Hombres;40 Segovia;1 de enero de 2020;77.251
Todas las edades;Hombres;40 Segovia;1 de enero de 2019;77.261
Todas las edades;Hombres;40 Segovia;1 de enero de 2018;77.562
Todas las edades;Hombres;40 Segovia;1 de enero de 2017;78.094
Todas las edades;Hombres;40 Segovia;1 de enero de 2016;78.795
Todas las edades;Hombres;40 Segovia;1 de enero de 2015;79.696
Todas las edades;Hombres;40 Segovia;1 de enero de 2014;80.340
Todas las edades;Hombres;40 Segovia;1 de enero de 2013;81.577
Todas las edades;Hombres;40 Segovia;1 de enero de 2012;82.478
Todas las edades;Hombres;41 Sevilla;1 de enero de 2021;952.623
Todas las edades;Hombres;41 Sevilla;1 de enero de 2020;952.123
Todas las edades;Hombres;41 Sevilla;1 de enero de 2019;949.279
Todas las edades;Hombres;41 Sevilla;1 de enero de 2018;948.341
Todas las edades;Hombres;41 Sevilla;1 de enero de 2017;948.130
Todas las edades;Hombres;41 Sevilla;1 de enero de 2016;948.005
Todas las edades;Hombres;41 Sevilla;1 de enero de 2015;947.965
Todas las edades;Hombres;41 Sevilla;1 de enero de 2014;947.627
Todas las edades;Hombres;41 Sevilla;1 de enero de 2013;948.402
Todas las edades;Hombres;41 Sevilla;1 de enero de 2012;947.826
Todas las edades;Hombres;42 Soria;1 de enero de 2021;44.939
Todas las edades;Hombres;42 Soria;1 de enero de 2020;45.207
Todas las edades;Hombres;42 Soria;1 de enero de 2019;45.038
Todas las edades;Hombres;42 Soria;1 de enero de 2018;45.231
Todas las edades;Hombres;42 Soria;1 de enero de 2017;45.413
Todas las edades;Hombres;42 Soria;1 de enero de 2016;45.863
Todas las edades;Hombres;42 Soria;1 de enero de 2015;46.373
Todas las edades;Hombres;42 Soria;1 de enero de 2014;46.841
Todas las edades;Hombres;42 Soria;1 de enero de 2013;47.429
Todas las edades;Hombres;42 Soria;1 de enero de 2012;47.977
Todas las edades;Hombres;43 Tarragona;1 de enero de 2021;411.553
Todas las edades;Hombres;43 Tarragona;1 de enero de 2020;407.808
Todas las edades;Hombres;43 Tarragona;1 de enero de 2019;401.245
Todas las edades;Hombres;43 Tarragona;1 de enero de 2018;397.366
Todas las edades;Hombres;43 Tarragona;1 de enero de 2017;396.462
Todas las edades;Hombres;43 Tarragona;1 de enero de 2016;396.507
Todas las edades;Hombres;43 Tarragona;1 de enero de 2015;397.694
Todas las edades;Hombres;43 Tarragona;1 de enero de 2014;399.454
Todas las edades;Hombres;43 Tarragona;1 de enero de 2013;404.395
Todas las edades;Hombres;43 Tarragona;1 de enero de 2012;407.510
Todas las edades;Hombres;44 Teruel;1 de enero de 2021;68.143
Todas las edades;Hombres;44 Teruel;1 de enero de 2020;67.987
Todas las edades;Hombres;44 Teruel;1 de enero de 2019;67.938
Todas las edades;Hombres;44 Teruel;1 de enero de 2018;68.111
Todas las edades;Hombres;44 Teruel;1 de enero de 2017;68.634
Todas las edades;Hombres;44 Teruel;1 de enero de 2016;69.282
Todas las edades;Hombres;44 Teruel;1 de enero de 2015;70.152
Todas las edades;Hombres;44 Teruel;1 de enero de 2014;71.131
Todas las edades;Hombres;44 Teruel;1 de enero de 2013;72.053
Todas las edades;Hombres;44 Teruel;1 de enero de 2012;73.240
Todas las edades;Hombres;45 Toledo;1 de enero de 2021;357.475
Todas las edades;Hombres;45 Toledo;1 de enero de 2020;354.775
Todas las edades;Hombres;45 Toledo;1 de enero de 2019;350.717
Todas las edades;Hombres;45 Toledo;1 de enero de 2018;348.376
Todas las edades;Hombres;45 Toledo;1 de enero de 2017;348.779
Todas las edades;Hombres;45 Toledo;1 de enero de 2016;349.534
Todas las edades;Hombres;45 Toledo;1 de enero de 2015;351.290
Todas las edades;Hombres;45 Toledo;1 de enero de 2014;353.306
Todas las edades;Hombres;45 Toledo;1 de enero de 2013;356.858
Todas las edades;Hombres;45 Toledo;1 de enero de 2012;358.439
Todas las edades;Hombres;46 Valencia/València;1 de enero de 2021;1.270.661
Todas las edades;Hombres;46 Valencia/València;1 de enero de 2020;1.266.510
Todas las edades;Hombres;46 Valencia/València;1 de enero de 2019;1.251.933
Todas las edades;Hombres;46 Valencia/València;1 de enero de 2018;1.247.517
Todas las edades;Hombres;46 Valencia/València;1 de enero de 2017;1.242.756
Todas las edades;Hombres;46 Valencia/València;1 de enero de 2016;1.241.307
Todas las edades;Hombres;46 Valencia/València;1 de enero de 2015;1.243.543
Todas las edades;Hombres;46 Valencia/València;1 de enero de 2014;1.245.679
Todas las edades;Hombres;46 Valencia/València;1 de enero de 2013;1.256.654
Todas las edades;Hombres;46 Valencia/València;1 de enero de 2012;1.265.539
Todas las edades;Hombres;47 Valladolid;1 de enero de 2021;252.999
Todas las edades;Hombres;47 Valladolid;1 de enero de 2020;253.858
Todas las edades;Hombres;47 Valladolid;1 de enero de 2019;253.935
Todas las edades;Hombres;47 Valladolid;1 de enero de 2018;254.236
Todas las edades;Hombres;47 Valladolid;1 de enero de 2017;255.617
Todas las edades;Hombres;47 Valladolid;1 de enero de 2016;256.523
Todas las edades;Hombres;47 Valladolid;1 de enero de 2015;258.060
Todas las edades;Hombres;47 Valladolid;1 de enero de 2014;258.948
Todas las edades;Hombres;47 Valladolid;1 de enero de 2013;260.193
Todas las edades;Hombres;47 Valladolid;1 de enero de 2012;261.249
Todas las edades;Hombres;49 Zamora;1 de enero de 2021;83.824
Todas las edades;Hombres;49 Zamora;1 de enero de 2020;84.836
Todas las edades;Hombres;49 Zamora;1 de enero de 2019;85.823
Todas las edades;Hombres;49 Zamora;1 de enero de 2018;87.029
Todas las edades;Hombres;49 Zamora;1 de enero de 2017;88.386
Todas las edades;Hombres;49 Zamora;1 de enero de 2016;89.787
Todas las edades;Hombres;49 Zamora;1 de enero de 2015;91.253
Todas las edades;Hombres;49 Zamora;1 de enero de 2014;92.405
Todas las edades;Hombres;49 Zamora;1 de enero de 2013;93.834
Todas las edades;Hombres;49 Zamora;1 de enero de 2012;95.062
Todas las edades;Hombres;50 Zaragoza;1 de enero de 2021;476.664
Todas las edades;Hombres;50 Zaragoza;1 de enero de 2020;476.634
Todas las edades;Hombres;50 Zaragoza;1 de enero de 2019;472.749
Todas las edades;Hombres;50 Zaragoza;1 de enero de 2018;469.652
Todas las edades;Hombres;50 Zaragoza;1 de enero de 2017;470.488
Todas las edades;Hombres;50 Zaragoza;1 de enero de 2016;471.628
Todas las edades;Hombres;50 Zaragoza;1 de enero de 2015;474.997
Todas las edades;Hombres;50 Zaragoza;1 de enero de 2014;476.467
Todas las edades;Hombres;50 Zaragoza;1 de enero de 2013;479.277
Todas las edades;Hombres;50 Zaragoza;1 de enero de 2012;481.700
Todas las edades;Hombres;51 Ceuta;1 de enero de 2021;42.536
Todas las edades;Hombres;51 Ceuta;1 de enero de 2020;42.740
Todas las edades;Hombres;51 Ceuta;1 de enero de 2019;43.151
Todas las edades;Hombres;51 Ceuta;1 de enero de 2018;43.328
Todas las edades;Hombres;51 Ceuta;1 de enero de 2017;43.186
Todas las edades;Hombres;51 Ceuta;1 de enero de 2016;42.979
Todas las edades;Hombres;51 Ceuta;1 de enero de 2015;43.049
Todas las edades;Hombres;51 Ceuta;1 de enero de 2014;43.197
Todas las edades;Hombres;51 Ceuta;1 de enero de 2013;43.300
Todas las edades;Hombres;51 Ceuta;1 de enero de 2012;42.960
Todas las edades;Hombres;52 Melilla;1 de enero de 2021;43.823
Todas las edades;Hombres;52 Melilla;1 de enero de 2020;43.992
Todas las edades;Hombres;52 Melilla;1 de enero de 2019;44.049
Todas las edades;Hombres;52 Melilla;1 de enero de 2018;43.860
Todas las edades;Hombres;52 Melilla;1 de enero de 2017;43.872
Todas las edades;Hombres;52 Melilla;1 de enero de 2016;43.708
Todas las edades;Hombres;52 Melilla;1 de enero de 2015;43.558
Todas las edades;Hombres;52 Melilla;1 de enero de 2014;43.097
Todas las edades;Hombres;52 Melilla;1 de enero de 2013;43.190
Todas las edades;Hombres;52 Melilla;1 de enero de 2012;42.310
Todas las edades;Mujeres;02 Albacete;1 de enero de 2021;193.239
Todas las edades;Mujeres;02 Albacete;1 de enero de 2020;193.925
Todas las edades;Mujeres;02 Albacete;1 de enero de 2019;194.012
Todas las edades;Mujeres;02 Albacete;1 de enero de 2018;194.543
Todas las edades;Mujeres;02 Albacete;1 de enero de 2017;195.160
Todas las edades;Mujeres;02 Albacete;1 de enero de 2016;195.964
Todas las edades;Mujeres;02 Albacete;1 de enero de 2015;197.058
Todas las edades;Mujeres;02 Albacete;1 de enero de 2014;198.051
Todas las edades;Mujeres;02 Albacete;1 de enero de 2013;199.483
Todas las edades;Mujeres;02 Albacete;1 de enero de 2012;200.505
Todas las edades;Mujeres;03 Alicante/Alacant;1 de enero de 2021;951.802
Todas las edades;Mujeres;03 Alicante/Alacant;1 de enero de 2020;946.284
Todas las edades;Mujeres;03 Alicante/Alacant;1 de enero de 2019;935.052
Todas las edades;Mujeres;03 Alicante/Alacant;1 de enero de 2018;926.955
Todas las edades;Mujeres;03 Alicante/Alacant;1 de enero de 2017;924.826
Todas las edades;Mujeres;03 Alicante/Alacant;1 de enero de 2016;924.448
Todas las edades;Mujeres;03 Alicante/Alacant;1 de enero de 2015;924.234
Todas las edades;Mujeres;03 Alicante/Alacant;1 de enero de 2014;927.905
Todas las edades;Mujeres;03 Alicante/Alacant;1 de enero de 2013;929.489
Todas las edades;Mujeres;03 Alicante/Alacant;1 de enero de 2012;928.757
Todas las edades;Mujeres;04 Almería;1 de enero de 2021;357.607
Todas las edades;Mujeres;04 Almería;1 de enero de 2020;354.779
Todas las edades;Mujeres;04 Almería;1 de enero de 2019;350.238
Todas las edades;Mujeres;04 Almería;1 de enero de 2018;347.630
Todas las edades;Mujeres;04 Almería;1 de enero de 2017;346.588
Todas las edades;Mujeres;04 Almería;1 de enero de 2016;344.505
Todas las edades;Mujeres;04 Almería;1 de enero de 2015;342.171
Todas las edades;Mujeres;04 Almería;1 de enero de 2014;340.517
Todas las edades;Mujeres;04 Almería;1 de enero de 2013;340.742
Todas las edades;Mujeres;04 Almería;1 de enero de 2012;338.341
Todas las edades;Mujeres;01 Araba/Álava;1 de enero de 2021;169.186
Todas las edades;Mujeres;01 Araba/Álava;1 de enero de 2020;168.950
Todas las edades;Mujeres;01 Araba/Álava;1 de enero de 2019;167.419
Todas las edades;Mujeres;01 Araba/Álava;1 de enero de 2018;166.299
Todas las edades;Mujeres;01 Araba/Álava;1 de enero de 2017;164.786
Todas las edades;Mujeres;01 Araba/Álava;1 de enero de 2016;163.559
Todas las edades;Mujeres;01 Araba/Álava;1 de enero de 2015;162.651
Todas las edades;Mujeres;01 Araba/Álava;1 de enero de 2014;161.815
Todas las edades;Mujeres;01 Araba/Álava;1 de enero de 2013;161.257
Todas las edades;Mujeres;01 Araba/Álava;1 de enero de 2012;161.015
Todas las edades;Mujeres;33 Asturias;1 de enero de 2021;528.931
Todas las edades;Mujeres;33 Asturias;1 de enero de 2020;531.911
Todas las edades;Mujeres;33 Asturias;1 de enero de 2019;533.543
Todas las edades;Mujeres;33 Asturias;1 de enero de 2018;536.287
Todas las edades;Mujeres;33 Asturias;1 de enero de 2017;539.583
Todas las edades;Mujeres;33 Asturias;1 de enero de 2016;542.864
Todas las edades;Mujeres;33 Asturias;1 de enero de 2015;547.302
Todas las edades;Mujeres;33 Asturias;1 de enero de 2014;551.639
Todas las edades;Mujeres;33 Asturias;1 de enero de 2013;555.700
Todas las edades;Mujeres;33 Asturias;1 de enero de 2012;558.801
Todas las edades;Mujeres;05 Ávila;1 de enero de 2021;79.014
Todas las edades;Mujeres;05 Ávila;1 de enero de 2020;78.952
Todas las edades;Mujeres;05 Ávila;1 de enero de 2019;79.142
Todas las edades;Mujeres;05 Ávila;1 de enero de 2018;79.497
Todas las edades;Mujeres;05 Ávila;1 de enero de 2017;80.254
Todas las edades;Mujeres;05 Ávila;1 de enero de 2016;81.132
Todas las edades;Mujeres;05 Ávila;1 de enero de 2015;82.077
Todas las edades;Mujeres;05 Ávila;1 de enero de 2014;82.835
Todas las edades;Mujeres;05 Ávila;1 de enero de 2013;83.869
Todas las edades;Mujeres;05 Ávila;1 de enero de 2012;84.748
Todas las edades;Mujeres;06 Badajoz;1 de enero de 2021;339.236
Todas las edades;Mujeres;06 Badajoz;1 de enero de 2020;339.643
Todas las edades;Mujeres;06 Badajoz;1 de enero de 2019;340.010
Todas las edades;Mujeres;06 Badajoz;1 de enero de 2018;341.063
Todas las edades;Mujeres;06 Badajoz;1 de enero de 2017;342.463
Todas las edades;Mujeres;06 Badajoz;1 de enero de 2016;344.252
Todas las edades;Mujeres;06 Badajoz;1 de enero de 2015;345.725
Todas las edades;Mujeres;06 Badajoz;1 de enero de 2014;346.970
Todas las edades;Mujeres;06 Badajoz;1 de enero de 2013;347.893
Todas las edades;Mujeres;06 Badajoz;1 de enero de 2012;348.413
Todas las edades;Mujeres;07 Balears, Illes;1 de enero de 2021;592.425
Todas las edades;Mujeres;07 Balears, Illes;1 de enero de 2020;588.671
Todas las edades;Mujeres;07 Balears, Illes;1 de enero de 2019;579.177
Todas las edades;Mujeres;07 Balears, Illes;1 de enero de 2018;571.141
Todas las edades;Mujeres;07 Balears, Illes;1 de enero de 2017;564.868
Todas las edades;Mujeres;07 Balears, Illes;1 de enero de 2016;559.229
Todas las edades;Mujeres;07 Balears, Illes;1 de enero de 2015;555.705
Todas las edades;Mujeres;07 Balears, Illes;1 de enero de 2014;552.807
Todas las edades;Mujeres;07 Balears, Illes;1 de enero de 2013;551.088
Todas las edades;Mujeres;07 Balears, Illes;1 de enero de 2012;548.122
Todas las edades;Mujeres;08 Barcelona;1 de enero de 2021;2.916.372
Todas las edades;Mujeres;08 Barcelona;1 de enero de 2020;2.912.975
Todas las edades;Mujeres;08 Barcelona;1 de enero de 2019;2.881.602
Todas las edades;Mujeres;08 Barcelona;1 de enero de 2018;2.850.212
Todas las edades;Mujeres;08 Barcelona;1 de enero de 2017;2.824.998
Todas las edades;Mujeres;08 Barcelona;1 de enero de 2016;2.806.509
Todas las edades;Mujeres;08 Barcelona;1 de enero de 2015;2.795.838
Todas las edades;Mujeres;08 Barcelona;1 de enero de 2014;2.797.221
Todas las edades;Mujeres;08 Barcelona;1 de enero de 2013;2.811.720
Todas las edades;Mujeres;08 Barcelona;1 de enero de 2012;2.814.529
Todas las edades;Mujeres;48 Bizkaia;1 de enero de 2021;596.445
Todas las edades;Mujeres;48 Bizkaia;1 de enero de 2020;597.183
Todas las edades;Mujeres;48 Bizkaia;1 de enero de 2019;593.680
Todas las edades;Mujeres;48 Bizkaia;1 de enero de 2018;591.804
Todas las edades;Mujeres;48 Bizkaia;1 de enero de 2017;590.837
Todas las edades;Mujeres;48 Bizkaia;1 de enero de 2016;589.852
Todas las edades;Mujeres;48 Bizkaia;1 de enero de 2015;590.553
Todas las edades;Mujeres;48 Bizkaia;1 de enero de 2014;591.179
Todas las edades;Mujeres;48 Bizkaia;1 de enero de 2013;594.003
Todas las edades;Mujeres;48 Bizkaia;1 de enero de 2012;595.976
Todas las edades;Mujeres;09 Burgos;1 de enero de 2021;178.002
Todas las edades;Mujeres;09 Burgos;1 de enero de 2020;178.532
Todas las edades;Mujeres;09 Burgos;1 de enero de 2019;178.157
Todas las edades;Mujeres;09 Burgos;1 de enero de 2018;178.283
Todas las edades;Mujeres;09 Burgos;1 de enero de 2017;178.830
Todas las edades;Mujeres;09 Burgos;1 de enero de 2016;179.806
Todas las edades;Mujeres;09 Burgos;1 de enero de 2015;180.863
Todas las edades;Mujeres;09 Burgos;1 de enero de 2014;181.711
Todas las edades;Mujeres;09 Burgos;1 de enero de 2013;182.933
Todas las edades;Mujeres;09 Burgos;1 de enero de 2012;184.035
Todas las edades;Mujeres;10 Cáceres;1 de enero de 2021;196.557
Todas las edades;Mujeres;10 Cáceres;1 de enero de 2020;197.600
Todas las edades;Mujeres;10 Cáceres;1 de enero de 2019;198.266
Todas las edades;Mujeres;10 Cáceres;1 de enero de 2018;199.366
Todas las edades;Mujeres;10 Cáceres;1 de enero de 2017;200.779
Todas las edades;Mujeres;10 Cáceres;1 de enero de 2016;202.175
Todas las edades;Mujeres;10 Cáceres;1 de enero de 2015;203.454
Todas las edades;Mujeres;10 Cáceres;1 de enero de 2014;204.323
Todas las edades;Mujeres;10 Cáceres;1 de enero de 2013;205.318
Todas las edades;Mujeres;10 Cáceres;1 de enero de 2012;206.406
Todas las edades;Mujeres;11 Cádiz;1 de enero de 2021;633.278
Todas las edades;Mujeres;11 Cádiz;1 de enero de 2020;631.093
Todas las edades;Mujeres;11 Cádiz;1 de enero de 2019;628.535
Todas las edades;Mujeres;11 Cádiz;1 de enero de 2018;628.067
Todas las edades;Mujeres;11 Cádiz;1 de enero de 2017;627.486
Todas las edades;Mujeres;11 Cádiz;1 de enero de 2016;626.945
Todas las edades;Mujeres;11 Cádiz;1 de enero de 2015;626.942
Todas las edades;Mujeres;11 Cádiz;1 de enero de 2014;626.329
Todas las edades;Mujeres;11 Cádiz;1 de enero de 2013;626.129
Todas las edades;Mujeres;11 Cádiz;1 de enero de 2012;624.899
Todas las edades;Mujeres;39 Cantabria;1 de enero de 2021;300.854
Todas las edades;Mujeres;39 Cantabria;1 de enero de 2020;299.894
Todas las edades;Mujeres;39 Cantabria;1 de enero de 2019;299.181
Todas las edades;Mujeres;39 Cantabria;1 de enero de 2018;298.542
Todas las edades;Mujeres;39 Cantabria;1 de enero de 2017;298.111
Todas las edades;Mujeres;39 Cantabria;1 de enero de 2016;298.455
Todas las edades;Mujeres;39 Cantabria;1 de enero de 2015;299.445
Todas las edades;Mujeres;39 Cantabria;1 de enero de 2014;300.373
Todas las edades;Mujeres;39 Cantabria;1 de enero de 2013;301.299
Todas las edades;Mujeres;39 Cantabria;1 de enero de 2012;302.254
Todas las edades;Mujeres;12 Castellón/Castelló;1 de enero de 2021;295.775
Todas las edades;Mujeres;12 Castellón/Castelló;1 de enero de 2020;293.984
Todas las edades;Mujeres;12 Castellón/Castelló;1 de enero de 2019;291.540
Todas las edades;Mujeres;12 Castellón/Castelló;1 de enero de 2018;289.957
Todas las edades;Mujeres;12 Castellón/Castelló;1 de enero de 2017;289.458
Todas las edades;Mujeres;12 Castellón/Castelló;1 de enero de 2016;289.231
Todas las edades;Mujeres;12 Castellón/Castelló;1 de enero de 2015;290.085
Todas las edades;Mujeres;12 Castellón/Castelló;1 de enero de 2014;291.026
Todas las edades;Mujeres;12 Castellón/Castelló;1 de enero de 2013;293.499
Todas las edades;Mujeres;12 Castellón/Castelló;1 de enero de 2012;296.255
Todas las edades;Mujeres;13 Ciudad Real;1 de enero de 2021;248.788
Todas las edades;Mujeres;13 Ciudad Real;1 de enero de 2020;249.824
Todas las edades;Mujeres;13 Ciudad Real;1 de enero de 2019;250.372
Todas las edades;Mujeres;13 Ciudad Real;1 de enero de 2018;252.005
Todas las edades;Mujeres;13 Ciudad Real;1 de enero de 2017;254.460
Todas las edades;Mujeres;13 Ciudad Real;1 de enero de 2016;256.230
Todas las edades;Mujeres;13 Ciudad Real;1 de enero de 2015;258.740
Todas las edades;Mujeres;13 Ciudad Real;1 de enero de 2014;260.508
Todas las edades;Mujeres;13 Ciudad Real;1 de enero de 2013;262.535
Todas las edades;Mujeres;13 Ciudad Real;1 de enero de 2012;264.134
Todas las edades;Mujeres;14 Córdoba;1 de enero de 2021;396.763
Todas las edades;Mujeres;14 Córdoba;1 de enero de 2020;398.189
Todas las edades;Mujeres;14 Córdoba;1 de enero de 2019;398.040
Todas las edades;Mujeres;14 Córdoba;1 de enero de 2018;399.266
Todas las edades;Mujeres;14 Córdoba;1 de enero de 2017;401.071
Todas las edades;Mujeres;14 Córdoba;1 de enero de 2016;402.554
Todas las edades;Mujeres;14 Córdoba;1 de enero de 2015;404.291
Todas las edades;Mujeres;14 Córdoba;1 de enero de 2014;405.418
Todas las edades;Mujeres;14 Córdoba;1 de enero de 2013;406.913
Todas las edades;Mujeres;14 Córdoba;1 de enero de 2012;408.212
Todas las edades;Mujeres;15 Coruña, A;1 de enero de 2021;583.140
Todas las edades;Mujeres;15 Coruña, A;1 de enero de 2020;583.841
Todas las edades;Mujeres;15 Coruña, A;1 de enero de 2019;582.885
Todas las edades;Mujeres;15 Coruña, A;1 de enero de 2018;582.426
Todas las edades;Mujeres;15 Coruña, A;1 de enero de 2017;582.251
Todas las edades;Mujeres;15 Coruña, A;1 de enero de 2016;583.268
Todas las edades;Mujeres;15 Coruña, A;1 de enero de 2015;585.225
Todas las edades;Mujeres;15 Coruña, A;1 de enero de 2014;587.695
Todas las edades;Mujeres;15 Coruña, A;1 de enero de 2013;590.224
Todas las edades;Mujeres;15 Coruña, A;1 de enero de 2012;591.913
Todas las edades;Mujeres;16 Cuenca;1 de enero de 2021;97.762
Todas las edades;Mujeres;16 Cuenca;1 de enero de 2020;98.208
Todas las edades;Mujeres;16 Cuenca;1 de enero de 2019;98.198
Todas las edades;Mujeres;16 Cuenca;1 de enero de 2018;98.749
Todas las edades;Mujeres;16 Cuenca;1 de enero de 2017;99.424
Todas las edades;Mujeres;16 Cuenca;1 de enero de 2016;100.420
Todas las edades;Mujeres;16 Cuenca;1 de enero de 2015;101.704
Todas las edades;Mujeres;16 Cuenca;1 de enero de 2014;102.792
Todas las edades;Mujeres;16 Cuenca;1 de enero de 2013;104.253
Todas las edades;Mujeres;16 Cuenca;1 de enero de 2012;105.971
Todas las edades;Mujeres;20 Gipuzkoa;1 de enero de 2021;371.015
Todas las edades;Mujeres;20 Gipuzkoa;1 de enero de 2020;370.615
Todas las edades;Mujeres;20 Gipuzkoa;1 de enero de 2019;368.296
Todas las edades;Mujeres;20 Gipuzkoa;1 de enero de 2018;366.575
Todas las edades;Mujeres;20 Gipuzkoa;1 de enero de 2017;365.227
Todas las edades;Mujeres;20 Gipuzkoa;1 de enero de 2016;363.966
Todas las edades;Mujeres;20 Gipuzkoa;1 de enero de 2015;363.008
Todas las edades;Mujeres;20 Gipuzkoa;1 de enero de 2014;362.334
