Diagnóstico_ID,Año,Diagnóstico,Sexo,Provincia,Provincia_ID,Hospitalizaciones
3,2020,Enfermedad crónica de amígdalas,Mujeres,Cuenca,16,26
3,2020,Enfermedad crónica de amígdalas,Mujeres,Cáceres,10,121
3,2020,Enfermedad crónica de amígdalas,Mujeres,Cádiz,11,107
3,2020,Enfermedad crónica de amígdalas,Mujeres,Córdoba,14,96
3,2020,Enfermedad crónica de amígdalas,Mujeres,Gipuzkoa,20,144
3,2020,Enfermedad crónica de amígdalas,Mujeres,Girona,17,107
3,2020,Enfermedad crónica de amígdalas,Mujeres,Granada,18,70
3,2020,Enfermedad crónica de amígdalas,Mujeres,Guadalajara,19,18
3,2020,Enfermedad crónica de amígdalas,Mujeres,Huelva,21,156
3,2020,Enfermedad crónica de amígdalas,Mujeres,Huesca,22,23
3,2020,Enfermedad crónica de amígdalas,Mujeres,Islas Baleares,7,177
3,2020,Enfermedad crónica de amígdalas,Mujeres,Jaén,23,62
3,2020,Enfermedad crónica de amígdalas,Mujeres,La Rioja,26,75
3,2020,Enfermedad crónica de amígdalas,Mujeres,Las Palmas,35,130
3,2020,Enfermedad crónica de amígdalas,Mujeres,León,24,163
3,2020,Enfermedad crónica de amígdalas,Mujeres,Lleida,25,44
3,2020,Enfermedad crónica de amígdalas,Mujeres,Lugo,27,66
3,2020,Enfermedad crónica de amígdalas,Mujeres,Madrid,28,1005
3,2020,Enfermedad crónica de amígdalas,Mujeres,Melilla,52,8
3,2020,Enfermedad crónica de amígdalas,Mujeres,Murcia,30,330
3,2020,Enfermedad crónica de amígdalas,Mujeres,Málaga,29,164
3,2020,Enfermedad crónica de amígdalas,Mujeres,Navarra,31,178
3,2020,Enfermedad crónica de amígdalas,Mujeres,Ourense,32,69
3,2020,Enfermedad crónica de amígdalas,Mujeres,Palencia,34,129
3,2020,Enfermedad crónica de amígdalas,Mujeres,Pontevedra,36,288
3,2020,Enfermedad crónica de amígdalas,Mujeres,Salamanca,37,33
3,2020,Enfermedad crónica de amígdalas,Mujeres,Santa Cruz de Tenerife,38,292
3,2020,Enfermedad crónica de amígdalas,Mujeres,Segovia,40,54
3,2020,Enfermedad crónica de amígdalas,Mujeres,Sevilla,41,166
3,2020,Enfermedad crónica de amígdalas,Mujeres,Soria,42,58
3,2020,Enfermedad crónica de amígdalas,Mujeres,Tarragona,43,141
3,2020,Enfermedad crónica de amígdalas,Mujeres,Teruel,44,42
3,2020,Enfermedad crónica de amígdalas,Mujeres,Toledo,45,75
3,2020,Enfermedad crónica de amígdalas,Mujeres,Valencia,46,511
3,2020,Enfermedad crónica de amígdalas,Mujeres,Valladolid,47,186
3,2020,Enfermedad crónica de amígdalas,Mujeres,Zamora,49,136
3,2020,Enfermedad crónica de amígdalas,Mujeres,Zaragoza,50,132
3,2020,Enfermedad crónica de amígdalas,Mujeres,Álava,1,87
3,2020,Enfermedad crónica de amígdalas,Mujeres,Ávila,5,30
4,2020,Neumonía,Hombres,A Coruña,15,18096
4,2020,Neumonía,Hombres,Albacete,2,16081
4,2020,Neumonía,Hombres,Alicante,3,27188
4,2020,Neumonía,Hombres,Almería,4,7793
4,2020,Neumonía,Hombres,Asturias,33,23423
4,2020,Neumonía,Hombres,Badajoz,6,11677
4,2020,Neumonía,Hombres,Barcelona,8,213275
4,2020,Neumonía,Hombres,Bizkaia,48,25209
4,2020,Neumonía,Hombres,Burgos,9,11515
4,2020,Neumonía,Hombres,Cantabria,39,10308
4,2020,Neumonía,Hombres,Castellón,12,10856
4,2020,Neumonía,Hombres,Ceuta,51,663
4,2020,Neumonía,Hombres,Ciudad Real,13,23194
4,2020,Neumonía,Hombres,Cuenca,16,6723
4,2020,Neumonía,Hombres,Cáceres,10,9614
4,2020,Neumonía,Hombres,Cádiz,11,13187
4,2020,Neumonía,Hombres,Córdoba,14,9542
4,2020,Neumonía,Hombres,Gipuzkoa,20,9885
4,2020,Neumonía,Hombres,Girona,17,16351
4,2020,Neumonía,Hombres,Granada,18,14155
4,2020,Neumonía,Hombres,Guadalajara,19,8921
4,2020,Neumonía,Hombres,Huelva,21,5153
4,2020,Neumonía,Hombres,Huesca,22,4685
4,2020,Neumonía,Hombres,Islas Baleares,7,17440
4,2020,Neumonía,Hombres,Jaén,23,9387
4,2020,Neumonía,Hombres,La Rioja,26,8620
4,2020,Neumonía,Hombres,Las Palmas,35,13887
4,2020,Neumonía,Hombres,León,24,14521
4,2020,Neumonía,Hombres,Lleida,25,10494
4,2020,Neumonía,Hombres,Lugo,27,4427
4,2020,Neumonía,Hombres,Madrid,28,309282
4,2020,Neumonía,Hombres,Melilla,52,1018
4,2020,Neumonía,Hombres,Murcia,30,19190
4,2020,Neumonía,Hombres,Málaga,29,22392
4,2020,Neumonía,Hombres,Navarra,31,13702
4,2020,Neumonía,Hombres,Ourense,32,9677
4,2020,Neumonía,Hombres,Palencia,34,3746
4,2020,Neumonía,Hombres,Pontevedra,36,12844
4,2020,Neumonía,Hombres,Salamanca,37,10008
4,2020,Neumonía,Hombres,Santa Cruz de Tenerife,38,15559
4,2020,Neumonía,Hombres,Segovia,40,6097
4,2020,Neumonía,Hombres,Sevilla,41,19561
4,2020,Neumonía,Hombres,Soria,42,4603
4,2020,Neumonía,Hombres,Tarragona,43,16496
