Diagnóstico,Provincia,Sexo,Hospitalizaciones,Habitantes,Porcentaje_H,Metales Pesados,Indice_Contaminación
Infecciones/enfermedades de las vías respiratorias superiores y gripe,León,Hombres,181,236322,0.08,5.1717,9.83449
Infecciones/enfermedades de las vías respiratorias superiores y gripe,León,Mujeres,119,247359,0.05,5.1717,9.83449
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Palencia,Hombres,263,82823,0.32,1.4960000000000002,9.70487
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Palencia,Mujeres,154,84414,0.18,1.4960000000000002,9.70487
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Salamanca,Hombres,129,168139,0.08,1.4427,10.74494
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Salamanca,Mujeres,143,175965,0.08,1.4427,10.74494
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Segovia,Hombres,80,80340,0.1,3.0031,10.74494
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Segovia,Mujeres,26,78458,0.03,3.0031,10.74494
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Soria,Hombres,18,46841,0.04,1.2724,10.82087
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Soria,Mujeres,22,45533,0.05,1.2724,10.82087
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Valladolid,Hombres,362,258948,0.14,2.1734999999999998,10.97681
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Valladolid,Mujeres,291,269538,0.11,2.1734999999999998,10.97681
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Zamora,Hombres,202,92405,0.22,1.6163,4.8053799999999995
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Zamora,Mujeres,116,93712,0.12,1.6163,4.8053799999999995
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Albacete,Hombres,268,197966,0.14,3.0446000000000004,10.747399999999999
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Albacete,Mujeres,115,198051,0.06,3.0446000000000004,10.747399999999999
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Ciudad Real,Hombres,191,257524,0.07,3.0314,10.76394
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Ciudad Real,Mujeres,292,260508,0.11,3.0314,10.76394
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Cuenca,Hombres,26,105239,0.02,3.0031,10.74494
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Cuenca,Mujeres,54,102792,0.05,3.0031,10.74494
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Guadalajara,Hombres,257,130083,0.2,1.3112,4.81869
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Guadalajara,Mujeres,317,124992,0.25,1.3112,4.81869
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Toledo,Hombres,186,353306,0.05,1.7986000000000002,6.0257
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Toledo,Mujeres,226,344299,0.07,1.7986000000000002,6.0257
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Barcelona,Hombres,4180,2662541,0.16,5.0861,13.605799999999999
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Barcelona,Mujeres,4055,2797221,0.14,5.0861,13.605799999999999
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Girona,Hombres,275,373920,0.07,3.3219999999999996,10.97167
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Girona,Mujeres,196,371269,0.05,3.3219999999999996,10.97167
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Lleida,Hombres,149,219195,0.07,3.3651999999999997,10.803579999999998
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Lleida,Mujeres,57,213202,0.03,3.3651999999999997,10.803579999999998
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Tarragona,Hombres,626,399454,0.16,3.8870999999999998,11.2927
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Tarragona,Mujeres,474,396031,0.12,3.8870999999999998,11.2927
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Alicante,Hombres,1829,920331,0.2,3.9703,11.7843
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Alicante,Mujeres,1771,927905,0.19,3.9703,11.7843
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Castellón,Hombres,677,289323,0.23,2.4017,11.275870000000001
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Castellón,Mujeres,732,291026,0.25,2.4017,11.275870000000001
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Valencia,Hombres,1442,1245679,0.12,2.9826999999999995,11.206290000000001
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Valencia,Mujeres,1049,1285949,0.08,2.9826999999999995,11.206290000000001
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Badajoz,Hombres,319,341727,0.09,1.3312,7.95154
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Badajoz,Mujeres,331,346970,0.1,1.3312,7.95154
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Cáceres,Hombres,216,203688,0.11,1.3182,7.74564
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Cáceres,Mujeres,188,204323,0.09,1.3182,7.74564
Infecciones/enfermedades de las vías respiratorias superiores y gripe,A Coruña,Hombres,1149,544901,0.21,3.6847000000000003,8.127410000000001
Infecciones/enfermedades de las vías respiratorias superiores y gripe,A Coruña,Mujeres,895,587695,0.15,3.6847000000000003,8.127410000000001
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Lugo,Hombres,387,165815,0.23,5.920699999999999,6.59453
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Lugo,Mujeres,297,175680,0.17,5.920699999999999,6.59453
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Ourense,Hombres,201,155177,0.13,3.0031,10.74494
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Ourense,Mujeres,193,166295,0.12,3.0031,10.74494
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Pontevedra,Hombres,797,461327,0.17,3.7386,10.74382
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Pontevedra,Mujeres,714,488927,0.15,3.7386,10.74382
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Madrid,Hombres,4340,3062785,0.14,3.6595,11.00803
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Madrid,Mujeres,4187,3309768,0.13,3.6595,11.00803
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Murcia,Hombres,1434,734753,0.2,1.8108,10.74289
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Murcia,Mujeres,1433,727981,0.2,1.8108,10.74289
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Álava,Hombres,190,158636,0.12,2.7145,8.036119999999999
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Álava,Mujeres,113,161815,0.07,2.7145,8.036119999999999
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Bizkaia,Hombres,995,551942,0.18,7.8081,10.12828
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Bizkaia,Mujeres,876,591179,0.15,7.8081,10.12828
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Gipuzkoa,Hombres,871,346341,0.25,2.4691,7.2741299999999995
Infecciones/enfermedades de las vías respiratorias superiores y gripe,Gipuzkoa,Mujeres,715,362334,0.2,2.4691,7.2741299999999995
Infecciones/enfermedades de las vías respiratorias superiores y gripe,La Rioja,Hombres,526,156519,0.34,3.0031,12.34469
Infecciones/enfermedades de las vías respiratorias superiores y gripe,La Rioja,Mujeres,501,159217,0.31,3.0031,12.34469
EPOC y bronquitis,Almería,Hombres,7593,350233,2.17,5.0703,12.519870000000001
EPOC y bronquitis,Almería,Mujeres,1271,340517,0.37,5.0703,12.519870000000001
EPOC y bronquitis,Cádiz,Hombres,7306,619175,1.18,12.747399999999999,13.00286
EPOC y bronquitis,Cádiz,Mujeres,2328,626329,0.37,12.747399999999999,13.00286
EPOC y bronquitis,Córdoba,Hombres,6995,391412,1.79,3.2582,11.83016
EPOC y bronquitis,Córdoba,Mujeres,1450,405418,0.36,3.2582,11.83016
EPOC y bronquitis,Granada,Hombres,5049,455722,1.11,6.143400000000001,13.262690000000001
EPOC y bronquitis,Granada,Mujeres,507,463659,0.11,6.143400000000001,13.262690000000001
EPOC y bronquitis,Huelva,Hombres,3028,258205,1.17,4.9012,12.25999
EPOC y bronquitis,Huelva,Mujeres,723,262248,0.28,4.9012,12.25999
EPOC y bronquitis,Jaén,Hombres,4287,326071,1.31,3.3223999999999996,16.99401
EPOC y bronquitis,Jaén,Mujeres,515,330091,0.16,3.3223999999999996,16.99401
EPOC y bronquitis,Málaga,Hombres,7772,797724,0.97,4.651000000000001,13.142339999999999
EPOC y bronquitis,Málaga,Mujeres,2861,820377,0.35,4.651000000000001,13.142339999999999
EPOC y bronquitis,Sevilla,Hombres,7170,947627,0.76,2.8974,12.476609999999999
EPOC y bronquitis,Sevilla,Mujeres,1542,986431,0.16,2.8974,12.476609999999999
EPOC y bronquitis,Huesca,Hombres,2998,113391,2.64,3.0031,10.723980000000001
EPOC y bronquitis,Huesca,Mujeres,469,110311,0.43,3.0031,10.723980000000001
EPOC y bronquitis,Teruel,Hombres,2526,71131,3.55,3.0031,9.36206
EPOC y bronquitis,Teruel,Mujeres,475,68339,0.7,3.0031,9.36206
EPOC y bronquitis,Zaragoza,Hombres,13247,476467,2.78,1.6115000000000002,11.10753
EPOC y bronquitis,Zaragoza,Mujeres,3588,491074,0.73,1.6115000000000002,11.10753
EPOC y bronquitis,Asturias,Hombres,18094,506921,3.57,3.9797000000000002,9.68944
EPOC y bronquitis,Asturias,Mujeres,4063,551639,0.74,3.9797000000000002,9.68944
EPOC y bronquitis,Islas Baleares,Hombres,13857,553810,2.5,4.4953,10.53098
EPOC y bronquitis,Islas Baleares,Mujeres,4887,552807,0.88,4.4953,10.53098
EPOC y bronquitis,Las Palmas,Hombres,5570,547826,1.02,3.0031,10.74494
EPOC y bronquitis,Las Palmas,Mujeres,2119,547030,0.39,3.0031,10.74494
EPOC y bronquitis,Santa Cruz de Tenerife,Hombres,8212,496827,1.65,4.2269,10.734779999999999
EPOC y bronquitis,Santa Cruz de Tenerife,Mujeres,3485,506472,0.69,4.2269,10.734779999999999
EPOC y bronquitis,Cantabria,Hombres,8321,287118,2.9,3.69,10.11806
EPOC y bronquitis,Cantabria,Mujeres,2466,300373,0.82,3.69,10.11806
EPOC y bronquitis,Ávila,Hombres,2879,84430,3.41,3.0031,10.74494
EPOC y bronquitis,Ávila,Mujeres,434,82835,0.52,3.0031,10.74494
EPOC y bronquitis,Burgos,Hombres,6247,183831,3.4,1.3858,9.00784
EPOC y bronquitis,Burgos,Mujeres,1533,181711,0.84,1.3858,9.00784
EPOC y bronquitis,León,Hombres,11068,236322,4.68,5.1717,9.83449
EPOC y bronquitis,León,Mujeres,2767,247359,1.12,5.1717,9.83449
EPOC y bronquitis,Palencia,Hombres,3308,82823,3.99,1.4960000000000002,9.70487
EPOC y bronquitis,Palencia,Mujeres,1175,84414,1.39,1.4960000000000002,9.70487
EPOC y bronquitis,Salamanca,Hombres,3244,168139,1.93,1.4427,10.74494
EPOC y bronquitis,Salamanca,Mujeres,516,175965,0.29,1.4427,10.74494
EPOC y bronquitis,Segovia,Hombres,1787,80340,2.22,3.0031,10.74494
EPOC y bronquitis,Segovia,Mujeres,298,78458,0.38,3.0031,10.74494
EPOC y bronquitis,Soria,Hombres,991,46841,2.12,1.2724,10.82087
EPOC y bronquitis,Soria,Mujeres,218,45533,0.48,1.2724,10.82087
EPOC y bronquitis,Valladolid,Hombres,6494,258948,2.51,2.1734999999999998,10.97681
EPOC y bronquitis,Valladolid,Mujeres,1737,269538,0.64,2.1734999999999998,10.97681
EPOC y bronquitis,Zamora,Hombres,3241,92405,3.51,1.6163,4.8053799999999995
EPOC y bronquitis,Zamora,Mujeres,550,93712,0.59,1.6163,4.8053799999999995
EPOC y bronquitis,Albacete,Hombres,3151,197966,1.59,3.0446000000000004,10.747399999999999
EPOC y bronquitis,Albacete,Mujeres,768,198051,0.39,3.0446000000000004,10.747399999999999
EPOC y bronquitis,Ciudad Real,Hombres,6854,257524,2.66,3.0314,10.76394
EPOC y bronquitis,Ciudad Real,Mujeres,1369,260508,0.53,3.0314,10.76394
EPOC y bronquitis,Cuenca,Hombres,2273,105239,2.16,3.0031,10.74494
EPOC y bronquitis,Cuenca,Mujeres,453,102792,0.44,3.0031,10.74494
EPOC y bronquitis,Guadalajara,Hombres,1553,130083,1.19,1.3112,4.81869
EPOC y bronquitis,Guadalajara,Mujeres,290,124992,0.23,1.3112,4.81869
EPOC y bronquitis,Toledo,Hombres,7300,353306,2.07,1.7986000000000002,6.0257
EPOC y bronquitis,Toledo,Mujeres,1455,344299,0.42,1.7986000000000002,6.0257
EPOC y bronquitis,Barcelona,Hombres,79899,2662541,3.0,5.0861,13.605799999999999
EPOC y bronquitis,Barcelona,Mujeres,25919,2797221,0.93,5.0861,13.605799999999999
EPOC y bronquitis,Girona,Hombres,7220,373920,1.93,3.3219999999999996,10.97167
EPOC y bronquitis,Girona,Mujeres,2420,371269,0.65,3.3219999999999996,10.97167
EPOC y bronquitis,Lleida,Hombres,6666,219195,3.04,3.3651999999999997,10.803579999999998
EPOC y bronquitis,Lleida,Mujeres,2317,213202,1.09,3.3651999999999997,10.803579999999998
EPOC y bronquitis,Tarragona,Hombres,12450,399454,3.12,3.8870999999999998,11.2927
EPOC y bronquitis,Tarragona,Mujeres,4391,396031,1.11,3.8870999999999998,11.2927
EPOC y bronquitis,Alicante,Hombres,15542,920331,1.69,3.9703,11.7843
EPOC y bronquitis,Alicante,Mujeres,4867,927905,0.52,3.9703,11.7843
EPOC y bronquitis,Castellón,Hombres,7515,289323,2.6,2.4017,11.275870000000001
EPOC y bronquitis,Castellón,Mujeres,1925,291026,0.66,2.4017,11.275870000000001
EPOC y bronquitis,Valencia,Hombres,16516,1245679,1.33,2.9826999999999995,11.206290000000001
EPOC y bronquitis,Valencia,Mujeres,4528,1285949,0.35,2.9826999999999995,11.206290000000001
EPOC y bronquitis,Badajoz,Hombres,6914,341727,2.02,1.3312,7.95154
EPOC y bronquitis,Badajoz,Mujeres,1044,346970,0.3,1.3312,7.95154
EPOC y bronquitis,Cáceres,Hombres,4105,203688,2.02,1.3182,7.74564
EPOC y bronquitis,Cáceres,Mujeres,343,204323,0.17,1.3182,7.74564
EPOC y bronquitis,A Coruña,Hombres,18471,544901,3.39,3.6847000000000003,8.127410000000001
EPOC y bronquitis,A Coruña,Mujeres,5143,587695,0.88,3.6847000000000003,8.127410000000001
EPOC y bronquitis,Lugo,Hombres,2963,165815,1.79,5.920699999999999,6.59453
EPOC y bronquitis,Lugo,Mujeres,812,175680,0.46,5.920699999999999,6.59453
EPOC y bronquitis,Ourense,Hombres,5804,155177,3.74,3.0031,10.74494
EPOC y bronquitis,Ourense,Mujeres,1705,166295,1.03,3.0031,10.74494
EPOC y bronquitis,Pontevedra,Hombres,12560,461327,2.72,3.7386,10.74382
EPOC y bronquitis,Pontevedra,Mujeres,5235,488927,1.07,3.7386,10.74382
EPOC y bronquitis,Madrid,Hombres,71959,3062785,2.35,3.6595,11.00803
EPOC y bronquitis,Madrid,Mujeres,25645,3309768,0.77,3.6595,11.00803
EPOC y bronquitis,Murcia,Hombres,14386,734753,1.96,1.8108,10.74289
EPOC y bronquitis,Murcia,Mujeres,3297,727981,0.45,1.8108,10.74289
EPOC y bronquitis,Álava,Hombres,4246,158636,2.68,2.7145,8.036119999999999
EPOC y bronquitis,Álava,Mujeres,1133,161815,0.7,2.7145,8.036119999999999
EPOC y bronquitis,Bizkaia,Hombres,14354,551942,2.6,7.8081,10.12828
EPOC y bronquitis,Bizkaia,Mujeres,4424,591179,0.75,7.8081,10.12828
EPOC y bronquitis,Gipuzkoa,Hombres,7201,346341,2.08,2.4691,7.2741299999999995
EPOC y bronquitis,Gipuzkoa,Mujeres,2411,362334,0.67,2.4691,7.2741299999999995
EPOC y bronquitis,La Rioja,Hombres,6951,156519,4.44,3.0031,12.34469
EPOC y bronquitis,La Rioja,Mujeres,1825,159217,1.15,3.0031,12.34469
Asma,Almería,Hombres,594,350233,0.17,5.0703,12.519870000000001
Asma,Almería,Mujeres,1183,340517,0.35,5.0703,12.519870000000001
Asma,Cádiz,Hombres,696,619175,0.11,12.747399999999999,13.00286
Asma,Cádiz,Mujeres,1510,626329,0.24,12.747399999999999,13.00286
Asma,Córdoba,Hombres,176,391412,0.04,3.2582,11.83016
Asma,Córdoba,Mujeres,857,405418,0.21,3.2582,11.83016
Asma,Granada,Hombres,509,455722,0.11,6.143400000000001,13.262690000000001
Asma,Granada,Mujeres,1597,463659,0.34,6.143400000000001,13.262690000000001
Asma,Huelva,Hombres,228,258205,0.09,4.9012,12.25999
Asma,Huelva,Mujeres,774,262248,0.3,4.9012,12.25999
Asma,Jaén,Hombres,260,326071,0.08,3.3223999999999996,16.99401
Asma,Jaén,Mujeres,565,330091,0.17,3.3223999999999996,16.99401
Asma,Málaga,Hombres,536,797724,0.07,4.651000000000001,13.142339999999999
Asma,Málaga,Mujeres,1678,820377,0.2,4.651000000000001,13.142339999999999
Asma,Sevilla,Hombres,634,947627,0.07,2.8974,12.476609999999999
Asma,Sevilla,Mujeres,1359,986431,0.14,2.8974,12.476609999999999
Asma,Huesca,Hombres,163,113391,0.14,3.0031,10.723980000000001
Asma,Huesca,Mujeres,410,110311,0.37,3.0031,10.723980000000001
Asma,Teruel,Hombres,84,71131,0.12,3.0031,9.36206
Asma,Teruel,Mujeres,360,68339,0.53,3.0031,9.36206
Asma,Zaragoza,Hombres,664,476467,0.14,1.6115000000000002,11.10753
Asma,Zaragoza,Mujeres,2462,491074,0.5,1.6115000000000002,11.10753
Asma,Asturias,Hombres,3188,506921,0.63,3.9797000000000002,9.68944
Asma,Asturias,Mujeres,6916,551639,1.25,3.9797000000000002,9.68944
Asma,Islas Baleares,Hombres,967,553810,0.17,4.4953,10.53098
Asma,Islas Baleares,Mujeres,2562,552807,0.46,4.4953,10.53098
Asma,Las Palmas,Hombres,963,547826,0.18,3.0031,10.74494
Asma,Las Palmas,Mujeres,1827,547030,0.33,3.0031,10.74494
Asma,Santa Cruz de Tenerife,Hombres,760,496827,0.15,4.2269,10.734779999999999
Asma,Santa Cruz de Tenerife,Mujeres,2027,506472,0.4,4.2269,10.734779999999999
Asma,Cantabria,Hombres,834,287118,0.29,3.69,10.11806
Asma,Cantabria,Mujeres,2243,300373,0.75,3.69,10.11806
Asma,Ávila,Hombres,96,84430,0.11,3.0031,10.74494
Asma,Ávila,Mujeres,446,82835,0.54,3.0031,10.74494
Asma,Burgos,Hombres,753,183831,0.41,1.3858,9.00784
Asma,Burgos,Mujeres,1742,181711,0.96,1.3858,9.00784
Asma,León,Hombres,724,236322,0.31,5.1717,9.83449
Asma,León,Mujeres,1942,247359,0.79,5.1717,9.83449
Asma,Palencia,Hombres,219,82823,0.26,1.4960000000000002,9.70487
Asma,Palencia,Mujeres,871,84414,1.03,1.4960000000000002,9.70487
Asma,Salamanca,Hombres,192,168139,0.11,1.4427,10.74494
Asma,Salamanca,Mujeres,484,175965,0.28,1.4427,10.74494
Asma,Segovia,Hombres,194,80340,0.24,3.0031,10.74494
Asma,Segovia,Mujeres,235,78458,0.3,3.0031,10.74494
Asma,Soria,Hombres,55,46841,0.12,1.2724,10.82087
Asma,Soria,Mujeres,229,45533,0.5,1.2724,10.82087
Asma,Valladolid,Hombres,482,258948,0.19,2.1734999999999998,10.97681
Asma,Valladolid,Mujeres,1228,269538,0.46,2.1734999999999998,10.97681
Asma,Zamora,Hombres,302,92405,0.33,1.6163,4.8053799999999995
Asma,Zamora,Mujeres,761,93712,0.81,1.6163,4.8053799999999995
Asma,Albacete,Hombres,324,197966,0.16,3.0446000000000004,10.747399999999999
Asma,Albacete,Mujeres,557,198051,0.28,3.0446000000000004,10.747399999999999
Asma,Ciudad Real,Hombres,496,257524,0.19,3.0314,10.76394
Asma,Ciudad Real,Mujeres,1134,260508,0.44,3.0314,10.76394
Asma,Cuenca,Hombres,166,105239,0.16,3.0031,10.74494
Asma,Cuenca,Mujeres,301,102792,0.29,3.0031,10.74494
Asma,Guadalajara,Hombres,119,130083,0.09,1.3112,4.81869
Asma,Guadalajara,Mujeres,336,124992,0.27,1.3112,4.81869
Asma,Toledo,Hombres,549,353306,0.16,1.7986000000000002,6.0257
Asma,Toledo,Mujeres,1160,344299,0.34,1.7986000000000002,6.0257
Asma,Barcelona,Hombres,3753,2662541,0.14,5.0861,13.605799999999999
Asma,Barcelona,Mujeres,14150,2797221,0.51,5.0861,13.605799999999999
Asma,Girona,Hombres,437,373920,0.12,3.3219999999999996,10.97167
Asma,Girona,Mujeres,1367,371269,0.37,3.3219999999999996,10.97167
Asma,Lleida,Hombres,345,219195,0.16,3.3651999999999997,10.803579999999998
Asma,Lleida,Mujeres,842,213202,0.39,3.3651999999999997,10.803579999999998
Asma,Tarragona,Hombres,594,399454,0.15,3.8870999999999998,11.2927
Asma,Tarragona,Mujeres,2497,396031,0.63,3.8870999999999998,11.2927
Asma,Alicante,Hombres,816,920331,0.09,3.9703,11.7843
Asma,Alicante,Mujeres,3682,927905,0.4,3.9703,11.7843
Asma,Castellón,Hombres,299,289323,0.1,2.4017,11.275870000000001
Asma,Castellón,Mujeres,1099,291026,0.38,2.4017,11.275870000000001
Asma,Valencia,Hombres,1005,1245679,0.08,2.9826999999999995,11.206290000000001
Asma,Valencia,Mujeres,3046,1285949,0.24,2.9826999999999995,11.206290000000001
Asma,Badajoz,Hombres,345,341727,0.1,1.3312,7.95154
Asma,Badajoz,Mujeres,1047,346970,0.3,1.3312,7.95154
Asma,Cáceres,Hombres,163,203688,0.08,1.3182,7.74564
Asma,Cáceres,Mujeres,545,204323,0.27,1.3182,7.74564
Asma,A Coruña,Hombres,756,544901,0.14,3.6847000000000003,8.127410000000001
Asma,A Coruña,Mujeres,3675,587695,0.63,3.6847000000000003,8.127410000000001
Asma,Lugo,Hombres,216,165815,0.13,5.920699999999999,6.59453
Asma,Lugo,Mujeres,658,175680,0.37,5.920699999999999,6.59453
Asma,Ourense,Hombres,384,155177,0.25,3.0031,10.74494
Asma,Ourense,Mujeres,1615,166295,0.97,3.0031,10.74494
Asma,Pontevedra,Hombres,1154,461327,0.25,3.7386,10.74382
Asma,Pontevedra,Mujeres,2222,488927,0.45,3.7386,10.74382
Asma,Madrid,Hombres,5733,3062785,0.19,3.6595,11.00803
Asma,Madrid,Mujeres,16430,3309768,0.5,3.6595,11.00803
Asma,Murcia,Hombres,1138,734753,0.15,1.8108,10.74289
Asma,Murcia,Mujeres,3649,727981,0.5,1.8108,10.74289
Asma,Álava,Hombres,533,158636,0.34,2.7145,8.036119999999999
Asma,Álava,Mujeres,1339,161815,0.83,2.7145,8.036119999999999
Asma,Bizkaia,Hombres,1419,551942,0.26,7.8081,10.12828
Asma,Bizkaia,Mujeres,4441,591179,0.75,7.8081,10.12828
Asma,Gipuzkoa,Hombres,1035,346341,0.3,2.4691,7.2741299999999995
Asma,Gipuzkoa,Mujeres,1655,362334,0.46,2.4691,7.2741299999999995
Asma,La Rioja,Hombres,269,156519,0.17,3.0031,12.34469
Asma,La Rioja,Mujeres,1182,159217,0.74,3.0031,12.34469
"Neumoconiosis, enfermedades pulmonares por agentes externos y otras",Almería,Hombres,0,350233,0.0,5.0703,12.519870000000001
"Neumoconiosis, enfermedades pulmonares por agentes externos y otras",Almería,Mujeres,58,340517,0.02,5.0703,12.519870000000001
"Neumoconiosis, enfermedades pulmonares por agentes externos y otras",Cádiz,Hombres,16,619175,0.0,12.747399999999999,13.00286
"Neumoconiosis, enfermedades pulmonares por agentes externos y otras",Cádiz,Mujeres,10,626329,0.0,12.747399999999999,13.00286
"Neumoconiosis, enfermedades pulmonares por agentes externos y otras",Córdoba,Hombres,13,391412,0.0,3.2582,11.83016
"Neumoconiosis, enfermedades pulmonares por agentes externos y otras",Córdoba,Mujeres,1,405418,0.0,3.2582,11.83016
"Neumoconiosis, enfermedades pulmonares por agentes externos y otras",Granada,Hombres,0,455722,0.0,6.143400000000001,13.262690000000001
"Neumoconiosis, enfermedades pulmonares por agentes externos y otras",Granada,Mujeres,18,463659,0.0,6.143400000000001,13.262690000000001
"Neumoconiosis, enfermedades pulmonares por agentes externos y otras",Huelva,Hombres,5,258205,0.0,4.9012,12.25999
"Neumoconiosis, enfermedades pulmonares por agentes externos y otras",Huelva,Mujeres,46,262248,0.02,4.9012,12.25999
"Neumoconiosis, enfermedades pulmonares por agentes externos y otras",Jaén,Hombres,29,326071,0.01,3.3223999999999996,16.99401
"Neumoconiosis, enfermedades pulmonares por agentes externos y otras",Jaén,Mujeres,23,330091,0.01,3.3223999999999996,16.99401
"Neumoconiosis, enfermedades pulmonares por agentes externos y otras",Málaga,Hombres,37,797724,0.0,4.651000000000001,13.142339999999999
"Neumoconiosis, enfermedades pulmonares por agentes externos y otras",Málaga,Mujeres,0,820377,0.0,4.651000000000001,13.142339999999999
"Neumoconiosis, enfermedades pulmonares por agentes externos y otras",Sevilla,Hombres,27,947627,0.0,2.8974,12.476609999999999
"Neumoconiosis, enfermedades pulmonares por agentes externos y otras",Sevilla,Mujeres,19,986431,0.0,2.8974,12.476609999999999
"Neumoconiosis, enfermedades pulmonares por agentes externos y otras",Huesca,Hombres,0,113391,0.0,3.0031,10.723980000000001
"Neumoconiosis, enfermedades pulmonares por agentes externos y otras",Huesca,Mujeres,0,110311,0.0,3.0031,10.723980000000001
"Neumoconiosis, enfermedades pulmonares por agentes externos y otras",Teruel,Hombres,12,71131,0.02,3.0031,9.36206
"Neumoconiosis, enfermedades pulmonares por agentes externos y otras",Teruel,Mujeres,3,68339,0.0,3.0031,9.36206
"Neumoconiosis, enfermedades pulmonares por agentes externos y otras",Zaragoza,Hombres,4,476467,0.0,1.6115000000000002,11.10753
"Neumoconiosis, enfermedades pulmonares por agentes externos y otras",Zaragoza,Mujeres,18,491074,0.0,1.6115000000000002,11.10753
"Neumoconiosis, enfermedades pulmonares por agentes externos y otras",Asturias,Hombres,58,506921,0.01,3.9797000000000002,9.68944
"Neumoconiosis, enfermedades pulmonares por agentes externos y otras",Asturias,Mujeres,91,551639,0.02,3.9797000000000002,9.68944
"Neumoconiosis, enfermedades pulmonares por agentes externos y otras",Islas Baleares,Hombres,24,553810,0.0,4.4953,10.53098
"Neumoconiosis, enfermedades pulmonares por agentes externos y otras",Islas Baleares,Mujeres,48,552807,0.01,4.4953,10.53098
"Neumoconiosis, enfermedades pulmonares por agentes externos y otras",Las Palmas,Hombres,35,547826,0.01,3.0031,10.74494
"Neumoconiosis, enfermedades pulmonares por agentes externos y otras",Las Palmas,Mujeres,48,547030,0.01,3.0031,10.74494
"Neumoconiosis, enfermedades pulmonares por agentes externos y otras",Santa Cruz de Tenerife,Hombres,45,496827,0.01,4.2269,10.734779999999999
"Neumoconiosis, enfermedades pulmonares por agentes externos y otras",Santa Cruz de Tenerife,Mujeres,99,506472,0.02,4.2269,10.734779999999999
"Neumoconiosis, enfermedades pulmonares por agentes externos y otras",Cantabria,Hombres,5,287118,0.0,3.69,10.11806
"Neumoconiosis, enfermedades pulmonares por agentes externos y otras",Cantabria,Mujeres,0,300373,0.0,3.69,10.11806
"Neumoconiosis, enfermedades pulmonares por agentes externos y otras",Ávila,Hombres,0,84430,0.0,3.0031,10.74494
"Neumoconiosis, enfermedades pulmonares por agentes externos y otras",Ávila,Mujeres,0,82835,0.0,3.0031,10.74494
"Neumoconiosis, enfermedades pulmonares por agentes externos y otras",Burgos,Hombres,0,183831,0.0,1.3858,9.00784
