Diagnóstico,Provincia,Sexo,Hospitalizaciones,Habitantes,Porcentaje_H,Metales Pesados,Indice_Contaminación
6,48,1,181,161815,0.11,2.7145,8.0361
6,7,0,6716,551942,1.22,7.8081,10.1283
6,7,1,2212,591179,0.37,7.8081,10.1283
6,16,0,3877,346341,1.12,2.4691,7.2741
6,16,1,1441,362334,0.4,2.4691,7.2741
6,24,0,1579,156519,1.01,3.0031,12.3447
6,24,1,493,159217,0.31,3.0031,12.3447
4,3,0,972,350233,0.28,5.0703,12.5199
4,3,1,1115,340517,0.33,5.0703,12.5199
4,14,0,1381,619175,0.22,12.7474,13.0029
4,14,1,1986,626329,0.32,12.7474,13.0029
4,15,0,1349,391412,0.34,3.2582,11.8302
4,15,1,1664,405418,0.41,3.2582,11.8302
4,18,0,1918,455722,0.42,6.1434,13.2627
4,18,1,2216,463659,0.48,6.1434,13.2627
4,20,0,603,258205,0.23,4.9012,12.26
4,20,1,881,262248,0.34,4.9012,12.26
4,23,0,1045,326071,0.32,3.3224,16.994
4,23,1,1235,330091,0.37,3.3224,16.994
4,31,0,2036,797724,0.26,4.651,13.1423
4,31,1,1763,820377,0.21,4.651,13.1423
4,39,0,1961,947627,0.21,2.8974,12.4766
4,39,1,2575,986431,0.26,2.8974,12.4766
4,21,0,402,113391,0.35,3.0031,10.724
4,21,1,456,110311,0.41,3.0031,10.724
4,42,0,408,71131,0.57,3.0031,9.3621
4,42,1,495,68339,0.72,3.0031,9.3621
4,47,0,1894,476467,0.4,1.6115,11.1075
4,47,1,2455,491074,0.5,1.6115,11.1075
4,4,0,2921,506921,0.58,3.9797,9.6894
4,4,1,3908,551639,0.71,3.9797,9.6894
4,22,0,1220,553810,0.22,4.4953,10.531
4,22,1,1349,552807,0.24,4.4953,10.531
4,25,0,938,547826,0.17,3.0031,10.7449
4,25,1,1690,547030,0.31,3.0031,10.7449
4,37,0,1046,496827,0.21,4.2269,10.7348
4,37,1,1769,506472,0.35,4.2269,10.7348
4,9,0,1102,287118,0.38,3.69,10.1181
4,9,1,1528,300373,0.51,3.69,10.1181
4,49,0,495,84430,0.59,3.0031,10.7449
4,49,1,576,82835,0.7,3.0031,10.7449
4,8,0,1054,183831,0.57,1.3858,9.0078
4,8,1,913,181711,0.5,1.3858,9.0078
4,26,0,1496,236322,0.63,5.1717,9.8345
4,26,1,2228,247359,0.9,5.1717,9.8345
4,34,0,379,82823,0.46,1.496,9.7049
4,34,1,643,84414,0.76,1.496,9.7049
4,36,0,877,168139,0.52,1.4427,10.7449
4,36,1,921,175965,0.52,1.4427,10.7449
4,38,0,234,80340,0.29,3.0031,10.7449
4,38,1,351,78458,0.45,3.0031,10.7449
4,40,0,224,46841,0.48,1.2724,10.8209
4,40,1,359,45533,0.79,1.2724,10.8209
4,45,0,1373,258948,0.53,2.1735,10.9768
4,45,1,2118,269538,0.79,2.1735,10.9768
4,46,0,496,92405,0.54,1.6163,4.8054
4,46,1,603,93712,0.64,1.6163,4.8054
4,1,0,634,197966,0.32,3.0446,10.7474
4,1,1,806,198051,0.41,3.0446,10.7474
4,11,0,931,257524,0.36,3.0314,10.7639
4,11,1,1186,260508,0.46,3.0314,10.7639
4,12,0,344,105239,0.33,3.0031,10.7449
4,12,1,435,102792,0.42,3.0031,10.7449
4,19,0,352,130083,0.27,1.3112,4.8187
4,19,1,359,124992,0.29,1.3112,4.8187
4,43,0,988,353306,0.28,1.7986,6.0257
4,43,1,1074,344299,0.31,1.7986,6.0257
4,6,0,8406,2662541,0.32,5.0861,13.6058
4,6,1,11066,2797221,0.4,5.0861,13.6058
4,17,0,981,373920,0.26,3.322,10.9717
4,17,1,1138,371269,0.31,3.322,10.9717
4,27,0,516,219195,0.24,3.3652,10.8036
4,27,1,895,213202,0.42,3.3652,10.8036
4,41,0,1516,399454,0.38,3.8871,11.2927
4,41,1,1817,396031,0.46,3.8871,11.2927
4,2,0,3244,920331,0.35,3.9703,11.7843
4,2,1,3631,927905,0.39,3.9703,11.7843
4,10,0,623,289323,0.22,2.4017,11.2759
4,10,1,765,291026,0.26,2.4017,11.2759
4,44,0,3199,1245679,0.26,2.9827,11.2063
4,44,1,4142,1285949,0.32,2.9827,11.2063
4,5,0,2103,341727,0.62,1.3312,7.9515
4,5,1,1869,346970,0.54,1.3312,7.9515
4,13,0,870,203688,0.43,1.3182,7.7456
4,13,1,742,204323,0.36,1.3182,7.7456
4,0,0,1939,544901,0.36,3.6847,8.1274
4,0,1,3105,587695,0.53,3.6847,8.1274
4,28,0,759,165815,0.46,5.9207,6.5945
4,28,1,1014,175680,0.58,5.9207,6.5945
4,33,0,813,155177,0.52,3.0031,10.7449
4,33,1,1126,166295,0.68,3.0031,10.7449
4,35,0,2067,461327,0.45,3.7386,10.7438
4,35,1,2816,488927,0.58,3.7386,10.7438
4,29,0,10448,3062785,0.34,3.6595,11.008
4,29,1,14668,3309768,0.44,3.6595,11.008
4,30,0,1902,734753,0.26,1.8108,10.7429
4,30,1,1928,727981,0.26,1.8108,10.7429
4,48,0,740,158636,0.47,2.7145,8.0361
4,48,1,892,161815,0.55,2.7145,8.0361
4,7,0,2274,551942,0.41,7.8081,10.1283
4,7,1,2953,591179,0.5,7.8081,10.1283
4,16,0,1014,346341,0.29,2.4691,7.2741
4,16,1,1276,362334,0.35,2.4691,7.2741
4,24,0,654,156519,0.42,3.0031,12.3447
4,24,1,1109,159217,0.7,3.0031,12.3447
9,3,0,2752,350233,0.79,5.0703,12.5199
9,3,1,3814,340517,1.12,5.0703,12.5199
9,14,0,3395,619175,0.55,12.7474,13.0029
9,14,1,3372,626329,0.54,12.7474,13.0029
9,15,0,870,391412,0.22,3.2582,11.8302
9,15,1,480,405418,0.12,3.2582,11.8302
9,18,0,1538,455722,0.34,6.1434,13.2627
9,18,1,1460,463659,0.31,6.1434,13.2627
9,20,0,931,258205,0.36,4.9012,12.26
9,20,1,1263,262248,0.48,4.9012,12.26
9,23,0,1111,326071,0.34,3.3224,16.994
9,23,1,1095,330091,0.33,3.3224,16.994
9,31,0,1400,797724,0.18,4.651,13.1423
9,31,1,1452,820377,0.18,4.651,13.1423
9,39,0,3521,947627,0.37,2.8974,12.4766
9,39,1,2946,986431,0.3,2.8974,12.4766
9,21,0,881,113391,0.78,3.0031,10.724
9,21,1,1251,110311,1.13,3.0031,10.724
9,42,0,496,71131,0.7,3.0031,9.3621
9,42,1,800,68339,1.17,3.0031,9.3621
9,47,0,1798,476467,0.38,1.6115,11.1075
9,47,1,2161,491074,0.44,1.6115,11.1075
9,4,0,1737,506921,0.34,3.9797,9.6894
9,4,1,1819,551639,0.33,3.9797,9.6894
9,22,0,5410,553810,0.98,4.4953,10.531
9,22,1,8400,552807,1.52,4.4953,10.531
9,25,0,2415,547826,0.44,3.0031,10.7449
9,25,1,2796,547030,0.51,3.0031,10.7449
9,37,0,2376,496827,0.48,4.2269,10.7348
9,37,1,3149,506472,0.62,4.2269,10.7348
9,9,0,607,287118,0.21,3.69,10.1181
9,9,1,646,300373,0.22,3.69,10.1181
9,49,0,202,84430,0.24,3.0031,10.7449
9,49,1,219,82835,0.26,3.0031,10.7449
9,8,0,844,183831,0.46,1.3858,9.0078
9,8,1,1014,181711,0.56,1.3858,9.0078
9,26,0,1342,236322,0.57,5.1717,9.8345
9,26,1,1432,247359,0.58,5.1717,9.8345
9,34,0,335,82823,0.4,1.496,9.7049
9,34,1,525,84414,0.62,1.496,9.7049
9,36,0,1121,168139,0.67,1.4427,10.7449
9,36,1,1447,175965,0.82,1.4427,10.7449
9,38,0,246,80340,0.31,3.0031,10.7449
9,38,1,216,78458,0.28,3.0031,10.7449
9,40,0,61,46841,0.13,1.2724,10.8209
9,40,1,85,45533,0.19,1.2724,10.8209
9,45,0,1389,258948,0.54,2.1735,10.9768
9,45,1,1950,269538,0.72,2.1735,10.9768
9,46,0,547,92405,0.59,1.6163,4.8054
9,46,1,773,93712,0.82,1.6163,4.8054
9,1,0,943,197966,0.48,3.0446,10.7474
9,1,1,887,198051,0.45,3.0446,10.7474
9,11,0,1465,257524,0.57,3.0314,10.7639
9,11,1,2450,260508,0.94,3.0314,10.7639
9,12,0,363,105239,0.34,3.0031,10.7449
9,12,1,403,102792,0.39,3.0031,10.7449
9,19,0,417,130083,0.32,1.3112,4.8187
9,19,1,569,124992,0.46,1.3112,4.8187
9,43,0,1347,353306,0.38,1.7986,6.0257
9,43,1,1162,344299,0.34,1.7986,6.0257
9,6,0,19587,2662541,0.74,5.0861,13.6058
9,6,1,26385,2797221,0.94,5.0861,13.6058
9,17,0,2791,373920,0.75,3.322,10.9717
9,17,1,3416,371269,0.92,3.322,10.9717
9,27,0,2256,219195,1.03,3.3652,10.8036
9,27,1,2933,213202,1.38,3.3652,10.8036
9,41,0,5090,399454,1.27,3.8871,11.2927
9,41,1,6432,396031,1.62,3.8871,11.2927
9,2,0,4782,920331,0.52,3.9703,11.7843
9,2,1,5230,927905,0.56,3.9703,11.7843
9,10,0,1793,289323,0.62,2.4017,11.2759
9,10,1,2165,291026,0.74,2.4017,11.2759
9,44,0,5319,1245679,0.43,2.9827,11.2063
9,44,1,5136,1285949,0.4,2.9827,11.2063
9,5,0,1258,341727,0.37,1.3312,7.9515
9,5,1,1032,346970,0.3,1.3312,7.9515
9,13,0,914,203688,0.45,1.3182,7.7456
9,13,1,777,204323,0.38,1.3182,7.7456
9,0,0,1456,544901,0.27,3.6847,8.1274
9,0,1,1392,587695,0.24,3.6847,8.1274
9,28,0,415,165815,0.25,5.9207,6.5945
9,28,1,345,175680,0.2,5.9207,6.5945
9,33,0,642,155177,0.41,3.0031,10.7449
9,33,1,423,166295,0.25,3.0031,10.7449
9,35,0,2132,461327,0.46,3.7386,10.7438
9,35,1,2033,488927,0.42,3.7386,10.7438
9,29,0,14682,3062785,0.48,3.6595,11.008
9,29,1,15862,3309768,0.48,3.6595,11.008
9,30,0,3409,734753,0.46,1.8108,10.7429
9,30,1,4390,727981,0.6,1.8108,10.7429
9,48,0,1583,158636,1.0,2.7145,8.0361
9,48,1,1654,161815,1.02,2.7145,8.0361
9,7,0,4830,551942,0.88,7.8081,10.1283
9,7,1,7146,591179,1.21,7.8081,10.1283
9,16,0,1040,346341,0.3,2.4691,7.2741
9,16,1,968,362334,0.27,2.4691,7.2741
9,24,0,418,156519,0.27,3.0031,12.3447
9,24,1,323,159217,0.2,3.0031,12.3447
3,3,0,139,350233,0.04,5.0703,12.5199
3,3,1,152,340517,0.04,5.0703,12.5199
3,14,0,312,619175,0.05,12.7474,13.0029
3,14,1,310,626329,0.05,12.7474,13.0029
3,15,0,70,391412,0.02,3.2582,11.8302
3,15,1,69,405418,0.02,3.2582,11.8302
3,18,0,192,455722,0.04,6.1434,13.2627
3,18,1,204,463659,0.04,6.1434,13.2627
3,20,0,229,258205,0.09,4.9012,12.26
3,20,1,239,262248,0.09,4.9012,12.26
3,23,0,103,326071,0.03,3.3224,16.994
3,23,1,108,330091,0.03,3.3224,16.994
3,31,0,578,797724,0.07,4.651,13.1423
3,31,1,552,820377,0.07,4.651,13.1423
3,39,0,403,947627,0.04,2.8974,12.4766
3,39,1,407,986431,0.04,2.8974,12.4766
3,21,0,87,113391,0.08,3.0031,10.724
3,21,1,56,110311,0.05,3.0031,10.724
3,42,0,67,71131,0.09,3.0031,9.3621
3,42,1,35,68339,0.05,3.0031,9.3621
3,47,0,458,476467,0.1,1.6115,11.1075
3,47,1,386,491074,0.08,1.6115,11.1075
3,4,0,128,506921,0.03,3.9797,9.6894
3,4,1,194,551639,0.04,3.9797,9.6894
3,22,0,327,553810,0.06,4.4953,10.531
3,22,1,325,552807,0.06,4.4953,10.531
3,25,0,511,547826,0.09,3.0031,10.7449
3,25,1,460,547030,0.08,3.0031,10.7449
3,37,0,494,496827,0.1,4.2269,10.7348
3,37,1,512,506472,0.1,4.2269,10.7348
3,9,0,304,287118,0.11,3.69,10.1181
3,9,1,304,300373,0.1,3.69,10.1181
3,49,0,127,84430,0.15,3.0031,10.7449
3,49,1,87,82835,0.11,3.0031,10.7449
3,8,0,200,183831,0.11,1.3858,9.0078
3,8,1,178,181711,0.1,1.3858,9.0078
3,26,0,261,236322,0.11,5.1717,9.8345
3,26,1,291,247359,0.12,5.1717,9.8345
3,34,0,219,82823,0.26,1.496,9.7049
3,34,1,145,84414,0.17,1.496,9.7049
3,36,0,73,168139,0.04,1.4427,10.7449
3,36,1,76,175965,0.04,1.4427,10.7449
3,38,0,111,80340,0.14,3.0031,10.7449
3,38,1,77,78458,0.1,3.0031,10.7449
3,40,0,92,46841,0.2,1.2724,10.8209
3,40,1,99,45533,0.22,1.2724,10.8209
3,45,0,464,258948,0.18,2.1735,10.9768
3,45,1,356,269538,0.13,2.1735,10.9768
3,46,0,164,92405,0.18,1.6163,4.8054
3,46,1,184,93712,0.2,1.6163,4.8054
3,1,0,157,197966,0.08,3.0446,10.7474
3,1,1,143,198051,0.07,3.0446,10.7474
3,11,0,238,257524,0.09,3.0314,10.7639
3,11,1,195,260508,0.07,3.0314,10.7639
3,12,0,75,105239,0.07,3.0031,10.7449
3,12,1,53,102792,0.05,3.0031,10.7449
3,19,0,77,130083,0.06,1.3112,4.8187
3,19,1,78,124992,0.06,1.3112,4.8187
3,43,0,204,353306,0.06,1.7986,6.0257
3,43,1,137,344299,0.04,1.7986,6.0257
3,6,0,1382,2662541,0.05,5.0861,13.6058
3,6,1,1284,2797221,0.05,5.0861,13.6058
3,17,0,339,373920,0.09,3.322,10.9717
3,17,1,259,371269,0.07,3.322,10.9717
3,27,0,126,219195,0.06,3.3652,10.8036
3,27,1,127,213202,0.06,3.3652,10.8036
3,41,0,362,399454,0.09,3.8871,11.2927
3,41,1,321,396031,0.08,3.8871,11.2927
3,2,0,871,920331,0.09,3.9703,11.7843
3,2,1,778,927905,0.08,3.9703,11.7843
3,10,0,436,289323,0.15,2.4017,11.2759
3,10,1,400,291026,0.14,2.4017,11.2759
3,44,0,1475,1245679,0.12,2.9827,11.2063
3,44,1,1088,1285949,0.08,2.9827,11.2063
3,5,0,391,341727,0.11,1.3312,7.9515
3,5,1,406,346970,0.12,1.3312,7.9515
3,13,0,230,203688,0.11,1.3182,7.7456
3,13,1,173,204323,0.08,1.3182,7.7456
3,0,0,434,544901,0.08,3.6847,8.1274
3,0,1,449,587695,0.08,3.6847,8.1274
3,28,0,113,165815,0.07,5.9207,6.5945
3,28,1,112,175680,0.06,5.9207,6.5945
3,33,0,201,155177,0.13,3.0031,10.7449
3,33,1,179,166295,0.11,3.0031,10.7449
3,35,0,724,461327,0.16,3.7386,10.7438
3,35,1,666,488927,0.14,3.7386,10.7438
3,29,0,2137,3062785,0.07,3.6595,11.008
3,29,1,1954,3309768,0.06,3.6595,11.008
3,30,0,787,734753,0.11,1.8108,10.7429
3,30,1,614,727981,0.08,1.8108,10.7429
3,48,0,111,158636,0.07,2.7145,8.0361
3,48,1,80,161815,0.05,2.7145,8.0361
3,7,0,369,551942,0.07,7.8081,10.1283
3,7,1,355,591179,0.06,7.8081,10.1283
3,16,0,355,346341,0.1,2.4691,7.2741
3,16,1,309,362334,0.09,2.4691,7.2741
3,24,0,199,156519,0.13,3.0031,12.3447
3,24,1,172,159217,0.11,3.0031,12.3447
5,3,0,1103,350233,0.31,5.0703,12.5199
5,3,1,653,340517,0.19,5.0703,12.5199
5,14,0,2433,619175,0.39,12.7474,13.0029
5,14,1,1642,626329,0.26,12.7474,13.0029
5,15,0,885,391412,0.23,3.2582,11.8302
5,15,1,745,405418,0.18,3.2582,11.8302
5,18,0,1227,455722,0.27,6.1434,13.2627
5,18,1,703,463659,0.15,6.1434,13.2627
5,20,0,1197,258205,0.46,4.9012,12.26
5,20,1,699,262248,0.27,4.9012,12.26
5,23,0,998,326071,0.31,3.3224,16.994
5,23,1,636,330091,0.19,3.3224,16.994
5,31,0,2408,797724,0.3,4.651,13.1423
5,31,1,2181,820377,0.27,4.651,13.1423
5,39,0,2664,947627,0.28,2.8974,12.4766
5,39,1,1985,986431,0.2,2.8974,12.4766
5,21,0,497,113391,0.44,3.0031,10.724
5,21,1,266,110311,0.24,3.0031,10.724
5,42,0,310,71131,0.44,3.0031,9.3621
5,42,1,213,68339,0.31,3.0031,9.3621
5,47,0,2536,476467,0.53,1.6115,11.1075
5,47,1,1787,491074,0.36,1.6115,11.1075
5,4,0,1785,506921,0.35,3.9797,9.6894
5,4,1,1344,551639,0.24,3.9797,9.6894
5,22,0,1731,553810,0.31,4.4953,10.531
5,22,1,1292,552807,0.23,4.4953,10.531
5,25,0,1750,547826,0.32,3.0031,10.7449
5,25,1,1093,547030,0.2,3.0031,10.7449
5,37,0,1303,496827,0.26,4.2269,10.7348
5,37,1,836,506472,0.17,4.2269,10.7348
5,9,0,645,287118,0.22,3.69,10.1181
5,9,1,509,300373,0.17,3.69,10.1181
5,49,0,424,84430,0.5,3.0031,10.7449
5,49,1,253,82835,0.31,3.0031,10.7449
5,8,0,1041,183831,0.57,1.3858,9.0078
5,8,1,777,181711,0.43,1.3858,9.0078
5,26,0,1257,236322,0.53,5.1717,9.8345
5,26,1,704,247359,0.28,5.1717,9.8345
5,34,0,674,82823,0.81,1.496,9.7049
5,34,1,394,84414,0.47,1.496,9.7049
5,36,0,612,168139,0.36,1.4427,10.7449
5,36,1,315,175965,0.18,1.4427,10.7449
5,38,0,540,80340,0.67,3.0031,10.7449
5,38,1,382,78458,0.49,3.0031,10.7449
5,40,0,238,46841,0.51,1.2724,10.8209
5,40,1,97,45533,0.21,1.2724,10.8209
5,45,0,1466,258948,0.57,2.1735,10.9768
5,45,1,996,269538,0.37,2.1735,10.9768
5,46,0,676,92405,0.73,1.6163,4.8054
5,46,1,667,93712,0.71,1.6163,4.8054
5,1,0,638,197966,0.32,3.0446,10.7474
5,1,1,421,198051,0.21,3.0446,10.7474
5,11,0,1091,257524,0.42,3.0314,10.7639
5,11,1,795,260508,0.31,3.0314,10.7639
5,12,0,281,105239,0.27,3.0031,10.7449
5,12,1,254,102792,0.25,3.0031,10.7449
5,19,0,227,130083,0.17,1.3112,4.8187
5,19,1,194,124992,0.16,1.3112,4.8187
5,43,0,1070,353306,0.3,1.7986,6.0257
5,43,1,705,344299,0.2,1.7986,6.0257
5,6,0,6166,2662541,0.23,5.0861,13.6058
5,6,1,4922,2797221,0.18,5.0861,13.6058
5,17,0,795,373920,0.21,3.322,10.9717
5,17,1,533,371269,0.14,3.322,10.9717
5,27,0,496,219195,0.23,3.3652,10.8036
5,27,1,419,213202,0.2,3.3652,10.8036
5,41,0,1311,399454,0.33,3.8871,11.2927
5,41,1,1374,396031,0.35,3.8871,11.2927
5,2,0,2928,920331,0.32,3.9703,11.7843
5,2,1,2027,927905,0.22,3.9703,11.7843
5,10,0,1042,289323,0.36,2.4017,11.2759
5,10,1,565,291026,0.19,2.4017,11.2759
5,44,0,4069,1245679,0.33,2.9827,11.2063
5,44,1,3030,1285949,0.24,2.9827,11.2063
5,5,0,1108,341727,0.32,1.3312,7.9515
5,5,1,769,346970,0.22,1.3312,7.9515
5,13,0,975,203688,0.48,1.3182,7.7456
5,13,1,602,204323,0.29,1.3182,7.7456
5,0,0,1612,544901,0.3,3.6847,8.1274
5,0,1,1241,587695,0.21,3.6847,8.1274
5,28,0,621,165815,0.37,5.9207,6.5945
5,28,1,425,175680,0.24,5.9207,6.5945
5,33,0,886,155177,0.57,3.0031,10.7449
5,33,1,580,166295,0.35,3.0031,10.7449
5,35,0,1786,461327,0.39,3.7386,10.7438
5,35,1,1434,488927,0.29,3.7386,10.7438
5,29,0,9189,3062785,0.3,3.6595,11.008
5,29,1,7052,3309768,0.21,3.6595,11.008
5,30,0,3189,734753,0.43,1.8108,10.7429
5,30,1,2520,727981,0.35,1.8108,10.7429
5,48,0,609,158636,0.38,2.7145,8.0361
5,48,1,475,161815,0.29,2.7145,8.0361
5,7,0,1785,551942,0.32,7.8081,10.1283
5,7,1,1298,591179,0.22,7.8081,10.1283
5,16,0,1406,346341,0.41,2.4691,7.2741
5,16,1,941,362334,0.26,2.4691,7.2741
5,24,0,383,156519,0.24,3.0031,12.3447
5,24,1,316,159217,0.2,3.0031,12.3447
8,3,0,8526,350233,2.43,5.0703,12.5199
8,3,1,5716,340517,1.68,5.0703,12.5199
8,14,0,9723,619175,1.57,12.7474,13.0029
8,14,1,7184,626329,1.15,12.7474,13.0029
8,15,0,8283,391412,2.12,3.2582,11.8302
8,15,1,5743,405418,1.42,3.2582,11.8302
8,18,0,7896,455722,1.73,6.1434,13.2627
8,18,1,4583,463659,0.99,6.1434,13.2627
8,20,0,3857,258205,1.49,4.9012,12.26
8,20,1,2598,262248,0.99,4.9012,12.26
8,23,0,6385,326071,1.96,3.3224,16.994
8,23,1,4442,330091,1.35,3.3224,16.994
8,31,0,11529,797724,1.45,4.651,13.1423
8,31,1,7507,820377,0.92,4.651,13.1423
8,39,0,11186,947627,1.18,2.8974,12.4766
8,39,1,7463,986431,0.76,2.8974,12.4766
8,21,0,2847,113391,2.51,3.0031,10.724
8,21,1,2080,110311,1.89,3.0031,10.724
8,42,0,2550,71131,3.58,3.0031,9.3621
8,42,1,1417,68339,2.07,3.0031,9.3621
8,47,0,13322,476467,2.8,1.6115,11.1075
8,47,1,9252,491074,1.88,1.6115,11.1075
8,4,0,16389,506921,3.23,3.9797,9.6894
8,4,1,10010,551639,1.81,3.9797,9.6894
8,22,0,15191,553810,2.74,4.4953,10.531
8,22,1,11125,552807,2.01,4.4953,10.531
8,25,0,10885,547826,1.99,3.0031,10.7449
8,25,1,9217,547030,1.68,3.0031,10.7449
8,37,0,13453,496827,2.71,4.2269,10.7348
8,37,1,12092,506472,2.39,4.2269,10.7348
8,9,0,6628,287118,2.31,3.69,10.1181
8,9,1,4429,300373,1.47,3.69,10.1181
8,49,0,2265,84430,2.68,3.0031,10.7449
8,49,1,1370,82835,1.65,3.0031,10.7449
8,8,0,6647,183831,3.62,1.3858,9.0078
8,8,1,4024,181711,2.21,1.3858,9.0078
8,26,0,11187,236322,4.73,5.1717,9.8345
8,26,1,6489,247359,2.62,5.1717,9.8345
8,34,0,2837,82823,3.43,1.496,9.7049
8,34,1,1650,84414,1.95,1.496,9.7049
8,36,0,3257,168139,1.94,1.4427,10.7449
8,36,1,2162,175965,1.23,1.4427,10.7449
8,38,0,1798,80340,2.24,3.0031,10.7449
8,38,1,1175,78458,1.5,3.0031,10.7449
8,40,0,1517,46841,3.24,1.2724,10.8209
8,40,1,1201,45533,2.64,1.2724,10.8209
8,45,0,8283,258948,3.2,2.1735,10.9768
8,45,1,5048,269538,1.87,2.1735,10.9768
8,46,0,3032,92405,3.28,1.6163,4.8054
8,46,1,2024,93712,2.16,1.6163,4.8054
8,1,0,4327,197966,2.19,3.0446,10.7474
8,1,1,2832,198051,1.43,3.0446,10.7474
8,11,0,6860,257524,2.66,3.0314,10.7639
8,11,1,4156,260508,1.6,3.0314,10.7639
8,12,0,3032,105239,2.88,3.0031,10.7449
8,12,1,1778,102792,1.73,3.0031,10.7449
8,19,0,4138,130083,3.18,1.3112,4.8187
8,19,1,2081,124992,1.66,1.3112,4.8187
8,43,0,9433,353306,2.67,1.7986,6.0257
8,43,1,5710,344299,1.66,1.7986,6.0257
8,6,0,65857,2662541,2.47,5.0861,13.6058
8,6,1,46490,2797221,1.66,5.0861,13.6058
8,17,0,6614,373920,1.77,3.322,10.9717
8,17,1,4383,371269,1.18,3.322,10.9717
8,27,0,4404,219195,2.01,3.3652,10.8036
8,27,1,3144,213202,1.47,3.3652,10.8036
8,41,0,11648,399454,2.92,3.8871,11.2927
8,41,1,8078,396031,2.04,3.8871,11.2927
8,2,0,18411,920331,2.0,3.9703,11.7843
8,2,1,12125,927905,1.31,3.9703,11.7843
8,10,0,7523,289323,2.6,2.4017,11.2759
8,10,1,4820,291026,1.66,2.4017,11.2759
8,44,0,26626,1245679,2.14,2.9827,11.2063
8,44,1,18675,1285949,1.45,2.9827,11.2063
8,5,0,9073,341727,2.66,1.3312,7.9515
8,5,1,5546,346970,1.6,1.3312,7.9515
8,13,0,5322,203688,2.61,1.3182,7.7456
8,13,1,3206,204323,1.57,1.3182,7.7456
8,0,0,15518,544901,2.85,3.6847,8.1274
8,0,1,10352,587695,1.76,3.6847,8.1274
8,28,0,5146,165815,3.1,5.9207,6.5945
8,28,1,2987,175680,1.7,5.9207,6.5945
8,33,0,7656,155177,4.93,3.0031,10.7449
8,33,1,4819,166295,2.9,3.0031,10.7449
8,35,0,14217,461327,3.08,3.7386,10.7438
8,35,1,12073,488927,2.47,3.7386,10.7438
8,29,0,83880,3062785,2.74,3.6595,11.008
8,29,1,61092,3309768,1.85,3.6595,11.008
8,30,0,17022,734753,2.32,1.8108,10.7429
8,30,1,10984,727981,1.51,1.8108,10.7429
8,48,0,4062,158636,2.56,2.7145,8.0361
8,48,1,2666,161815,1.65,2.7145,8.0361
8,7,0,10405,551942,1.89,7.8081,10.1283
8,7,1,7071,591179,1.2,7.8081,10.1283
8,16,0,8555,346341,2.47,2.4691,7.2741
8,16,1,5521,362334,1.52,2.4691,7.2741
8,24,0,4671,156519,2.98,3.0031,12.3447
8,24,1,2826,159217,1.77,3.0031,12.3447
5,3,0,332,350233,0.09,5.0703,12.5199
5,3,1,366,340517,0.11,5.0703,12.5199
5,14,0,725,619175,0.12,12.7474,13.0029
5,14,1,698,626329,0.11,12.7474,13.0029
5,15,0,722,391412,0.18,3.2582,11.8302
5,15,1,537,405418,0.13,3.2582,11.8302
5,18,0,788,455722,0.17,6.1434,13.2627
5,18,1,545,463659,0.12,6.1434,13.2627
5,20,0,257,258205,0.1,4.9012,12.26
5,20,1,217,262248,0.08,4.9012,12.26
5,23,0,848,326071,0.26,3.3224,16.994
5,23,1,768,330091,0.23,3.3224,16.994
5,31,0,1072,797724,0.13,4.651,13.1423
5,31,1,953,820377,0.12,4.651,13.1423
5,39,0,842,947627,0.09,2.8974,12.4766
5,39,1,758,986431,0.08,2.8974,12.4766
5,21,0,279,113391,0.25,3.0031,10.724
5,21,1,190,110311,0.17,3.0031,10.724
5,42,0,332,71131,0.47,3.0031,9.3621
5,42,1,164,68339,0.24,3.0031,9.3621
5,47,0,1430,476467,0.3,1.6115,11.1075
5,47,1,1437,491074,0.29,1.6115,11.1075
5,4,0,1266,506921,0.25,3.9797,9.6894
5,4,1,1186,551639,0.21,3.9797,9.6894
5,22,0,724,553810,0.13,4.4953,10.531
5,22,1,550,552807,0.1,4.4953,10.531
5,25,0,346,547826,0.06,3.0031,10.7449
5,25,1,532,547030,0.1,3.0031,10.7449
5,37,0,729,496827,0.15,4.2269,10.7348
5,37,1,664,506472,0.13,4.2269,10.7348
5,9,0,748,287118,0.26,3.69,10.1181
5,9,1,783,300373,0.26,3.69,10.1181
5,49,0,57,84430,0.07,3.0031,10.7449
5,49,1,17,82835,0.02,3.0031,10.7449
5,8,0,553,183831,0.3,1.3858,9.0078
5,8,1,435,181711,0.24,1.3858,9.0078
5,26,0,181,236322,0.08,5.1717,9.8345
5,26,1,119,247359,0.05,5.1717,9.8345
5,34,0,263,82823,0.32,1.496,9.7049
5,34,1,154,84414,0.18,1.496,9.7049
5,36,0,129,168139,0.08,1.4427,10.7449
5,36,1,143,175965,0.08,1.4427,10.7449
5,38,0,80,80340,0.1,3.0031,10.7449
5,38,1,26,78458,0.03,3.0031,10.7449
5,40,0,18,46841,0.04,1.2724,10.8209
5,40,1,22,45533,0.05,1.2724,10.8209
5,45,0,362,258948,0.14,2.1735,10.9768
5,45,1,291,269538,0.11,2.1735,10.9768
5,46,0,202,92405,0.22,1.6163,4.8054
5,46,1,116,93712,0.12,1.6163,4.8054
5,1,0,268,197966,0.14,3.0446,10.7474
5,1,1,115,198051,0.06,3.0446,10.7474
