Diagnóstico_ID,Año,Diagnóstico,Sexo,Provincia,Provincia_ID,Hospitalizaciones
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Hombres,Huesca,22,1127
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Hombres,Islas Baleares,7,5591
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Hombres,Jaén,23,2186
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Hombres,La Rioja,26,208
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Hombres,Las Palmas,35,517
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Hombres,León,24,1961
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Hombres,Lleida,25,2122
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Hombres,Lugo,27,1169
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Hombres,Madrid,28,26817
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Hombres,Melilla,52,1880
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Hombres,Murcia,30,6699
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Hombres,Málaga,29,5788
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Hombres,Navarra,31,343
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Hombres,Ourense,32,1817
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Hombres,Palencia,34,9390
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Hombres,Pontevedra,36,4328
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Hombres,Salamanca,37,1352
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Hombres,Santa Cruz de Tenerife,38,3933
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Hombres,Segovia,40,5550
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Hombres,Sevilla,41,7435
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Hombres,Soria,42,7950
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Hombres,Tarragona,43,4894
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Hombres,Teruel,44,8400
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Hombres,Toledo,45,343
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Hombres,Valencia,46,14076
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Hombres,Valladolid,47,2667
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Hombres,Zamora,49,1205
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Hombres,Zaragoza,50,718
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Hombres,Álava,1,1507
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Hombres,Ávila,5,7990
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,A Coruña,15,2599
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Albacete,2,3690
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Alicante,3,3968
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Almería,4,8790
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Asturias,33,2739
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Badajoz,6,1013
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Barcelona,8,15094
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Bizkaia,48,2789
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Burgos,9,6270
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Cantabria,39,1474
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Castellón,12,1057
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Ceuta,51,1330
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Ciudad Real,13,7080
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Cuenca,16,1190
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Cáceres,10,3220
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Cádiz,11,1768
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Córdoba,14,7240
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Gipuzkoa,20,1296
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Girona,17,159
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Granada,18,9020
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Guadalajara,19,3230
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Huelva,21,4390
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Huesca,22,2120
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Islas Baleares,7,2971
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Jaén,23,5090
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,La Rioja,26,6590
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Las Palmas,35,2349
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,León,24,8700
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Lleida,25,7730
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Lugo,27,4300
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Madrid,28,13484
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Melilla,52,1500
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Murcia,30,2046
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Málaga,29,256
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Navarra,31,1362
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Ourense,32,4910
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Palencia,34,2520
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Pontevedra,36,1593
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Salamanca,37,4390
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Santa Cruz de Tenerife,38,2125
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Segovia,40,1730
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Sevilla,41,2141
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Soria,42,1700
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Tarragona,43,1484
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Teruel,44,1740
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Toledo,45,8970
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Valencia,46,5002
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Valladolid,47,7850
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Zamora,49,2120
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Zaragoza,50,282
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Álava,1,6460
1,2021,"Neoplasia maligna de tráquea, bronquios y pulmón",Mujeres,Ávila,5,2540
2,2021,Enfermedades de la circulación pulmonar,Hombres,A Coruña,15,2399
2,2021,Enfermedades de la circulación pulmonar,Hombres,Albacete,2,1086
2,2021,Enfermedades de la circulación pulmonar,Hombres,Alicante,3,377
2,2021,Enfermedades de la circulación pulmonar,Hombres,Almería,4,1426
2,2021,Enfermedades de la circulación pulmonar,Hombres,Asturias,33,3824
2,2021,Enfermedades de la circulación pulmonar,Hombres,Badajoz,6,22
2,2021,Enfermedades de la circulación pulmonar,Hombres,Barcelona,8,16634
2,2021,Enfermedades de la circulación pulmonar,Hombres,Bizkaia,48,2971
2,2021,Enfermedades de la circulación pulmonar,Hombres,Burgos,9,1272
2,2021,Enfermedades de la circulación pulmonar,Hombres,Cantabria,39,119
2,2021,Enfermedades de la circulación pulmonar,Hombres,Castellón,12,9690
2,2021,Enfermedades de la circulación pulmonar,Hombres,Ceuta,51,1050
2,2021,Enfermedades de la circulación pulmonar,Hombres,Ciudad Real,13,1436
2,2021,Enfermedades de la circulación pulmonar,Hombres,Cuenca,16,3750
2,2021,Enfermedades de la circulación pulmonar,Hombres,Cáceres,10,1093
2,2021,Enfermedades de la circulación pulmonar,Hombres,Cádiz,11,1916
2,2021,Enfermedades de la circulación pulmonar,Hombres,Córdoba,14,1835
2,2021,Enfermedades de la circulación pulmonar,Hombres,Gipuzkoa,20,1341
2,2021,Enfermedades de la circulación pulmonar,Hombres,Girona,17,1706
2,2021,Enfermedades de la circulación pulmonar,Hombres,Granada,18,3099
2,2021,Enfermedades de la circulación pulmonar,Hombres,Guadalajara,19,7390
2,2021,Enfermedades de la circulación pulmonar,Hombres,Huelva,21,1056
2,2021,Enfermedades de la circulación pulmonar,Hombres,Huesca,22,5300
2,2021,Enfermedades de la circulación pulmonar,Hombres,Islas Baleares,7,1945
2,2021,Enfermedades de la circulación pulmonar,Hombres,Jaén,23,1622
2,2021,Enfermedades de la circulación pulmonar,Hombres,La Rioja,26,1043
2,2021,Enfermedades de la circulación pulmonar,Hombres,Las Palmas,35,2622
2,2021,Enfermedades de la circulación pulmonar,Hombres,León,24,2105
2,2021,Enfermedades de la circulación pulmonar,Hombres,Lleida,25,1539
2,2021,Enfermedades de la circulación pulmonar,Hombres,Lugo,27,8330
2,2021,Enfermedades de la circulación pulmonar,Hombres,Madrid,28,1451
2,2021,Enfermedades de la circulación pulmonar,Hombres,Melilla,52,1470
2,2021,Enfermedades de la circulación pulmonar,Hombres,Murcia,30,3156
2,2021,Enfermedades de la circulación pulmonar,Hombres,Málaga,29,3326
2,2021,Enfermedades de la circulación pulmonar,Hombres,Navarra,31,1315
2,2021,Enfermedades de la circulación pulmonar,Hombres,Ourense,32,1104
2,2021,Enfermedades de la circulación pulmonar,Hombres,Palencia,34,4030
2,2021,Enfermedades de la circulación pulmonar,Hombres,Pontevedra,36,2377
2,2021,Enfermedades de la circulación pulmonar,Hombres,Salamanca,37,1704
2,2021,Enfermedades de la circulación pulmonar,Hombres,Santa Cruz de Tenerife,38,1764
2,2021,Enfermedades de la circulación pulmonar,Hombres,Segovia,40,4860
2,2021,Enfermedades de la circulación pulmonar,Hombres,Sevilla,41,2941
2,2021,Enfermedades de la circulación pulmonar,Hombres,Soria,42,4470
2,2021,Enfermedades de la circulación pulmonar,Hombres,Tarragona,43,3097
2,2021,Enfermedades de la circulación pulmonar,Hombres,Teruel,44,5220
2,2021,Enfermedades de la circulación pulmonar,Hombres,Toledo,45,1655
2,2021,Enfermedades de la circulación pulmonar,Hombres,Valencia,46,4892
2,2021,Enfermedades de la circulación pulmonar,Hombres,Valladolid,47,2329
2,2021,Enfermedades de la circulación pulmonar,Hombres,Zamora,49,6860
2,2021,Enfermedades de la circulación pulmonar,Hombres,Zaragoza,50,2417
2,2021,Enfermedades de la circulación pulmonar,Hombres,Álava,1,1005
2,2021,Enfermedades de la circulación pulmonar,Hombres,Ávila,5,5420
2,2021,Enfermedades de la circulación pulmonar,Mujeres,A Coruña,15,3774
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Albacete,2,1312
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Alicante,3,4039
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Almería,4,1207
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Asturias,33,4789
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Badajoz,6,198
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Barcelona,8,19332
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Bizkaia,48,3487
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Burgos,9,1427
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Cantabria,39,1247
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Castellón,12,1088
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Ceuta,51,470
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Ciudad Real,13,1602
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Cuenca,16,4770
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Cáceres,10,1351
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Cádiz,11,2009
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Córdoba,14,1712
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Gipuzkoa,20,1247
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Girona,17,2137
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Granada,18,2898
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Guadalajara,19,5890
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Huelva,21,1059
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Huesca,22,7700
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Islas Baleares,7,2365
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Jaén,23,1595
2,2021,Enfermedades de la circulación pulmonar,Mujeres,La Rioja,26,1577
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Las Palmas,35,2742
2,2021,Enfermedades de la circulación pulmonar,Mujeres,León,24,2076
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Lleida,25,1589
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Lugo,27,9670
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Madrid,28,16761
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Melilla,52,1940
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Murcia,30,2899
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Málaga,29,3354
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Navarra,31,1822
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Ourense,32,1382
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Palencia,34,3260
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Pontevedra,36,2423
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Salamanca,37,1746
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Santa Cruz de Tenerife,38,2897
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Segovia,40,6270
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Sevilla,41,3141
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Soria,42,4000
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Tarragona,43,2803
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Teruel,44,2520
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Toledo,45,2159
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Valencia,46,6521
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Valladolid,47,2411
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Zamora,49,5870
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Zaragoza,50,3319
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Álava,1,8080
2,2021,Enfermedades de la circulación pulmonar,Mujeres,Ávila,5,6660
3,2021,Enfermedad crónica de amígdalas,Hombres,A Coruña,15,1470
3,2021,Enfermedad crónica de amígdalas,Hombres,Albacete,2,510
3,2021,Enfermedad crónica de amígdalas,Hombres,Alicante,3,3410
3,2021,Enfermedad crónica de amígdalas,Hombres,Almería,4,690
3,2021,Enfermedad crónica de amígdalas,Hombres,Asturias,33,520
3,2021,Enfermedad crónica de amígdalas,Hombres,Badajoz,6,1860
3,2021,Enfermedad crónica de amígdalas,Hombres,Barcelona,8,2024
3,2021,Enfermedad crónica de amígdalas,Hombres,Bizkaia,48,2380
3,2021,Enfermedad crónica de amígdalas,Hombres,Burgos,9,1150
3,2021,Enfermedad crónica de amígdalas,Hombres,Cantabria,39,1120
3,2021,Enfermedad crónica de amígdalas,Hombres,Castellón,12,1460
3,2021,Enfermedad crónica de amígdalas,Hombres,Ceuta,51,10
3,2021,Enfermedad crónica de amígdalas,Hombres,Ciudad Real,13,1640
3,2021,Enfermedad crónica de amígdalas,Hombres,Cuenca,16,250
3,2021,Enfermedad crónica de amígdalas,Hombres,Cáceres,10,1250
3,2021,Enfermedad crónica de amígdalas,Hombres,Cádiz,11,970
3,2021,Enfermedad crónica de amígdalas,Hombres,Córdoba,14,630
3,2021,Enfermedad crónica de amígdalas,Hombres,Gipuzkoa,20,1580
3,2021,Enfermedad crónica de amígdalas,Hombres,Girona,17,870
3,2021,Enfermedad crónica de amígdalas,Hombres,Granada,18,520
3,2021,Enfermedad crónica de amígdalas,Hombres,Guadalajara,19,360
3,2021,Enfermedad crónica de amígdalas,Hombres,Huelva,21,1060
3,2021,Enfermedad crónica de amígdalas,Hombres,Huesca,22,590
3,2021,Enfermedad crónica de amígdalas,Hombres,Islas Baleares,7,2460
3,2021,Enfermedad crónica de amígdalas,Hombres,Jaén,23,670
3,2021,Enfermedad crónica de amígdalas,Hombres,La Rioja,26,650
3,2021,Enfermedad crónica de amígdalas,Hombres,Las Palmas,35,1970
3,2021,Enfermedad crónica de amígdalas,Hombres,León,24,600
3,2021,Enfermedad crónica de amígdalas,Hombres,Lleida,25,530
3,2021,Enfermedad crónica de amígdalas,Hombres,Lugo,27,340
3,2021,Enfermedad crónica de amígdalas,Hombres,Madrid,28,1067
3,2021,Enfermedad crónica de amígdalas,Hombres,Melilla,52,30
3,2021,Enfermedad crónica de amígdalas,Hombres,Murcia,30,2680
3,2021,Enfermedad crónica de amígdalas,Hombres,Málaga,29,1410
3,2021,Enfermedad crónica de amígdalas,Hombres,Navarra,31,2480
3,2021,Enfermedad crónica de amígdalas,Hombres,Ourense,32,320
3,2021,Enfermedad crónica de amígdalas,Hombres,Palencia,34,790
3,2021,Enfermedad crónica de amígdalas,Hombres,Pontevedra,36,2660
3,2021,Enfermedad crónica de amígdalas,Hombres,Salamanca,37,220
3,2021,Enfermedad crónica de amígdalas,Hombres,Santa Cruz de Tenerife,38,2350
3,2021,Enfermedad crónica de amígdalas,Hombres,Segovia,40,330
3,2021,Enfermedad crónica de amígdalas,Hombres,Sevilla,41,1590
3,2021,Enfermedad crónica de amígdalas,Hombres,Soria,42,380
3,2021,Enfermedad crónica de amígdalas,Hombres,Tarragona,43,1530
3,2021,Enfermedad crónica de amígdalas,Hombres,Teruel,44,340
3,2021,Enfermedad crónica de amígdalas,Hombres,Toledo,45,820
3,2021,Enfermedad crónica de amígdalas,Hombres,Valencia,46,5890
3,2021,Enfermedad crónica de amígdalas,Hombres,Valladolid,47,1220
3,2021,Enfermedad crónica de amígdalas,Hombres,Zamora,49,690
3,2021,Enfermedad crónica de amígdalas,Hombres,Zaragoza,50,2630
3,2021,Enfermedad crónica de amígdalas,Hombres,Álava,1,910
3,2021,Enfermedad crónica de amígdalas,Hombres,Ávila,5,170
3,2021,Enfermedad crónica de amígdalas,Mujeres,A Coruña,15,1630
3,2021,Enfermedad crónica de amígdalas,Mujeres,Albacete,2,600
3,2021,Enfermedad crónica de amígdalas,Mujeres,Alicante,3,2760
3,2021,Enfermedad crónica de amígdalas,Mujeres,Almería,4,630
3,2021,Enfermedad crónica de amígdalas,Mujeres,Asturias,33,410
3,2021,Enfermedad crónica de amígdalas,Mujeres,Badajoz,6,1560
3,2021,Enfermedad crónica de amígdalas,Mujeres,Barcelona,8,1455
3,2021,Enfermedad crónica de amígdalas,Mujeres,Bizkaia,48,1680
3,2021,Enfermedad crónica de amígdalas,Mujeres,Burgos,9,800
3,2021,Enfermedad crónica de amígdalas,Mujeres,Cantabria,39,650
3,2021,Enfermedad crónica de amígdalas,Mujeres,Castellón,12,820
3,2021,Enfermedad crónica de amígdalas,Mujeres,Ceuta,51,20
3,2021,Enfermedad crónica de amígdalas,Mujeres,Ciudad Real,13,1470
3,2021,Enfermedad crónica de amígdalas,Mujeres,Cuenca,16,250
3,2021,Enfermedad crónica de amígdalas,Mujeres,Cáceres,10,1090
3,2021,Enfermedad crónica de amígdalas,Mujeres,Cádiz,11,860
3,2021,Enfermedad crónica de amígdalas,Mujeres,Córdoba,14,650
3,2021,Enfermedad crónica de amígdalas,Mujeres,Gipuzkoa,20,970
3,2021,Enfermedad crónica de amígdalas,Mujeres,Girona,17,720
3,2021,Enfermedad crónica de amígdalas,Mujeres,Granada,18,850
3,2021,Enfermedad crónica de amígdalas,Mujeres,Guadalajara,19,450
3,2021,Enfermedad crónica de amígdalas,Mujeres,Huelva,21,1540
3,2021,Enfermedad crónica de amígdalas,Mujeres,Huesca,22,490
3,2021,Enfermedad crónica de amígdalas,Mujeres,Islas Baleares,7,2020
3,2021,Enfermedad crónica de amígdalas,Mujeres,Jaén,23,600
3,2021,Enfermedad crónica de amígdalas,Mujeres,La Rioja,26,540
3,2021,Enfermedad crónica de amígdalas,Mujeres,Las Palmas,35,1090
3,2021,Enfermedad crónica de amígdalas,Mujeres,León,24,940
3,2021,Enfermedad crónica de amígdalas,Mujeres,Lleida,25,450
3,2021,Enfermedad crónica de amígdalas,Mujeres,Lugo,27,300
3,2021,Enfermedad crónica de amígdalas,Mujeres,Madrid,28,9120
3,2021,Enfermedad crónica de amígdalas,Mujeres,Melilla,52,20
3,2021,Enfermedad crónica de amígdalas,Mujeres,Murcia,30,2220
3,2021,Enfermedad crónica de amígdalas,Mujeres,Málaga,29,1240
3,2021,Enfermedad crónica de amígdalas,Mujeres,Navarra,31,1840
3,2021,Enfermedad crónica de amígdalas,Mujeres,Ourense,32,590
3,2021,Enfermedad crónica de amígdalas,Mujeres,Palencia,34,590
3,2021,Enfermedad crónica de amígdalas,Mujeres,Pontevedra,36,2260
3,2021,Enfermedad crónica de amígdalas,Mujeres,Salamanca,37,140
3,2021,Enfermedad crónica de amígdalas,Mujeres,Santa Cruz de Tenerife,38,2750
3,2021,Enfermedad crónica de amígdalas,Mujeres,Segovia,40,80
3,2021,Enfermedad crónica de amígdalas,Mujeres,Sevilla,41,1310
3,2021,Enfermedad crónica de amígdalas,Mujeres,Soria,42,380
3,2021,Enfermedad crónica de amígdalas,Mujeres,Tarragona,43,1820
3,2021,Enfermedad crónica de amígdalas,Mujeres,Teruel,44,470
3,2021,Enfermedad crónica de amígdalas,Mujeres,Toledo,45,660
3,2021,Enfermedad crónica de amígdalas,Mujeres,Valencia,46,5100
3,2021,Enfermedad crónica de amígdalas,Mujeres,Valladolid,47,1370
3,2021,Enfermedad crónica de amígdalas,Mujeres,Zamora,49,850
3,2021,Enfermedad crónica de amígdalas,Mujeres,Zaragoza,50,2050
3,2021,Enfermedad crónica de amígdalas,Mujeres,Álava,1,550
3,2021,Enfermedad crónica de amígdalas,Mujeres,Ávila,5,200
4,2021,Neumonía,Hombres,A Coruña,15,9397
4,2021,Neumonía,Hombres,Albacete,2,2459
4,2021,Neumonía,Hombres,Alicante,3,12101
4,2021,Neumonía,Hombres,Almería,4,3367
4,2021,Neumonía,Hombres,Asturias,33,11404
4,2021,Neumonía,Hombres,Badajoz,6,6168
4,2021,Neumonía,Hombres,Barcelona,8,54457
4,2021,Neumonía,Hombres,Bizkaia,48,8253
4,2021,Neumonía,Hombres,Burgos,9,4204
4,2021,Neumonía,Hombres,Cantabria,39,3483
4,2021,Neumonía,Hombres,Castellón,12,4236
4,2021,Neumonía,Hombres,Ceuta,51,4590
4,2021,Neumonía,Hombres,Ciudad Real,13,5017
4,2021,Neumonía,Hombres,Cuenca,16,1902
4,2021,Neumonía,Hombres,Cáceres,10,3789
4,2021,Neumonía,Hombres,Cádiz,11,10526
4,2021,Neumonía,Hombres,Córdoba,14,519
4,2021,Neumonía,Hombres,Gipuzkoa,20,4399
4,2021,Neumonía,Hombres,Girona,17,6066
4,2021,Neumonía,Hombres,Granada,18,4296
4,2021,Neumonía,Hombres,Guadalajara,19,2371
4,2021,Neumonía,Hombres,Huelva,21,2864
4,2021,Neumonía,Hombres,Huesca,22,1932
4,2021,Neumonía,Hombres,Islas Baleares,7,8503
4,2021,Neumonía,Hombres,Jaén,23,3823
4,2021,Neumonía,Hombres,La Rioja,26,2631
4,2021,Neumonía,Hombres,Las Palmas,35,9959
4,2021,Neumonía,Hombres,León,24,4896
4,2021,Neumonía,Hombres,Lleida,25,568
4,2021,Neumonía,Hombres,Lugo,27,3783
4,2021,Neumonía,Hombres,Madrid,28,40652
4,2021,Neumonía,Hombres,Melilla,52,5260
4,2021,Neumonía,Hombres,Murcia,30,11931
4,2021,Neumonía,Hombres,Málaga,29,9833
4,2021,Neumonía,Hombres,Navarra,31,4063
4,2021,Neumonía,Hombres,Ourense,32,5442
4,2021,Neumonía,Hombres,Palencia,34,1379
4,2021,Neumonía,Hombres,Pontevedra,36,7283
4,2021,Neumonía,Hombres,Salamanca,37,2327
4,2021,Neumonía,Hombres,Santa Cruz de Tenerife,38,9756
4,2021,Neumonía,Hombres,Segovia,40,1399
4,2021,Neumonía,Hombres,Sevilla,41,10289
4,2021,Neumonía,Hombres,Soria,42,9370
4,2021,Neumonía,Hombres,Tarragona,43,9086
4,2021,Neumonía,Hombres,Teruel,44,1533
4,2021,Neumonía,Hombres,Toledo,45,7012
